t_s,R75,R77,R78,R80,R81,R83,R92,R98,R102,R103,R104,R105,R106,R116,R117,R118,R119,R120,R121,R122,R123,R75n,R77n,R78n,R80n,R81n,R83n,R92n,R98n,R102n,R103n,R104n,R105n,R106n,R116n,R117n,R118n,R119n,R120n,R121n,R122n,R123n
685,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0110549926757812,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.10277366638183599,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0875005722045898,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414066314697266,0.133438110351562
690,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0110549926757812,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0875005722045898,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
695,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0110549926757812,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0875005722045898,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
700,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
705,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0110549926757812,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.042851448059082003,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0875005722045898,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0730476379394531,0.0414848327636719,0.133438110351562
710,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.042851448059082003,-0.10277366638183599,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0730476379394531,0.0414066314697266,0.133438110351562
715,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.042851448059082003,-0.10277366638183599,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0730476379394531,0.0414066314697266,0.133438110351562
720,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
725,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
730,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
735,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0210552215576172,0.0146484375,0.0238676071166992,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0990629196166992,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
740,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0238676071166992,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.10277366638183599,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0921096801757812,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414066314697266,0.133438110351562
745,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223045349121094,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0893754959106445,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
750,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
755,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.00128936767578125,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0429296493530273,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.10882854461669901,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0729694366455078,0.0414848327636719,0.133438110351562
760,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0430078506469727,-0.102695465087891,-0.0225391387939453,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728912353515625,0.0414848327636719,0.133438110351562
765,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0109767913818359,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0430078506469727,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0874223709106445,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728912353515625,0.0414848327636719,0.133359909057617
770,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0430078506469727,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728912353515625,0.0414848327636719,0.133359909057617
775,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0449609756469727,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0430078506469727,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0393753051757812,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728912353515625,0.0414848327636719,0.133359909057617
780,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.0430078506469727,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728912353515625,0.0414848327636719,0.133359909057617
785,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0219144821166992,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.11382865905761701,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
790,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
795,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
800,0.00449180603027344,-0.0144920349121094,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.00128936767578125,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124998092651367,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.10882854461669901,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
805,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.00128936767578125,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.10882854461669901,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
810,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108985900878906,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0873441696166992,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
815,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
820,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
825,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226173400878906,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.133359909057617
830,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.00128936767578125,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.10882854461669901,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.13328170776367199
835,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.13328170776367199
840,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.00128936767578125,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.10882854461669901,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.13328170776367199
845,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.00128936767578125,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0009765625,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.10882854461669901,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.0812501907348633,0.0728130340576172,0.0414848327636719,0.13328170776367199
850,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0010547637939453101,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.081171989440918,0.0728130340576172,0.0414848327636719,0.13328170776367199
855,0.00449180603027344,-0.0144138336181641,-0.011836051940918,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00980472564697266,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0010547637939453101,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0286722183227539,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102578163146973,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.081171989440918,0.0728130340576172,0.0414848327636719,0.13328170776367199
860,0.00449180603027344,-0.0144138336181641,-0.011757850646972701,0.0246486663818359,0.0218362808227539,-0.0448827743530273,0.0209770202636719,0.0146484375,0.0237894058227539,0.0114450454711914,0.00988292694091797,0.0013675689697265601,-0.00332069396972656,0.0108203887939453,-0.0258989334106445,-0.0327739715576172,-0.0223827362060547,-0.0010547637939453101,-0.043086051940917997,-0.102695465087891,-0.0226955413818359,0.0955467224121094,-0.0124216079711914,0.0287504196166992,0.0982818603515625,0.113750457763672,0.0394535064697266,0.0989847183227539,0.105390548706055,0.0920314788818359,0.0442190170288086,0.102656364440918,0.108906745910645,0.10671901702880901,0.0872659683227539,0.104844093322754,0.0920314788818359,0.0892972946166992,0.081171989440918,0.0728130340576172,0.0414848327636719,0.13328170776367199
