t_s,R75,s.1,R77,s.2,R78,s.3,R80,s.4,R81,s.5,R83,s.6,R92,s.7,R98,s.8,R100,s.9,R102,s.10,R105,s.11,R114,s.12,R117,s.13,R120,s.14,R121,s.15,R122,s.16,R124,s.17,R125,s.18,R126,s.19,R127,s.20,R128,s.21,R129
10340.0,-0.212606236338615,10340.0,-0.208418756723404,10340.0,-0.223145395517349,10340.0,-0.112215235829353,10340.0,-0.182363986968994,10340.0,-0.19961404800415,10340.0,-0.142457589507103,10340.0,-0.178528025746346,10340.0,-0.194028094410896,10340.0,-0.110465243458748,10340.0,-0.188082695007324,10340.0,-0.199028119444847,10340.0,-0.199567124247551,10340.0,-0.109418392181396,10340.0,-0.138707548379898,10340.0,-0.147738844156265,10340.0,-0.195184335112572,10340.0,-0.157934188842773,10340.0,-0.0244570728391409,10340.0,-0.0771448165178299,10340.0,-0.124574661254883,10340.0,-0.136355981230736
10350.0,-0.21259069442749,10350.0,-0.208410933613777,10350.0,-0.223137572407722,10350.0,-0.112168408930302,10350.0,-0.182363986968994,10350.0,-0.199606224894524,10350.0,-0.142262265086174,10350.0,-0.178488925099373,10350.0,-0.194012448191643,10350.0,-0.110449604690075,10350.0,-0.188035875558853,10350.0,-0.199004650115967,10350.0,-0.199567124247551,10350.0,-0.109426215291023,10350.0,-0.138707548379898,10350.0,-0.147738844156265,10350.0,-0.195207789540291,10350.0,-0.157934188842773,10350.0,-0.024449348449707,10350.0,-0.0771057158708572,10350.0,-0.124566845595837,10350.0,-0.136348158121109
10360.0,-0.212575063109398,10360.0,-0.208395287394524,10360.0,-0.223129749298096,10360.0,-0.112121485173702,10360.0,-0.182356163859367,10360.0,-0.199598416686058,10360.0,-0.142066955566406,10360.0,-0.178449913859367,10360.0,-0.193988993763924,10360.0,-0.110441781580448,10360.0,-0.187981233000755,10360.0,-0.198981195688248,10360.0,-0.199559316039085,10360.0,-0.109434030950069,10360.0,-0.138715371489525,10360.0,-0.147731021046638,10360.0,-0.195223435759544,10360.0,-0.1579420119524,10360.0,-0.0243946071714163,10360.0,-0.0770823508501053,10360.0,-0.12455902248621,10360.0,-0.136348158121109
10370.0,-0.212559416890144,10370.0,-0.208387479186058,10370.0,-0.223121926188469,10370.0,-0.112074665725231,10370.0,-0.182356163859367,10370.0,-0.199598416686058,10370.0,-0.141871646046638,10370.0,-0.178410813212395,10370.0,-0.19397334754467,10370.0,-0.110434055328369,10370.0,-0.187942132353783,10370.0,-0.198957830667496,10370.0,-0.199559316039085,10370.0,-0.109449677169323,10370.0,-0.138715371489525,10370.0,-0.147731021046638,10370.0,-0.195246800780296,10370.0,-0.1579420119524,10370.0,-0.0243477821350098,10370.0,-0.0770510658621788,10370.0,-0.124551296234131,10370.0,-0.136340335011482
10380.0,-0.212543770670891,10380.0,-0.208371922373772,10380.0,-0.223106294870377,10380.0,-0.112027741968632,10380.0,-0.182348355650902,10380.0,-0.199582770466805,10380.0,-0.141668513417244,10380.0,-0.17837181687355,10380.0,-0.193949982523918,10380.0,-0.110426239669323,10380.0,-0.187887385487556,10380.0,-0.198934361338615,10380.0,-0.199559316039085,10380.0,-0.109457395970821,10380.0,-0.13872317969799,10380.0,-0.147731021046638,10380.0,-0.195270255208015,10380.0,-0.157949835062027,10380.0,-0.0243946071714163,10380.0,-0.0770197883248329,10380.0,-0.124543480575085,10380.0,-0.136340335011482
10390.0,-0.212528139352798,10390.0,-0.208364114165306,10390.0,-0.22309847176075,10390.0,-0.111988738179207,10390.0,-0.182348355650902,10390.0,-0.199574947357178,10390.0,-0.141457557678223,10390.0,-0.178340539336205,10390.0,-0.193934351205826,10390.0,-0.110410593450069,10390.0,-0.187848374247551,10390.0,-0.198910906910896,10390.0,-0.199559316039085,10390.0,-0.109473042190075,10390.0,-0.13872317969799,10390.0,-0.147731021046638,10390.0,-0.195293709635735,10390.0,-0.157949835062027,10390.0,-0.0243399627506733,10390.0,-0.076996423304081,10390.0,-0.124535657465458,10390.0,-0.136340335011482
10400.0,-0.212512493133545,10400.0,-0.208356291055679,10400.0,-0.223090648651123,10400.0,-0.111949637532234,10400.0,-0.182348355650902,10400.0,-0.199567124247551,10400.0,-0.141254425048828,10400.0,-0.178301438689232,10400.0,-0.193918704986572,10400.0,-0.110402777791023,10400.0,-0.187801465392113,10400.0,-0.198887452483177,10400.0,-0.199559316039085,10400.0,-0.109488680958748,10400.0,-0.138731002807617,10400.0,-0.147731021046638,10400.0,-0.195317178964615,10400.0,-0.157957658171654,10400.0,-0.0242540370672941,10400.0,-0.0769651457667351,10400.0,-0.124535657465458,10400.0,-0.136340335011482
10410.0,-0.212496861815453,10410.0,-0.208348467946053,10410.0,-0.223075106739998,10410.0,-0.111910536885262,10410.0,-0.182348355650902,10410.0,-0.199559316039085,10410.0,-0.141043469309807,10410.0,-0.178270250558853,10410.0,-0.19390307366848,10410.0,-0.110394954681396,10410.0,-0.18775463104248,10410.0,-0.198864087462425,10410.0,-0.199551582336426,10410.0,-0.109496496617794,10410.0,-0.138731002807617,10410.0,-0.147723197937012,10410.0,-0.195340543985367,10410.0,-0.157957658171654,10410.0,-0.024261761456728,10410.0,-0.0769416838884354,10410.0,-0.124527834355831,10410.0,-0.136332511901855
10420.0,-0.212481305003166,10420.0,-0.208340644836426,10420.0,-0.223067283630371,10420.0,-0.111871533095837,10420.0,-0.182340532541275,10420.0,-0.199543759226799,10420.0,-0.140840336680412,10420.0,-0.17823114991188,10420.0,-0.193887427449226,10420.0,-0.11038713902235,10420.0,-0.187707707285881,10420.0,-0.198848441243172,10420.0,-0.199551582336426,10420.0,-0.109512142837048,10420.0,-0.138738825917244,10420.0,-0.147723197937012,10420.0,-0.195356175303459,10420.0,-0.157965466380119,10420.0,-0.0243711471557617,10420.0,-0.0769182220101357,10420.0,-0.124520018696785,10420.0,-0.136332511901855
10430.0,-0.212465673685074,10430.0,-0.208325013518333,10430.0,-0.223036006093025,10430.0,-0.111824609339237,10430.0,-0.182340532541275,10430.0,-0.199535951018333,10430.0,-0.140629485249519,10430.0,-0.178199872374535,10430.0,-0.193864062428474,10430.0,-0.110379315912724,10430.0,-0.18766088783741,10430.0,-0.198824986815453,10430.0,-0.199543759226799,10430.0,-0.109519958496094,10430.0,-0.138746649026871,10430.0,-0.147723197937012,10430.0,-0.195379644632339,10430.0,-0.157965466380119,10430.0,-0.0242852214723825,10430.0,-0.0768948569893837,10430.0,-0.124520018696785,10430.0,-0.136332511901855
10440.0,-0.21245002746582,10440.0,-0.208317190408707,10440.0,-0.223012551665306,10440.0,-0.111785605549812,10440.0,-0.182340532541275,10440.0,-0.199528127908707,10440.0,-0.140418529510498,10440.0,-0.178160861134529,10440.0,-0.193848416209221,10440.0,-0.110363677144051,10440.0,-0.187613964080811,10440.0,-0.198801517486572,10440.0,-0.199543759226799,10440.0,-0.109527781605721,10440.0,-0.138746649026871,10440.0,-0.147715374827385,10440.0,-0.195403099060059,10440.0,-0.157949835062027,10440.0,-0.024238396435976,10440.0,-0.0768635794520378,10440.0,-0.124512195587158,10440.0,-0.136324688792229
10450.0,-0.212434396147728,10450.0,-0.20830936729908,10450.0,-0.223004728555679,10450.0,-0.111738681793213,10450.0,-0.182332709431648,10450.0,-0.19952030479908,10450.0,-0.140215396881104,10450.0,-0.178129583597183,10450.0,-0.193832784891129,10450.0,-0.110355854034424,10450.0,-0.187567144632339,10450.0,-0.198778063058853,10450.0,-0.199543759226799,10450.0,-0.109535597264767,10450.0,-0.138754472136497,10450.0,-0.147715374827385,10450.0,-0.195418745279312,10450.0,-0.1579420119524,10450.0,-0.0242071151733398,10450.0,-0.0768401175737381,10450.0,-0.124504379928112,10450.0,-0.136332511901855
10460.0,-0.212426573038101,10460.0,-0.208301544189453,10460.0,-0.222996905446053,10460.0,-0.111699678003788,10460.0,-0.182332709431648,10460.0,-0.199512481689453,10460.0,-0.140012264251709,10460.0,-0.178098306059837,10460.0,-0.193817138671875,10460.0,-0.110348038375378,10460.0,-0.18752022087574,10460.0,-0.198754698038101,10460.0,-0.199543759226799,10460.0,-0.109543420374393,10460.0,-0.138754472136497,10460.0,-0.147715374827385,10460.0,-0.195442110300064,10460.0,-0.157949835062027,10460.0,-0.024238396435976,10460.0,-0.0768166556954384,10460.0,-0.124504379928112,10460.0,-0.136324688792229
10470.0,-0.212410926818848,10470.0,-0.208285912871361,10470.0,-0.222989082336426,10470.0,-0.111660577356815,10470.0,-0.182324886322021,10470.0,-0.199512481689453,10470.0,-0.139801308512688,10470.0,-0.178059294819832,10470.0,-0.193793684244156,10470.0,-0.110340215265751,10470.0,-0.187473401427269,10470.0,-0.198731228709221,10470.0,-0.199535951018333,10470.0,-0.10955124348402,10470.0,-0.138762280344963,10470.0,-0.147715374827385,10470.0,-0.195465564727783,10470.0,-0.157957658171654,10470.0,-0.024261761456728,10470.0,-0.0767932906746864,10470.0,-0.124496556818485,10470.0,-0.136324688792229
10480.0,-0.212395295500755,10480.0,-0.208285912871361,10480.0,-0.222981363534927,10480.0,-0.111621476709843,10480.0,-0.182324886322021,10480.0,-0.199504658579826,10480.0,-0.139582544565201,10480.0,-0.178028017282486,10480.0,-0.193778038024902,10480.0,-0.110332489013672,10480.0,-0.187434300780296,10480.0,-0.198715597391129,10480.0,-0.199535951018333,10480.0,-0.109558962285519,10480.0,-0.138762280344963,10480.0,-0.147715374827385,10480.0,-0.195489034056664,10480.0,-0.157957658171654,10480.0,-0.0242695808410645,10480.0,-0.0767620131373405,10480.0,-0.124488733708858,10480.0,-0.13631696999073
10490.0,-0.212379738688469,10490.0,-0.208270356059074,10490.0,-0.222973540425301,10490.0,-0.111574649810791,10490.0,-0.182324886322021,10490.0,-0.199496850371361,10490.0,-0.139379411935806,10490.0,-0.17799673974514,10490.0,-0.193762496113777,10490.0,-0.110324673354626,10490.0,-0.187387466430664,10490.0,-0.198692128062248,10490.0,-0.199535951018333,10490.0,-0.109566785395145,10490.0,-0.138770014047623,10490.0,-0.147715374827385,10490.0,-0.195504665374756,10490.0,-0.157965466380119,10490.0,-0.0243165027350187,10490.0,-0.0767385512590408,10490.0,-0.124488733708858,10490.0,-0.13631696999073
10500.0,-0.212371930480003,10500.0,-0.208262547850609,10500.0,-0.222965717315674,10500.0,-0.111535549163818,10500.0,-0.182324886322021,10500.0,-0.199496850371361,10500.0,-0.139168456196785,10500.0,-0.177957728505135,10500.0,-0.193746849894524,10500.0,-0.110316850244999,10500.0,-0.187348365783691,10500.0,-0.198668763041496,10500.0,-0.199535951018333,10500.0,-0.109574608504772,10500.0,-0.138770014047623,10500.0,-0.147707566618919,10500.0,-0.195528134703636,10500.0,-0.157981112599373,10500.0,-0.0243556033819914,10500.0,-0.0767150893807411,10500.0,-0.124480918049812,10500.0,-0.13631696999073
10510.0,-0.21235628426075,10510.0,-0.208254724740982,10510.0,-0.222957894206047,10510.0,-0.111496545374393,10510.0,-0.182317063212395,10510.0,-0.199489027261734,10510.0,-0.13896532356739,10510.0,-0.177926450967789,10510.0,-0.193731218576431,10510.0,-0.110316850244999,10510.0,-0.187301442027092,10510.0,-0.198645308613777,10510.0,-0.199528127908707,10510.0,-0.109582424163818,10510.0,-0.138777837157249,10510.0,-0.147707566618919,10510.0,-0.195543676614761,10510.0,-0.157981112599373,10510.0,-0.024418069049716,10510.0,-0.0766917243599892,10510.0,-0.124480918049812,10510.0,-0.136309146881104
10520.0,-0.212340638041496,10520.0,-0.208246901631355,10520.0,-0.222950085997581,10520.0,-0.111465267837048,10520.0,-0.182317063212395,10520.0,-0.199489027261734,10520.0,-0.138762280344963,10520.0,-0.177895173430443,10520.0,-0.193715572357178,10520.0,-0.110309027135372,10520.0,-0.187254622578621,10520.0,-0.198621854186058,10520.0,-0.199528127908707,10520.0,-0.109590247273445,10520.0,-0.138777837157249,10520.0,-0.147707566618919,10520.0,-0.19556713104248,10520.0,-0.157988831400871,10520.0,-0.0244258884340525,10520.0,-0.0766604468226433,10520.0,-0.124473094940186,10520.0,-0.136309146881104
10530.0,-0.212325006723404,10530.0,-0.208239078521729,10530.0,-0.222942262887955,10530.0,-0.111426167190075,10530.0,-0.182317063212395,10530.0,-0.199481204152107,10530.0,-0.138566970825195,10530.0,-0.177863985300064,10530.0,-0.193699941039085,10530.0,-0.110301211476326,10530.0,-0.187207698822021,10530.0,-0.198598384857178,10530.0,-0.199528127908707,10530.0,-0.109598062932491,10530.0,-0.138785645365715,10530.0,-0.147707566618919,10530.0,-0.195590600371361,10530.0,-0.157996654510498,10530.0,-0.0243477821350098,10530.0,-0.0766369849443436,10530.0,-0.124473094940186,10530.0,-0.136309146881104
10540.0,-0.212317183613777,10540.0,-0.208231255412102,10540.0,-0.222934439778328,10540.0,-0.111387155950069,10540.0,-0.182309255003929,10540.0,-0.19947338104248,10540.0,-0.138363838195801,10540.0,-0.177832707762718,10540.0,-0.193684294819832,10540.0,-0.110293388366699,10540.0,-0.187168702483177,10540.0,-0.198574930429459,10540.0,-0.19952030479908,10540.0,-0.109605886042118,10540.0,-0.138785645365715,10540.0,-0.147707566618919,10540.0,-0.195606231689453,10540.0,-0.158004477620125,10540.0,-0.024261761456728,10540.0,-0.0766135230660439,10540.0,-0.124465279281139,10540.0,-0.136301323771477
10550.0,-0.212301537394524,10550.0,-0.208215624094009,10550.0,-0.222926616668701,10550.0,-0.111348055303097,10550.0,-0.182309255003929,10550.0,-0.199465557932854,10550.0,-0.138160705566406,10550.0,-0.177793607115746,10550.0,-0.193668752908707,10550.0,-0.110285572707653,10550.0,-0.187121778726578,10550.0,-0.198551565408707,10550.0,-0.19952030479908,10550.0,-0.109613709151745,10550.0,-0.138793468475342,10550.0,-0.147699743509293,10550.0,-0.195621877908707,10550.0,-0.158012300729752,10550.0,-0.0242149364203215,10550.0,-0.0765901580452919,10550.0,-0.124457456171513,10550.0,-0.136301323771477
10560.0,-0.212285995483398,10560.0,-0.208207800984383,10560.0,-0.222918793559074,10560.0,-0.111309051513672,10560.0,-0.182309255003929,10560.0,-0.199465557932854,10560.0,-0.137965396046638,10560.0,-0.177770242094994,10560.0,-0.193653106689453,10560.0,-0.110277749598026,10560.0,-0.187082767486572,10560.0,-0.198535919189453,10560.0,-0.19952030479908,10560.0,-0.109629347920418,10560.0,-0.138801291584969,10560.0,-0.147707566618919,10560.0,-0.195645242929459,10560.0,-0.158020123839378,10560.0,-0.0242774020880461,10560.0,-0.0765666961669922,10560.0,-0.124457456171513,10560.0,-0.136301323771477
10570.0,-0.212278172373772,10570.0,-0.208199977874756,10570.0,-0.222910985350609,10570.0,-0.111269950866699,10570.0,-0.182309255003929,10570.0,-0.199457749724388,10570.0,-0.137770086526871,10570.0,-0.177731141448021,10570.0,-0.193637475371361,10570.0,-0.110277749598026,10570.0,-0.1870436668396,10570.0,-0.198520287871361,10570.0,-0.19952030479908,10570.0,-0.109637163579464,10570.0,-0.138801291584969,10570.0,-0.147707566618919,10570.0,-0.195668697357178,10570.0,-0.158027932047844,10570.0,-0.024261761456728,10570.0,-0.0765432342886925,10570.0,-0.124457456171513,10570.0,-0.136301323771477
10580.0,-0.212262541055679,10580.0,-0.208192154765129,10580.0,-0.222903162240982,10580.0,-0.111230850219727,10580.0,-0.182309255003929,10580.0,-0.199457749724388,10580.0,-0.137574777007103,10580.0,-0.177699849009514,10580.0,-0.193621829152107,10580.0,-0.1102699264884,10580.0,-0.186996847391129,10580.0,-0.19849681854248,10580.0,-0.19952030479908,10580.0,-0.109644986689091,10580.0,-0.138801291584969,10580.0,-0.147699743509293,10580.0,-0.195699974894524,10580.0,-0.158027932047844,10580.0,-0.024449348449707,10580.0,-0.0765197798609734,10580.0,-0.124449729919434,10580.0,-0.136301323771477
10590.0,-0.212254717946053,10590.0,-0.208184346556664,10590.0,-0.222895339131355,10590.0,-0.111191846430302,10590.0,-0.182301431894302,10590.0,-0.199450016021729,10590.0,-0.137379452586174,10590.0,-0.177676483988762,10590.0,-0.193606182932854,10590.0,-0.110262110829353,10590.0,-0.186949923634529,10590.0,-0.198473453521729,10590.0,-0.19952030479908,10590.0,-0.10965271294117,10590.0,-0.138809114694595,10590.0,-0.147699743509293,10590.0,-0.195723444223404,10590.0,-0.158035755157471,10590.0,-0.0244648940861225,10590.0,-0.0764964148402214,10590.0,-0.124441914260387,10590.0,-0.136293515563011
10600.0,-0.212239071726799,10600.0,-0.208176612854004,10600.0,-0.222887516021729,10600.0,-0.111152745783329,10600.0,-0.182301431894302,10600.0,-0.199442192912102,10600.0,-0.137184143066406,10600.0,-0.177637383341789,10600.0,-0.193590551614761,10600.0,-0.110254287719727,10600.0,-0.186910822987556,10600.0,-0.198449999094009,10600.0,-0.199512481689453,10600.0,-0.10965271294117,10600.0,-0.138816937804222,10600.0,-0.147699743509293,10600.0,-0.195738986134529,10600.0,-0.158035755157471,10600.0,-0.0244337078183889,10600.0,-0.0764729529619217,10600.0,-0.124441914260387,10600.0,-0.136293515563011
10610.0,-0.212231263518333,10610.0,-0.208168789744377,10610.0,-0.22287979722023,10610.0,-0.111105918884277,10610.0,-0.182301431894302,10610.0,-0.199442192912102,10610.0,-0.136996656656265,10610.0,-0.17761392891407,10610.0,-0.193574905395508,10610.0,-0.11024647206068,10610.0,-0.186864003539085,10610.0,-0.198426529765129,10610.0,-0.199512481689453,10610.0,-0.109660528600216,10610.0,-0.138816937804222,10610.0,-0.147699743509293,10610.0,-0.195762440562248,10610.0,-0.158043578267097,10610.0,-0.024418069049716,10610.0,-0.0764573141932487,10610.0,-0.124441914260387,10610.0,-0.136293515563011
10620.0,-0.21221561729908,10620.0,-0.208160981535912,10620.0,-0.222871974110603,10620.0,-0.111051179468632,10620.0,-0.182293698191643,10620.0,-0.199434384703636,10620.0,-0.136809065937996,10620.0,-0.177582740783691,10620.0,-0.193559363484383,10620.0,-0.110238745808601,10620.0,-0.186824902892113,10620.0,-0.198410898447037,10620.0,-0.199512481689453,10620.0,-0.109668351709843,10620.0,-0.138816937804222,10620.0,-0.147691920399666,10620.0,-0.195785909891129,10620.0,-0.158051401376724,10620.0,-0.0245039947330952,10620.0,-0.076433852314949,10620.0,-0.124434091150761,10620.0,-0.136293515563011
10630.0,-0.212207794189453,10630.0,-0.208153158426285,10630.0,-0.222871974110603,10630.0,-0.110996536910534,10630.0,-0.182293698191643,10630.0,-0.199434384703636,10630.0,-0.136613756418228,10630.0,-0.177551463246346,10630.0,-0.193543717265129,10630.0,-0.110230922698975,10630.0,-0.18677806854248,10630.0,-0.198387429118156,10630.0,-0.199512481689453,10630.0,-0.109668351709843,10630.0,-0.138824746012688,10630.0,-0.147691920399666,10630.0,-0.195801541209221,10630.0,-0.158051401376724,10630.0,-0.0245899204164743,10630.0,-0.0764104872941971,10630.0,-0.124434091150761,10630.0,-0.136293515563011
10640.0,-0.212199971079826,10640.0,-0.208145335316658,10640.0,-0.222864151000977,10640.0,-0.110949613153934,10640.0,-0.182293698191643,10640.0,-0.199426561594009,10640.0,-0.136426255106926,10640.0,-0.177520185709,10640.0,-0.193528085947037,10640.0,-0.110223107039928,10640.0,-0.186738967895508,10640.0,-0.198364064097404,10640.0,-0.199504658579826,10640.0,-0.109676174819469,10640.0,-0.138824746012688,10640.0,-0.147691920399666,10640.0,-0.195825010538101,10640.0,-0.158059224486351,10640.0,-0.0247227679938078,10640.0,-0.0763870254158974,10640.0,-0.124434091150761,10640.0,-0.136285692453384
10650.0,-0.212184429168701,10650.0,-0.208137512207031,10650.0,-0.22285632789135,10650.0,-0.110894970595837,10650.0,-0.182293698191643,10650.0,-0.199426561594009,10650.0,-0.136230945587158,10650.0,-0.177488997578621,10650.0,-0.193512439727783,10650.0,-0.110215283930302,10650.0,-0.186699971556664,10650.0,-0.198348432779312,10650.0,-0.199504658579826,10650.0,-0.109676174819469,10650.0,-0.138832569122314,10650.0,-0.147691920399666,10650.0,-0.195848375558853,10650.0,-0.158059224486351,10650.0,-0.0247539523988962,10650.0,-0.0763635635375977,10650.0,-0.124426268041134,10650.0,-0.136285692453384
10660.0,-0.212176606059074,10660.0,-0.208129689097404,10660.0,-0.22285632789135,10660.0,-0.11086368560791,10660.0,-0.182285889983177,10660.0,-0.199418738484383,10660.0,-0.136043459177017,10660.0,-0.177457720041275,10660.0,-0.193496808409691,10660.0,-0.110215283930302,10660.0,-0.186660870909691,10660.0,-0.198324963450432,10660.0,-0.199504658579826,10660.0,-0.109683990478516,10660.0,-0.138832569122314,10660.0,-0.147691920399666,10660.0,-0.195864006876945,10660.0,-0.158059224486351,10660.0,-0.0247462280094624,10660.0,-0.0763401016592979,10660.0,-0.124426268041134,10660.0,-0.136277869343758
10670.0,-0.212160974740982,10670.0,-0.208121880888939,10670.0,-0.222848519682884,10670.0,-0.110816858708858,10670.0,-0.182285889983177,10670.0,-0.199410915374756,10670.0,-0.135855957865715,10670.0,-0.177434250712395,10670.0,-0.193481162190437,10670.0,-0.110207460820675,10670.0,-0.186613947153091,10670.0,-0.198301509022713,10670.0,-0.199504658579826,10670.0,-0.109691813588142,10670.0,-0.138840392231941,10670.0,-0.147691920399666,10670.0,-0.195887476205826,10670.0,-0.158067032694817,10670.0,-0.0245977398008108,10670.0,-0.076316736638546,10670.0,-0.124418452382088,10670.0,-0.136277869343758
10680.0,-0.212153151631355,10680.0,-0.208114057779312,10680.0,-0.222840696573257,10680.0,-0.110777758061886,10680.0,-0.182285889983177,10680.0,-0.199410915374756,10680.0,-0.135668471455574,10680.0,-0.177402973175049,10680.0,-0.193473443388939,10680.0,-0.110207460820675,10680.0,-0.186574935913086,10680.0,-0.198285862803459,10680.0,-0.199496850371361,10680.0,-0.109691813588142,10680.0,-0.138840392231941,10680.0,-0.147691920399666,10680.0,-0.195910930633545,10680.0,-0.158067032694817,10680.0,-0.0245821010321379,10680.0,-0.0762932822108269,10680.0,-0.124418452382088,10680.0,-0.136277869343758
10690.0,-0.212145328521729,10690.0,-0.208106234669685,10690.0,-0.222832873463631,10690.0,-0.11074648052454,10690.0,-0.182285889983177,10690.0,-0.199410915374756,10690.0,-0.135480985045433,10690.0,-0.17737178504467,10690.0,-0.193457797169685,10690.0,-0.110199645161629,10690.0,-0.186535835266113,10690.0,-0.198262497782707,10690.0,-0.199496850371361,10690.0,-0.109699629247189,10690.0,-0.138848215341568,10690.0,-0.147691920399666,10690.0,-0.19592647254467,10690.0,-0.158067032694817,10690.0,-0.024629021063447,10690.0,-0.0762698203325272,10690.0,-0.124418452382088,10690.0,-0.136270046234131
10700.0,-0.212129697203636,10700.0,-0.208098411560059,10700.0,-0.222825050354004,10700.0,-0.110699653625488,10700.0,-0.18227806687355,10700.0,-0.199403092265129,10700.0,-0.135293483734131,10700.0,-0.177340507507324,10700.0,-0.193442150950432,10700.0,-0.110191822052002,10700.0,-0.186496838927269,10700.0,-0.198239043354988,10700.0,-0.199496850371361,10700.0,-0.109699629247189,10700.0,-0.138856038451195,10700.0,-0.147691920399666,10700.0,-0.19594994187355,10700.0,-0.158067032694817,10700.0,-0.0245742797851563,10700.0,-0.0762541815638542,10700.0,-0.124410629272461,10700.0,-0.136270046234131
10710.0,-0.212121874094009,10710.0,-0.208090588450432,10710.0,-0.222825050354004,10710.0,-0.110660552978516,10710.0,-0.18227806687355,10710.0,-0.199395284056664,10710.0,-0.13510599732399,10710.0,-0.177317053079605,10710.0,-0.193426519632339,10710.0,-0.110184006392956,10710.0,-0.18644991517067,10710.0,-0.198223397135735,10710.0,-0.199496850371361,10710.0,-0.109707452356815,10710.0,-0.138856038451195,10710.0,-0.147691920399666,10710.0,-0.195965573191643,10710.0,-0.158067032694817,10710.0,-0.0244883541017771,10710.0,-0.0762307196855545,10710.0,-0.124410629272461,10710.0,-0.136262223124504
10720.0,-0.212106227874756,10720.0,-0.208082780241966,10720.0,-0.222817227244377,10720.0,-0.110621549189091,10720.0,-0.18227806687355,10720.0,-0.199395284056664,10720.0,-0.134918496012688,10720.0,-0.177285864949226,10720.0,-0.193410873413086,10720.0,-0.110184006392956,10720.0,-0.186410903930664,10720.0,-0.198199942708015,10720.0,-0.199496850371361,10720.0,-0.109707452356815,10720.0,-0.13886384665966,10720.0,-0.147691920399666,10720.0,-0.195989042520523,10720.0,-0.158074855804443,10720.0,-0.0244570728391409,10720.0,-0.0762073546648026,10720.0,-0.124410629272461,10720.0,-0.136262223124504
10730.0,-0.212098509073257,10730.0,-0.208075046539307,10730.0,-0.222809419035912,10730.0,-0.110582448542118,10730.0,-0.18227806687355,10730.0,-0.199387460947037,10730.0,-0.134731009602547,10730.0,-0.17725458741188,10730.0,-0.193403050303459,10730.0,-0.110176183283329,10730.0,-0.186371803283691,10730.0,-0.198184296488762,10730.0,-0.199496850371361,10730.0,-0.109707452356815,10730.0,-0.13886384665966,10730.0,-0.147691920399666,10730.0,-0.196004673838615,10730.0,-0.158074855804443,10730.0,-0.024418069049716,10730.0,-0.0761838927865028,10730.0,-0.124402813613415,10730.0,-0.136262223124504
10740.0,-0.212090685963631,10740.0,-0.20806722342968,10740.0,-0.222801595926285,10740.0,-0.110543347895145,10740.0,-0.182270243763924,10740.0,-0.19937963783741,10740.0,-0.134543523192406,10740.0,-0.177231118083,10740.0,-0.193387418985367,10740.0,-0.110176183283329,10740.0,-0.186332702636719,10740.0,-0.19816093146801,10740.0,-0.199496850371361,10740.0,-0.109715275466442,10740.0,-0.13887158036232,10740.0,-0.147691920399666,10740.0,-0.196028038859367,10740.0,-0.158074855804443,10740.0,-0.0245039947330952,10740.0,-0.0761604309082031,10740.0,-0.124402813613415,10740.0,-0.136254414916039
10750.0,-0.212082862854004,10750.0,-0.208059415221214,10750.0,-0.222793772816658,10750.0,-0.110504344105721,10750.0,-0.182270243763924,10750.0,-0.19937963783741,10750.0,-0.134356021881104,10750.0,-0.177199840545654,10750.0,-0.193371877074242,10750.0,-0.110168360173702,10750.0,-0.186293706297874,10750.0,-0.198137477040291,10750.0,-0.199489027261734,10750.0,-0.109715275466442,10750.0,-0.13887158036232,10750.0,-0.147684201598167,10750.0,-0.196043685078621,10750.0,-0.158074855804443,10750.0,-0.0246524810791016,10750.0,-0.0761447921395302,10750.0,-0.124402813613415,10750.0,-0.136254414916039
10760.0,-0.212075039744377,10760.0,-0.208051592111588,10760.0,-0.222793772816658,10760.0,-0.110457420349121,10760.0,-0.182270243763924,10760.0,-0.199371814727783,10760.0,-0.134168431162834,10760.0,-0.177176475524902,10760.0,-0.193356230854988,10760.0,-0.110168360173702,10760.0,-0.186254605650902,10760.0,-0.198114022612572,10760.0,-0.199489027261734,10760.0,-0.109715275466442,10760.0,-0.138879403471947,10760.0,-0.147691920399666,10760.0,-0.196059331297874,10760.0,-0.158082589507103,10760.0,-0.024808693677187,10760.0,-0.0761214271187782,10760.0,-0.124402813613415,10760.0,-0.136246591806412
10770.0,-0.212059408426285,10770.0,-0.208051592111588,10770.0,-0.22278605401516,10770.0,-0.110418416559696,10770.0,-0.182270243763924,10770.0,-0.199363991618156,10770.0,-0.133980944752693,10770.0,-0.177145197987556,10770.0,-0.193348407745361,10770.0,-0.110160544514656,10770.0,-0.186215594410896,10770.0,-0.198098376393318,10770.0,-0.199489027261734,10770.0,-0.109715275466442,10770.0,-0.13887158036232,10770.0,-0.147684201598167,10770.0,-0.196082785725594,10770.0,-0.158082589507103,10770.0,-0.02486333809793,10770.0,-0.0760979652404785,10770.0,-0.124402813613415,10770.0,-0.136230945587158
