t_s,R75,s.1,R77,s.2,R78,s.3,R80,s.4,R81,s.5,R83,s.6,R92,s.7,R98,s.8,R100,s.9,R102,s.10,R105,s.11,R114,s.12,R117,s.13,R120,s.14,R121,s.15,R122,s.16,R124,s.17,R125,s.18,R126,s.19,R127,s.20,R128,s.21,R129
3980.0,-0.0466997846961021,3980.0,-0.0670240819454193,3980.0,-0.0655248537659645,3980.0,-0.0277856532484293,3980.0,-0.0257668923586607,3980.0,-0.0531716868281364,3980.0,-0.0208528134971857,3980.0,-0.0213325023651123,3980.0,-0.035049743950367,3980.0,-0.0230629779398441,3980.0,-0.0489232279360294,3980.0,-0.061364684253931,3980.0,-0.0313895680010319,3980.0,0.012866067700088,3980.0,0.0021980570163577,3980.0,-0.0019746208563447,3980.0,-0.0556107573211193,3980.0,-0.020118435844779,3980.0,-0.0178106110543013,3980.0,0.0306325331330299,3980.0,0.0509904287755489,3980.0,0.0117535591125488
3990.0,-0.0466490015387535,3990.0,-0.0669670477509499,3990.0,-0.0655053183436394,3990.0,-0.0276778414845467,3990.0,-0.0257379859685898,3990.0,-0.0530755892395973,3990.0,-0.0208035949617624,3990.0,-0.0212770365178585,3990.0,-0.0350106805562973,3990.0,-0.0230004787445068,3990.0,-0.0489224530756474,3990.0,-0.0613615587353706,3990.0,-0.0313848815858364,3990.0,0.0129480930045247,3990.0,0.0022214888595044,3990.0,-0.0019668005406856,3990.0,-0.0556232593953609,3990.0,-0.0200293734669685,3990.0,-0.0177457705140114,3990.0,0.030558317899704,3990.0,0.0509310513734818,3990.0,0.01171840634197
4000.0,-0.0465990044176579,4000.0,-0.0669115781784058,4000.0,-0.0654881373047829,4000.0,-0.0275723692029715,4000.0,-0.0257098618894815,4000.0,-0.0529841855168343,4000.0,-0.0207528118044138,4000.0,-0.0212223436683416,4000.0,-0.034970834851265,4000.0,-0.0229411032050848,4000.0,-0.0489201061427593,4000.0,-0.0613545253872871,4000.0,-0.0313786342740059,4000.0,0.0130238812416792,4000.0,0.0022433660924434,4000.0,-0.0019582079257816,4000.0,-0.0556349754333496,4000.0,-0.0199481192976236,4000.0,-0.0178676415234804,4000.0,0.0304817575961351,4000.0,0.0508693307638168,4000.0,0.011684026569128
4010.0,-0.046550564467907,4010.0,-0.0668545514345169,4010.0,-0.0654693841934204,4010.0,-0.0274684615433216,4010.0,-0.0256778337061405,4010.0,-0.0528912134468555,4010.0,-0.0207035914063454,4010.0,-0.0211668778210878,4010.0,-0.0349317751824856,4010.0,-0.0228817258030176,4010.0,-0.048918541520834,4010.0,-0.0613490603864193,4010.0,-0.0313739478588104,4010.0,0.0130973141640425,4010.0,0.002263679401949,4010.0,-0.0019480513874441,4010.0,-0.0556459128856659,4010.0,-0.0198637489229441,4010.0,-0.0177949909120798,4010.0,0.0304075330495834,4010.0,0.0508083999156952,4010.0,0.0116512198001146
4020.0,-0.0465005673468113,4020.0,-0.0668006390333176,4020.0,-0.0654498562216759,4020.0,-0.0273692458868027,4020.0,-0.0256504863500595,4020.0,-0.0527974627912045,4020.0,-0.0206559374928474,4020.0,-0.0211176574230194,4020.0,-0.0348927117884159,4020.0,-0.0228254739195108,4020.0,-0.048918541520834,4020.0,-0.0613467171788216,4020.0,-0.0313716009259224,4020.0,0.0131715387105942,4020.0,0.00228633871302,4020.0,-0.00193945877254,4020.0,-0.0556599758565426,4020.0,-0.0197871867567301,4020.0,-0.0177895165979862,4020.0,0.0303301904350519,4020.0,0.0507451146841049,4020.0,0.0116207497194409
4030.0,-0.0464560352265835,4030.0,-0.0667506381869316,4030.0,-0.0654334500432014,4030.0,-0.0272731482982635,4030.0,-0.0256239268928766,4030.0,-0.0527068413794041,4030.0,-0.0206106267869473,4030.0,-0.0210668742656708,4030.0,-0.0348606780171394,4030.0,-0.0227731317281723,4030.0,-0.0489201061427593,4030.0,-0.0613451525568962,4030.0,-0.0313708186149597,4030.0,0.0132418442517519,4030.0,0.0023050880990922,4030.0,-0.0019324301974847,4030.0,-0.0556732565164566,4030.0,-0.019706716760993,4030.0,-0.0179028026759624,4030.0,0.0302536282688379,4030.0,0.050681047141552,4030.0,0.0115894982591271
4040.0,-0.0464099384844303,4040.0,-0.0666990801692009,4040.0,-0.0654139220714569,4040.0,-0.0271770562976599,4040.0,-0.0255965795367956,4040.0,-0.0526154302060604,4040.0,-0.0205621905624866,4040.0,-0.0210106279700994,4040.0,-0.0348200537264347,4040.0,-0.0227207895368338,4040.0,-0.048918541520834,4040.0,-0.0613420270383358,4040.0,-0.0313684791326523,4040.0,0.01331059448421,4040.0,0.0023269653320312,4040.0,-0.001923055620864,4040.0,-0.0556873232126236,4040.0,-0.0196324922144413,4040.0,-0.0181621741503477,4040.0,0.0301786325871944,4040.0,0.050618551671505,4040.0,0.0115613741800189
4050.0,-0.0463646240532398,4050.0,-0.0666498616337776,4050.0,-0.0653959512710571,4050.0,-0.0270825233310461,4050.0,-0.02557079680264,4050.0,-0.0525287128984928,4050.0,-0.0205145254731178,4050.0,-0.0209629721939564,4050.0,-0.0347786471247673,4050.0,-0.0226700063794851,4050.0,-0.0489193238317966,4050.0,-0.0613412447273731,4050.0,-0.0313692577183247,4050.0,0.0133770080283284,4050.0,0.0023457144852727,4050.0,-0.0019152449676767,4050.0,-0.0556959137320518,4050.0,-0.0195559300482273,4050.0,-0.0182199850678444,4050.0,0.0301036257296801,4050.0,0.0505552664399147,4050.0,0.0115355867892504
4060.0,-0.0463185347616673,4060.0,-0.066599078476429,4060.0,-0.0653779804706573,4060.0,-0.0269879903644323,4060.0,-0.0255426727235317,4060.0,-0.0524412132799625,4060.0,-0.0204660892486572,4060.0,-0.0209051612764597,4060.0,-0.034741148352623,4060.0,-0.0226215682923794,4060.0,-0.0489201061427593,4060.0,-0.061338122934103,4060.0,-0.0313684791326523,4060.0,0.0134402848780155,4060.0,0.0023652457166463,4060.0,-0.0019066429231315,4060.0,-0.0557045079767704,4060.0,-0.0194801520556211,4060.0,-0.0179317090660334,4060.0,0.0300255008041859,4060.0,0.0504880808293819,4060.0,0.0115090273320675
4070.0,-0.0462747849524021,4070.0,-0.0665482953190804,4070.0,-0.0653600096702576,4070.0,-0.0268973670899868,4070.0,-0.0255184546113014,4070.0,-0.0523568391799927,4070.0,-0.0204184334725142,4070.0,-0.020852031186223,4070.0,-0.0347036458551884,4070.0,-0.0225715674459934,4070.0,-0.048920888453722,4070.0,-0.0613349936902523,4070.0,-0.0313669145107269,4070.0,0.0135066891089082,4070.0,0.0023855590261519,4070.0,-0.0018949317745864,4070.0,-0.0557138808071613,4070.0,-0.0194035898894072,4070.0,-0.0180520247668028,4070.0,0.0299551952630281,4070.0,0.0504263564944267,4070.0,0.0114902779459953
4080.0,-0.0462302528321743,4080.0,-0.0664998590946198,4080.0,-0.0653436109423637,4080.0,-0.026809087023139,4080.0,-0.0254926718771458,4080.0,-0.0522740259766579,4080.0,-0.0203699972480536,4080.0,-0.0207981299608946,4080.0,-0.0346614606678486,4080.0,-0.022524693980813,4080.0,-0.0489240102469921,4080.0,-0.0613334365189075,4080.0,-0.0313676968216896,4080.0,0.0135684106498957,4080.0,0.0024058723356574,4080.0,-0.0018847751198336,4080.0,-0.0557045079767704,4080.0,-0.0193121805787086,4080.0,-0.0180746745318174,4080.0,0.0298926923424006,4080.0,0.0503716729581356,4080.0,0.0114785572513938
4090.0,-0.0461857207119465,4090.0,-0.0664514228701591,4090.0,-0.0653303191065788,4090.0,-0.0267239287495613,4090.0,-0.0254700183868408,4090.0,-0.0521935559809208,4090.0,-0.0203231237828732,4090.0,-0.0207465644925833,4090.0,-0.0346216149628162,4090.0,-0.0224762577563524,4090.0,-0.048920888453722,4090.0,-0.0613279677927494,4090.0,-0.0313669145107269,4090.0,0.0136285685002804,4090.0,0.002426957944408,4090.0,-0.0018746184650808,4090.0,-0.0556966960430145,4090.0,-0.0192309282720089,4090.0,-0.018287181854248,4090.0,0.0298278518021107,4090.0,0.0503138639032841,4090.0,0.0114644998684525
4100.0,-0.0461443141102791,4100.0,-0.0664029866456985,4100.0,-0.0653154850006104,4100.0,-0.0266395509243011,4100.0,-0.0254450179636478,4100.0,-0.0521123073995113,4100.0,-0.0202762503176928,4100.0,-0.0206942167133093,4100.0,-0.0345802046358585,4100.0,-0.0224301610141993,4100.0,-0.0489177629351616,4100.0,-0.0613217167556286,4100.0,-0.0313661321997643,4100.0,0.0136895077303052,4100.0,0.0024496172554791,4100.0,-0.0018628978868946,4100.0,-0.0556927844882011,4100.0,-0.0191543661057949,4100.0,-0.018470773473382,4100.0,0.0297598745673895,4100.0,0.0502521395683289,4100.0,0.0114488694816828
4110.0,-0.046102125197649,4110.0,-0.06635532528162,4110.0,-0.065302200615406,4110.0,-0.0265583023428917,4110.0,-0.0254231449216604,4110.0,-0.0520365238189697,4110.0,-0.0202317144721746,4110.0,-0.0206442158669233,4110.0,-0.0345442704856396,4110.0,-0.0223864167928696,4110.0,-0.0489162020385265,4110.0,-0.0613178089261055,4110.0,-0.0313653498888016,4110.0,0.013744973577559,4110.0,0.0024668024852871,4110.0,-0.0018535231938585,4110.0,-0.0556880980730057,4110.0,-0.0190848354250193,4110.0,-0.0185762401670218,4110.0,0.0296903513371944,4110.0,0.0501888655126095,4110.0,0.0114332484081388
4120.0,-0.0460630655288696,4120.0,-0.0663123577833176,4120.0,-0.0652889162302017,4120.0,-0.0264786146581173,4120.0,-0.0254020486027002,4120.0,-0.0519623011350632,4120.0,-0.0201887506991625,4120.0,-0.0205949973315001,4120.0,-0.0345036461949348,4120.0,-0.022342661395669,4120.0,-0.0489169843494892,4120.0,-0.06131312251091,4120.0,-0.0313661321997643,4120.0,0.0138020031154156,4120.0,0.0024871157947927,4120.0,-0.0018433665391057,4120.0,-0.0556841939687729,4120.0,-0.0190129652619362,4120.0,-0.0187043659389019,4120.0,0.0296208187937737,4120.0,0.0501247979700565,4120.0,0.0114191817119718
4130.0,-0.0460240021348,4130.0,-0.0662693902850151,4130.0,-0.0652795359492302,4130.0,-0.0264051761478186,4130.0,-0.0253817364573479,4130.0,-0.0518912114202976,4130.0,-0.0201442148536444,4130.0,-0.0205457769334316,4130.0,-0.0344614610075951,4130.0,-0.0222989078611135,4130.0,-0.0489138551056385,4130.0,-0.0613053068518639,4130.0,-0.0313653498888016,4130.0,0.0138598149642348,4130.0,0.0025074291042983,4130.0,-0.0018300819210708,4130.0,-0.055674035102129,4130.0,-0.0189410876482725,4130.0,-0.0186973381787539,4130.0,0.0295551866292953,4130.0,0.050066202878952,4130.0,0.0114082433283329
4140.0,-0.0459810346364975,4140.0,-0.0662209466099739,4140.0,-0.0652631372213364,4140.0,-0.026327833533287,4140.0,-0.0253559537231922,4140.0,-0.051815427839756,4140.0,-0.0200965590775013,4140.0,-0.0204926580190659,4140.0,-0.0344216153025627,4140.0,-0.0222543813288212,4140.0,-0.0489138551056385,4140.0,-0.0613021850585938,4140.0,-0.0313669145107269,4140.0,0.0139129441231489,4140.0,0.0025253961794078,4140.0,-0.0018207072280347,4140.0,-0.0556662268936634,4140.0,-0.0188699904829264,4140.0,-0.0186285879462957,4140.0,0.0294887814670801,4140.0,0.050003707408905,4140.0,0.0113965319469571
4150.0,-0.0459474362432957,4150.0,-0.0661803260445595,4150.0,-0.0652529820799828,4150.0,-0.0262575186789036,4150.0,-0.0253356397151947,4150.0,-0.0517443343997002,4150.0,-0.0200551506131887,4150.0,-0.0204450022429228,4150.0,-0.0343872383236885,4150.0,-0.0222129728645086,4150.0,-0.0489122942090034,4150.0,-0.0612982772290707,4150.0,-0.0313692577183247,4150.0,0.0139645095914602,4150.0,0.0025410270318388,4150.0,-0.0018105506896972,4150.0,-0.0556560680270195,4150.0,-0.0187988951802254,4150.0,-0.0187246799468994,4150.0,0.0294215958565474,4150.0,0.0499419867992401,4150.0,0.0113848112523556
4160.0,-0.0459068156778812,4160.0,-0.0661381408572197,4160.0,-0.0652412623167038,4160.0,-0.0261887684464455,4160.0,-0.025316109880805,4160.0,-0.0516748018562794,4160.0,-0.0200114063918591,4160.0,-0.0203965567052364,4160.0,-0.0343419276177883,4160.0,-0.0221715644001961,4160.0,-0.0489443242549896,4160.0,-0.0612943731248379,4160.0,-0.0313708186149597,4160.0,0.0140137290582061,4160.0,0.0025566481053829,4160.0,-0.0017996119568124,4160.0,-0.0556404441595078,4160.0,-0.0187254622578621,4160.0,-0.0188356209546328,4160.0,0.0293583106249571,4160.0,0.0498833917081356,4160.0,0.0113754365593195
4170.0,-0.045872438699007,4170.0,-0.0660998597741127,4170.0,-0.0652326643466949,4170.0,-0.0261239279061556,4170.0,-0.0252973604947329,4170.0,-0.051610741764307,4170.0,-0.0199723429977894,4170.0,-0.0203528106212616,4170.0,-0.0343036465346813,4170.0,-0.0221278183162212,4170.0,-0.0489115118980408,4170.0,-0.0612881220877171,4170.0,-0.0313716009259224,4170.0,0.014063729904592,4170.0,0.0025761793367564,4170.0,-0.0017894554184749,4170.0,-0.0556255988776684,4170.0,-0.0186543650925159,4170.0,-0.0190168656408787,4170.0,0.0292958151549101,4170.0,0.0498240180313587,4170.0,0.0113676255568862
4180.0,-0.0458341576159,4180.0,-0.0660600140690804,4180.0,-0.0652217268943787,4180.0,-0.0260567367076874,4180.0,-0.0252786111086607,4180.0,-0.0515443347394466,4180.0,-0.0199293699115515,4180.0,-0.020304374396801,4180.0,-0.0342583321034908,4180.0,-0.0220840647816658,4180.0,-0.0489044785499573,4180.0,-0.0612810887396336,4180.0,-0.0313723832368851,4180.0,0.0141121670603752,4180.0,0.0025933741126209,4180.0,-0.0017769621917977,4180.0,-0.0556052848696709,4180.0,-0.0185778047889471,4180.0,-0.0190637391060591,4180.0,0.0292372219264507,4180.0,0.0497677698731422,4180.0,0.0113629335537553
4190.0,-0.0457966551184654,4190.0,-0.0660178288817406,4190.0,-0.0652107894420624,4190.0,-0.02599111571908,4190.0,-0.0252559557557106,4190.0,-0.0514771454036236,4190.0,-0.0198864080011845,4190.0,-0.020254373550415,4190.0,-0.0342169292271137,4190.0,-0.0220418833196163,4190.0,-0.0489005744457245,4190.0,-0.061274841427803,4190.0,-0.0313747264444828,4190.0,0.0141574759036303,4190.0,0.0026121234986931,4190.0,-0.0017668056534603,4190.0,-0.0555841960012913,4190.0,-0.0185020249336958,4190.0,-0.0191340539604425,4190.0,0.0291762817651033,4190.0,0.0497099570930004,4190.0,0.0113566871732473
4200.0,-0.0457622818648815,4200.0,-0.0659787654876709,4200.0,-0.0652006343007088,4200.0,-0.0259309578686953,4200.0,-0.0252379849553108,4200.0,-0.0514169931411743,4200.0,-0.0198481176048517,4200.0,-0.0202082823961973,4200.0,-0.0341747365891933,4200.0,-0.0219989102333784,4200.0,-0.0488974526524544,4200.0,-0.0612685903906822,4200.0,-0.0313762910664082,4200.0,0.0142051307484508,4200.0,0.0026293087285012,4200.0,-0.0017574309604242,4200.0,-0.0555646643042564,4200.0,-0.0184317100793123,4200.0,-0.0191567130386829,4200.0,0.0291145611554384,4200.0,0.049652136862278,4200.0,0.0113512128591537
4210.0,-0.0457302518188953,4210.0,-0.0659428313374519,4210.0,-0.0651920363306999,4210.0,-0.0258708000183105,4210.0,-0.025218453258276,4210.0,-0.0513560511171818,4210.0,-0.0198090542107821,4210.0,-0.0201621819287539,4210.0,-0.0341333337128162,4210.0,-0.0219582840800285,4210.0,-0.0488966703414917,4210.0,-0.0612654685974121,4210.0,-0.0313786342740059,4210.0,0.014233254827559,4210.0,0.0026433658786118,4210.0,-0.0017472743056714,4210.0,-0.0555466935038567,4210.0,-0.0183645244687796,4210.0,-0.0192567147314548,4210.0,0.0290536303073168,4210.0,0.049591988325119,4210.0,0.0113441841676831
4220.0,-0.0456958748400211,4220.0,-0.065905325114727,4220.0,-0.0651811063289642,4220.0,-0.0258129872381687,4220.0,-0.0252020489424467,4220.0,-0.0512958951294422,4220.0,-0.0197692103683949,4220.0,-0.0201168730854988,4220.0,-0.0340911410748959,4220.0,-0.0219121929258108,4220.0,-0.0488912016153336,4220.0,-0.0612592175602913,4220.0,-0.0313778519630432,4220.0,0.0142527865245938,4220.0,0.0026621150318533,4220.0,-0.0017371177673339,4220.0,-0.0555263794958591,4220.0,-0.0182973388582468,4220.0,-0.0192168708890676,4220.0,0.0289926901459694,4220.0,0.0495333932340145,4220.0,0.0113371564075351
4230.0,-0.0456630662083626,4230.0,-0.06586704403162,4230.0,-0.0651717260479927,4230.0,-0.025755176320672,4230.0,-0.025180172175169,4230.0,-0.0512365251779556,4230.0,-0.0197285935282707,4230.0,-0.0200707819312811,4230.0,-0.0340481735765934,4230.0,-0.0218700021505356,4230.0,-0.0488888546824455,4230.0,-0.0612514019012451,4230.0,-0.0313809774816036,4230.0,0.0142723172903061,4230.0,0.0026777456514537,4230.0,-0.0017269611125811,4230.0,-0.055507630109787,4230.0,-0.0182340517640114,4230.0,-0.0194481182843447,4230.0,0.0289301872253418,4230.0,0.0494732372462749,4230.0,0.0113316820934415
4240.0,-0.0456294678151608,4240.0,-0.0658318921923637,4240.0,-0.0651623532176018,4240.0,-0.0257004871964455,4240.0,-0.0251598581671715,4240.0,-0.0511779263615608,4240.0,-0.0196879673749208,4240.0,-0.0200270265340805,4240.0,-0.0340028628706932,4240.0,-0.021828593686223,4240.0,-0.0488833896815777,4240.0,-0.0612428076565266,4240.0,-0.0313809774816036,4240.0,0.0142934126779437,4240.0,0.0026957129593938,4240.0,-0.0017160224961116,4240.0,-0.0554865337908268,4240.0,-0.0181653015315533,4240.0,-0.0194809343665838,4240.0,0.0288739390671253,4240.0,0.0494169779121876,4240.0,0.0113269994035363
4250.0,-0.0455927513539791,4250.0,-0.065790481865406,4250.0,-0.0651490762829781,4250.0,-0.0256418939679861,4250.0,-0.0251379869878292,4250.0,-0.0511138662695885,4250.0,-0.0196457765996456,4250.0,-0.0199754610657692,4250.0,-0.0339544229209423,4250.0,-0.0217848494648933,4250.0,-0.048880260437727,4250.0,-0.0612349957227707,4250.0,-0.031382542103529,4250.0,0.0143129443749785,4250.0,0.0027144621126353,4250.0,-0.0017074298812076,4250.0,-0.0554599761962891,4250.0,-0.0180973336100578,4250.0,-0.0195504669100046,4250.0,0.0288161262869835,4250.0,0.0493607334792614,4250.0,0.0113262170925736
4260.0,-0.0455599389970303,4260.0,-0.0657545477151871,4260.0,-0.0651412606239319,4260.0,-0.0255911108106375,4260.0,-0.025120796635747,4260.0,-0.0510583966970444,4260.0,-0.0196074955165386,4260.0,-0.0199293699115515,4260.0,-0.0339145809412003,4260.0,-0.021745003759861,4260.0,-0.0488794781267643,4260.0,-0.0612303093075752,4260.0,-0.0313880108296871,4260.0,0.0143254464492202,4260.0,0.0027316473424434,4260.0,-0.0016988372663036,4260.0,-0.0554357580840588,4260.0,-0.0180285833775997,4260.0,-0.0196028035134077,4260.0,0.0287598706781864,4260.0,0.0493037030100822,4260.0,0.0113230897113681
4270.0,-0.0455263406038284,4270.0,-0.0657170489430428,4270.0,-0.0651311054825783,4270.0,-0.0255379863083363,4270.0,-0.0251043941825628,4270.0,-0.0510005839169025,4270.0,-0.0195668693631887,4270.0,-0.0198840610682964,4270.0,-0.0338770821690559,4270.0,-0.0217035952955484,4270.0,-0.0488755740225315,4270.0,-0.0612232759594917,4270.0,-0.0313919149339199,4270.0,0.0143395038321614,4270.0,0.0027480602730065,4270.0,-0.0016902446513995,4270.0,-0.0554130971431732,4270.0,-0.017966078594327,4270.0,-0.0197903048247099,4270.0,0.0287012755870819,4270.0,0.0492443256080151,4270.0,0.0113191790878773
4280.0,-0.0454927496612072,4280.0,-0.0656795427203178,4280.0,-0.0651209503412247,4280.0,-0.025488767772913,4280.0,-0.0250817332416773,4280.0,-0.0509451143443584,4280.0,-0.0195278059691191,4280.0,-0.0198356248438358,4280.0,-0.0338372364640236,4280.0,-0.0216614045202732,4280.0,-0.0488740094006062,4280.0,-0.0612154677510262,4280.0,-0.0313950404524803,4280.0,0.0143543528392911,4280.0,0.0027644634246826,4280.0,-0.0016832065302878,4280.0,-0.0553943477571011,4280.0,-0.0179067030549049,4280.0,-0.0198207758367062,4280.0,0.0286442469805479,4280.0,0.0491880774497986,4280.0,0.0113160610198975
4290.0,-0.0454591549932957,4290.0,-0.0656436011195183,4290.0,-0.0651131346821785,4290.0,-0.0254411119967699,4290.0,-0.0250676721334457,4290.0,-0.0508935488760471,4290.0,-0.0194879621267319,4290.0,-0.0197895243763924,4290.0,-0.0337997376918793,4290.0,-0.0216200053691864,4290.0,-0.0488732345402241,4290.0,-0.0612099952995777,4290.0,-0.0313989445567131,4290.0,0.0143691916018724,4290.0,0.0027785301208496,4290.0,-0.0016761779552325,4290.0,-0.0553709119558334,4290.0,-0.0178473368287086,4290.0,-0.0198246855288744,4290.0,0.0285856518894434,4290.0,0.0491287037730217,4290.0,0.0113121503964067
4300.0,-0.0454271249473095,4300.0,-0.0656076669692993,4300.0,-0.065106101334095,4300.0,-0.0253918934613466,4300.0,-0.0250520464032888,4300.0,-0.0508435517549515,4300.0,-0.0194504633545876,4300.0,-0.0197465606033802,4300.0,-0.03376379981637,4300.0,-0.0215809438377619,4300.0,-0.0488724522292614,4300.0,-0.0612021796405315,4300.0,-0.0314028523862362,4300.0,0.0143856042996049,4300.0,0.0027925872709602,4300.0,-0.0016699313418939,4300.0,-0.0553505979478359,4300.0,-0.0177856162190437,4300.0,-0.0198512449860573,4300.0,0.0285286232829094,4300.0,0.0490716733038425,4300.0,0.0113105867058039
4310.0,-0.0453966557979584,4310.0,-0.0655740723013878,4310.0,-0.0650982931256294,4310.0,-0.0253450144082308,4310.0,-0.0250332970172167,4310.0,-0.0507951155304909,4310.0,-0.0194137468934059,4310.0,-0.0197020247578621,4310.0,-0.0337270759046078,4310.0,-0.0215418804436922,4310.0,-0.048866979777813,4310.0,-0.0611904673278332,4310.0,-0.0314036309719086,4310.0,0.0144012253731489,4310.0,0.0028066539671272,4310.0,-0.0016621112590655,4310.0,-0.0553287267684937,4310.0,-0.0177278034389019,4310.0,-0.0197137445211411,4310.0,0.0284708105027676,4310.0,0.0490122959017754,4310.0,0.0113059040158987
4320.0,-0.0453677512705326,4320.0,-0.0655420422554016,4320.0,-0.0650935992598534,4320.0,-0.0253004878759384,4320.0,-0.0250176712870598,4320.0,-0.050748236477375,4320.0,-0.0193770211189985,4320.0,-0.0196598432958126,4320.0,-0.0336911417543888,4320.0,-0.0215051546692848,4320.0,-0.0488646365702152,4320.0,-0.0611787438392639,4320.0,-0.0314067602157593,4320.0,0.0144160743802786,4320.0,0.0028214931953698,4320.0,-0.0016550826840102,4320.0,-0.0553123168647289,4320.0,-0.0176738929003477,4320.0,-0.019666088744998,4320.0,0.0284114349633455,4320.0,0.0489537045359612,4320.0,0.0113027757033706
4330.0,-0.0453388430178165,4330.0,-0.0655092298984528,4330.0,-0.0650865733623505,4330.0,-0.0252559557557106,4330.0,-0.0250012669712305,4330.0,-0.0506990179419518,4330.0,-0.0193403046578169,4330.0,-0.0196176525205374,4330.0,-0.0336536392569542,4330.0,-0.0214645378291607,4330.0,-0.0488622933626175,4330.0,-0.0611709356307983,4330.0,-0.0314106643199921,4330.0,0.0144316954538226,4330.0,0.0028363417368382,4330.0,-0.0016464900691062,4330.0,-0.0552966929972172,4330.0,-0.0176215544342995,4330.0,-0.0197676550596952,4330.0,0.0283520594239235,4330.0,0.0488927625119686,4330.0,0.0112973116338253
4340.0,-0.0453075915575027,4340.0,-0.0654756352305412,4340.0,-0.0650787651538849,4340.0,-0.0252114236354828,4340.0,-0.0249856412410736,4340.0,-0.0506505817174911,4340.0,-0.0193035881966352,4340.0,-0.0195746794342995,4340.0,-0.0336184874176979,4340.0,-0.0214246939867735,4340.0,-0.0488599464297295,4340.0,-0.0611615590751171,4340.0,-0.0314153507351875,4340.0,0.0144449798390269,4340.0,0.0028480624314397,4340.0,-0.0016417979495599,4340.0,-0.0552810654044151,4340.0,-0.0175699889659882,4340.0,-0.0198340602219105,4340.0,0.0282919015735388,4340.0,0.048832606524229,4340.0,0.0112918373197317
4350.0,-0.045278687030077,4350.0,-0.0654404833912849,4350.0,-0.065070167183876,4350.0,-0.0251676738262177,4350.0,-0.0249684527516365,4350.0,-0.0506037063896656,4350.0,-0.0192668717354536,4350.0,-0.0195293705910444,4350.0,-0.033584114164114,4350.0,-0.0213832855224609,4350.0,-0.0488544777035713,4350.0,-0.0611521862447262,4350.0,-0.0314169153571129,4350.0,0.0144621655344963,4350.0,0.0028605556581169,4350.0,-0.0016347693745046,4350.0,-0.055262316018343,4350.0,-0.017516078427434,4350.0,-0.0198637489229441,4350.0,0.028236435726285,4350.0,0.0487747937440872,4350.0,0.0112902736291289
4360.0,-0.0452466532588005,4360.0,-0.0654068812727928,4360.0,-0.0650607943534851,4360.0,-0.0251270476728678,4360.0,-0.0249504838138819,4360.0,-0.0505537055432796,4360.0,-0.0192278102040291,4360.0,-0.019482497125864,4360.0,-0.0335512980818748,4360.0,-0.0213450044393539,4360.0,-0.0488521382212639,4360.0,-0.0611435882747173,4360.0,-0.0314231626689434,4360.0,0.0144770042970777,4360.0,0.0028714942745864,4360.0,-0.0016285228775814,4360.0,-0.0552427843213081,4360.0,-0.0174621772021055,4360.0,-0.0199965573847294,4360.0,0.028179407119751,4360.0,0.0487169809639454,4360.0,0.0112879369407892
4370.0,-0.0452185273170471,4370.0,-0.0653771981596947,4370.0,-0.065056100487709,4370.0,-0.0250872038304806,4370.0,-0.0249364227056503,4370.0,-0.0505107380449772,4370.0,-0.0191934294998646,4370.0,-0.0194403063505888,4370.0,-0.033518485724926,4370.0,-0.0213051605969667,4370.0,-0.0488497912883759,4370.0,-0.0611365586519241,4370.0,-0.0314278565347195,4370.0,0.0144941993057728,4370.0,0.0028832149691879,4370.0,-0.0016230487963184,4370.0,-0.055224034935236,4370.0,-0.017405929043889,4370.0,-0.0199832823127508,4370.0,0.0281262770295143,4370.0,0.048661507666111,4370.0,0.0112887192517519
4380.0,-0.0451888404786587,4380.0,-0.0653436109423637,4380.0,-0.0650498569011688,4380.0,-0.0250465776771307,4380.0,-0.0249215792864561,4380.0,-0.0504646450281143,4380.0,-0.0191598404198885,4380.0,-0.0193965528160334,4380.0,-0.0334848910570145,4380.0,-0.0212645344436169,4380.0,-0.048844326287508,4380.0,-0.0611256211996078,4380.0,-0.0314325429499149,4380.0,0.0145098203793168,4380.0,0.0028910255059599,4380.0,-0.0016191481845453,4380.0,-0.0552052855491638,4380.0,-0.0173512361943722,4380.0,-0.0200176518410444,4380.0,0.0280708111822605,4380.0,0.0486044771969318,4380.0,0.0112879369407892
4390.0,-0.0451607182621956,4390.0,-0.0653123557567596,4390.0,-0.0650428235530853,4390.0,-0.0250090789049864,4390.0,-0.0249075163155794,4390.0,-0.0504232347011566,4390.0,-0.0191270243376493,4390.0,-0.0193543713539839,4390.0,-0.0334513001143932,4390.0,-0.0212239064276218,4390.0,-0.0488380752503872,4390.0,-0.0611162446439266,4390.0,-0.0314372293651104,4390.0,0.014528569765389,4390.0,0.002900400198996,4390.0,-0.0016144561814144,4390.0,-0.0551865361630917,4390.0,-0.0173004530370235,4390.0,-0.0201379675418139,4390.0,0.028017682954669,4390.0,0.0485513582825661,4390.0,0.0112894913181663
