t_s,R75,51,R77,53,R78,55,R80,57,R81,59,R83,61,R92,63,R98,65,R102,67,R103,69,R104,71,R105,73,R106,75,R99,77,R100,79,R101,81,R116,83,R117,85,R118,87,R119,89,R120,91,R121,93,R122,95,R123
8170,-0.0937108993530273,8170,-0.0903520584106445,8170,-0.0592584609985352,8170,-0.128555297851562,8170,-0.0740232467651367,8170,-0.0937108993530273,8170,-0.101445198059082,8170,-0.0862112045288086,8170,-0.0466012954711914,8170,-0.0276174545288086,8170,-0.0308208465576172,8170,-0.0613670349121094,8170,-0.0460548400878906,8170,-6.40193843841553,8170,-0.091914176940918,8170,-6.87272167205811,8170,-0.0366802215576172,8170,-9.08179187774658,8170,-0.0231637954711914,8170,-0.0404300689697266,8170,-0.101211547851562,8170,-0.0394926071166992,8170,-0.0848045349121094,8170,-0.0410547256469727
8180,-0.0937108993530273,8180,-0.0903520584106445,8180,-0.0589456558227539,8180,-0.128555297851562,8180,-0.0739459991455078,8180,-0.0937108993530273,8180,-0.101445198059082,8180,-0.0862112045288086,8180,-0.0466012954711914,8180,-0.0276174545288086,8180,-0.0308208465576172,8180,-0.0613670349121094,8180,-0.0462894439697266,8180,-6.39732885360718,8180,-0.091914176940918,8180,-6.86662769317627,8180,-0.0366020202636719,8180,-9.07679176330566,8180,-0.0231637954711914,8180,-0.0403518676757812,8180,-0.101133346557617,8180,-0.0394144058227539,8180,-0.0848045349121094,8180,-0.0409765243530273
8190,-0.093632698059082,8190,-0.0903520584106445,8190,-0.0585546493530273,8190,-0.128555297851562,8190,-0.0739459991455078,8190,-0.0937108993530273,8190,-0.101445198059082,8190,-0.0862112045288086,8190,-0.0465240478515625,8190,-0.0275392532348633,8190,-0.0308980941772461,8190,-0.0612888336181641,8190,-0.0461330413818359,8190,-6.3964695930481,8190,-0.091914176940918,8190,-6.86451816558838,8190,-0.0364456176757812,8190,-9.07054233551025,8190,-0.0231637954711914,8190,-0.0403518676757812,8190,-0.101055145263672,8190,-0.0393362045288086,8190,-0.0848045349121094,8190,-0.0409765243530273
8200,-0.093632698059082,8200,-0.0903520584106445,8200,-0.0583200454711914,8200,-0.128633499145508,8200,-0.0739459991455078,8200,-0.0937108993530273,8200,-0.101445198059082,8200,-0.0862112045288086,8200,-0.0465240478515625,8200,-0.0275392532348633,8200,-0.0308980941772461,8200,-0.0612115859985352,8200,-0.0462894439697266,8200,-6.39701652526855,8200,-0.0918359756469727,8200,-6.86217451095581,8200,-0.0362892150878906,8200,-9.0589017868042,8200,-0.0231637954711914,8200,-0.0402736663818359,8200,-0.101055145263672,8200,-0.0392580032348633,8200,-0.0848045349121094,8200,-0.040898323059082
8210,-0.0935554504394531,8210,-0.0903520584106445,8210,-0.0580081939697266,8210,-0.128633499145508,8210,-0.0738677978515625,8210,-0.0937108993530273,8210,-0.101367950439453,8210,-0.0862112045288086,8210,-0.0465240478515625,8210,-0.0275392532348633,8210,-0.0308208465576172,8210,-0.0612115859985352,8210,-0.0462112426757812,8210,-6.39623546600342,8210,-0.0918359756469727,8210,-6.85904932022095,8210,-0.0361328125,8210,-9.05843257904053,8210,-0.0231637954711914,8210,-0.0401954650878906,8210,-0.100976943969727,8210,-0.0392580032348633,8210,-0.0847272872924805,8210,-0.040898323059082
8220,-0.0935554504394531,8220,-0.0903520584106445,8220,-0.0576953887939453,8220,-0.128633499145508,8220,-0.0738677978515625,8220,-0.0937108993530273,8220,-0.101367950439453,8220,-0.0862112045288086,8220,-0.0464458465576172,8220,-0.0275392532348633,8220,-0.0307426452636719,8220,-0.0611333847045898,8220,-0.0464458465576172,8220,-6.39529800415039,8220,-0.0918359756469727,8220,-6.85514307022095,8220,-0.0359764099121094,8220,-9.06522941589355,8220,-0.0231637954711914,8220,-0.0401172637939453,8220,-0.100898742675781,8220,-0.039179801940918,8220,-0.0847272872924805,8220,-0.0408201217651367
8230,-0.0935554504394531,8230,-0.0903520584106445,8230,-0.0573825836181641,8230,-0.128711700439453,8230,-0.0738677978515625,8230,-0.0937108993530273,8230,-0.101367950439453,8230,-0.0862112045288086,8230,-0.0464458465576172,8230,-0.027461051940918,8230,-0.0307426452636719,8230,-0.0611333847045898,8230,-0.0463676452636719,8230,-6.3945164680481,8230,-0.0918359756469727,8230,-6.85115909576416,8230,-0.0358200073242188,8230,-9.07538604736328,8230,-0.0231637954711914,8230,-0.0401172637939453,8230,-0.100898742675781,8230,-0.039179801940918,8230,-0.0847272872924805,8230,-0.0408201217651367
8240,-0.0935554504394531,8240,-0.0903520584106445,8240,-0.0570707321166992,8240,-0.128711700439453,8240,-0.0738677978515625,8240,-0.0937108993530273,8240,-0.101367950439453,8240,-0.0862112045288086,8240,-0.0463676452636719,8240,-0.027461051940918,8240,-0.0306644439697266,8240,-0.0611333847045898,8240,-0.0460548400878906,8240,-6.39725112915039,8240,-0.0918359756469727,8240,-6.84975242614746,8240,-0.0356645584106445,8240,-9.07343292236328,8240,-0.0231637954711914,8240,-0.0400390625,8240,-0.100820541381836,8240,-0.0391016006469727,8240,-0.0847272872924805,8240,-0.0407419204711914
8250,-0.0934772491455078,8250,-0.0903520584106445,8250,-0.056757926940918,8250,-0.128711700439453,8250,-0.0738677978515625,8250,-0.0937891006469727,8250,-0.101367950439453,8250,-0.0862894058227539,8250,-0.0463676452636719,8250,-0.027461051940918,8250,-0.0306644439697266,8250,-0.0610551834106445,8250,-0.0461330413818359,8250,-6.40178203582764,8250,-0.0918359756469727,8250,-6.84936189651489,8250,-0.0355081558227539,8250,-9.05835437774658,8250,-0.0231637954711914,8250,-0.0399608612060547,8250,-0.100742340087891,8250,-0.0390233993530273,8250,-0.0847272872924805,8250,-0.0406637191772461
8260,-0.0934772491455078,8260,-0.0903520584106445,8260,-0.056523323059082,8260,-0.128789901733398,8260,-0.0737895965576172,8260,-0.0937891006469727,8260,-0.101367950439453,8260,-0.0862894058227539,8260,-0.0463676452636719,8260,-0.027461051940918,8260,-0.0306644439697266,8260,-0.0610551834106445,8260,-0.0457420349121094,8260,-6.40584468841553,8260,-0.0918359756469727,8260,-6.84779930114746,8260,-0.0353517532348633,8260,-9.06108856201172,8260,-0.0231637954711914,8260,-0.0399608612060547,8260,-0.100742340087891,8260,-0.0390233993530273,8260,-0.0847272872924805,8260,-0.0406637191772461
8270,-0.0934772491455078,8270,-0.0902738571166992,8270,-0.0562114715576172,8270,-0.128789901733398,8270,-0.0737895965576172,8270,-0.0937891006469727,8270,-0.101367950439453,8270,-0.0862894058227539,8270,-0.0462894439697266,8270,-0.027461051940918,8270,-0.0306644439697266,8270,-0.0609769821166992,8270,-0.0458984375,8270,-6.40889167785645,8270,-0.0918359756469727,8270,-6.84686183929443,8270,-0.0351953506469727,8270,-9.0784330368042,8270,-0.0231637954711914,8270,-0.0398826599121094,8270,-0.100664138793945,8270,-0.038945198059082,8270,-0.0846490859985352,8270,-0.0405864715576172
8280,-0.0934772491455078,8280,-0.0902738571166992,8280,-0.0559768676757812,8280,-0.128789901733398,8280,-0.0737895965576172,8280,-0.0937891006469727,8280,-0.101367950439453,8280,-0.0862894058227539,8280,-0.0462894439697266,8280,-0.0273828506469727,8280,-0.0307426452636719,8280,-0.0609769821166992,8280,-0.0455083847045898,8280,-6.41287612915039,8280,-0.0918359756469727,8280,-6.84772109985352,8280,-0.0351171493530273,8280,-9.0628080368042,8280,-0.0231637954711914,8280,-0.0398044586181641,8280,-0.100664138793945,8280,-0.038945198059082,8280,-0.0846490859985352,8280,-0.0405864715576172
8290,-0.0933990478515625,8290,-0.0902738571166992,8290,-0.0556640625,8290,-0.128868103027344,8290,-0.0737895965576172,8290,-0.0937891006469727,8290,-0.101367950439453,8290,-0.0862894058227539,8290,-0.0462894439697266,8290,-0.0273828506469727,8290,-0.0305862426757812,8290,-0.0608987808227539,8290,-0.0455083847045898,8290,-6.41771984100342,8290,-0.0917577743530273,8290,-6.84967422485352,8290,-0.0349607467651367,8290,-9.04265117645264,8290,-0.0231637954711914,8290,-0.0398044586181641,8290,-0.1005859375,8290,-0.0388669967651367,8290,-0.0846490859985352,8290,-0.0405082702636719
8300,-0.0933990478515625,8300,-0.0902738571166992,8300,-0.0553522109985352,8300,-0.128868103027344,8300,-0.0737895965576172,8300,-0.0937891006469727,8300,-0.101367950439453,8300,-0.0862894058227539,8300,-0.0462112426757812,8300,-0.0273828506469727,8300,-0.0305862426757812,8300,-0.0608987808227539,8300,-0.0453519821166992,8300,-6.42084455490112,8300,-0.0918359756469727,8300,-6.8499870300293,8300,-0.0348043441772461,8300,-9.03968238830566,8300,-0.0231637954711914,8300,-0.0397262573242188,8300,-0.1005859375,8300,-0.0388669967651367,8300,-0.0846490859985352,8300,-0.0405082702636719
8310,-0.0933990478515625,8310,-0.0902738571166992,8310,-0.0551176071166992,8310,-0.128945350646973,8310,-0.0737895965576172,8310,-0.0937891006469727,8310,-0.101367950439453,8310,-0.0862894058227539,8310,-0.0462112426757812,8310,-0.0273828506469727,8310,-0.0305862426757812,8310,-0.0608987808227539,8310,-0.0456638336181641,8310,-6.42326641082764,8310,-0.0918359756469727,8310,-6.85029935836792,8310,-0.0345706939697266,8310,-9.03077602386475,8310,-0.0231637954711914,8310,-0.0397262573242188,8310,-0.100507736206055,8310,-0.0387887954711914,8310,-0.0846490859985352,8310,-0.0404300689697266
8320,-0.0933990478515625,8320,-0.0902738571166992,8320,-0.0548830032348633,8320,-0.128945350646973,8320,-0.0737895965576172,8320,-0.0937891006469727,8320,-0.101367950439453,8320,-0.0862894058227539,8320,-0.0462112426757812,8320,-0.0273828506469727,8320,-0.0305080413818359,8320,-0.0608205795288086,8320,-0.0455856323242188,8320,-6.42592287063599,8320,-0.0918359756469727,8320,-6.85068988800049,8320,-0.0344142913818359,8320,-9.02796363830566,8320,-0.0231637954711914,8320,-0.0396490097045898,8320,-0.100507736206055,8320,-0.0387887954711914,8320,-0.0846490859985352,8320,-0.0404300689697266
8330,-0.0933990478515625,8330,-0.0902738571166992,8330,-0.0546483993530273,8330,-0.128945350646973,8330,-0.0737895965576172,8330,-0.0937891006469727,8330,-0.101367950439453,8330,-0.0862894058227539,8330,-0.0462112426757812,8330,-0.0273828506469727,8330,-0.0305080413818359,8330,-0.0608205795288086,8330,-0.0455856323242188,8330,-6.42881345748901,8330,-0.0917577743530273,8330,-6.85256481170654,8330,-0.0342578887939453,8330,-9.0047607421875,8330,-0.0231637954711914,8330,-0.0396490097045898,8330,-0.100430488586426,8330,-0.0387105941772461,8330,-0.0845708847045898,8330,-0.0403518676757812
8340,-0.0933208465576172,8340,-0.0902738571166992,8340,-0.0543365478515625,8340,-0.129023551940918,8340,-0.0737895965576172,8340,-0.0937891006469727,8340,-0.101367950439453,8340,-0.0862894058227539,8340,-0.0461330413818359,8340,-0.0273828506469727,8340,-0.0305080413818359,8340,-0.0608205795288086,8340,-0.0458202362060547,8340,-6.43061065673828,8340,-0.0917577743530273,8340,-6.85303401947021,8340,-0.0341014862060547,8340,-8.99366664886475,8340,-0.0231637954711914,8340,-0.0395708084106445,8340,-0.100430488586426,8340,-0.0386333465576172,8340,-0.0845708847045898,8340,-0.0403518676757812
8350,-0.0933208465576172,8350,-0.0902738571166992,8350,-0.0541019439697266,8350,-0.129023551940918,8350,-0.0737895965576172,8350,-0.0937891006469727,8350,-0.101367950439453,8350,-0.0862894058227539,8350,-0.0461330413818359,8350,-0.0273046493530273,8350,-0.0305080413818359,8350,-0.0608205795288086,8350,-0.0462894439697266,8350,-6.4302978515625,8350,-0.0917577743530273,8350,-6.85170555114746,8350,-0.0340232849121094,8350,-9.00061988830566,8350,-0.0231637954711914,8350,-0.0394926071166992,8350,-0.10035228729248,8350,-0.0386333465576172,8350,-0.0845708847045898,8350,-0.0402736663818359
8360,-0.0933208465576172,8360,-0.0902738571166992,8360,-0.0539455413818359,8360,-0.129023551940918,8360,-0.0737895965576172,8360,-0.0937891006469727,8360,-0.101367950439453,8360,-0.0863676071166992,8360,-0.0461330413818359,8360,-0.0273046493530273,8360,-0.0305080413818359,8360,-0.0607423782348633,8360,-0.0458984375,8360,-6.42881345748901,8360,-0.0917577743530273,8360,-6.84983062744141,8360,-0.0338668823242188,8360,-9.01226043701172,8360,-0.0231637954711914,8360,-0.0394926071166992,8360,-0.10035228729248,8360,-0.0385551452636719,8360,-0.0845708847045898,8360,-0.0402736663818359
8370,-0.0933208465576172,8370,-0.0902738571166992,8370,-0.0537109375,8370,-0.129023551940918,8370,-0.0737895965576172,8370,-0.0937891006469727,8370,-0.101367950439453,8370,-0.0863676071166992,8370,-0.0461330413818359,8370,-0.0273046493530273,8370,-0.0305080413818359,8370,-0.0607423782348633,8370,-0.0458984375,8370,-6.42795372009277,8370,-0.0917577743530273,8370,-6.84928369522095,8370,-0.0337886810302734,8370,-9.00882339477539,8370,-0.0231637954711914,8370,-0.0394144058227539,8370,-0.100274085998535,8370,-0.0385551452636719,8370,-0.0845708847045898,8370,-0.0401954650878906
8380,-0.0933208465576172,8380,-0.0902738571166992,8380,-0.0534763336181641,8380,-0.129101753234863,8380,-0.0737895965576172,8380,-0.0937891006469727,8380,-0.101289749145508,8380,-0.0863676071166992,8380,-0.0460548400878906,8380,-0.0273046493530273,8380,-0.0305080413818359,8380,-0.0607423782348633,8380,-0.0454301834106445,8380,-6.42756366729736,8380,-0.0917577743530273,8380,-6.85029935836792,8380,-0.0337114334106445,8380,-8.98562049865723,8380,-0.0231637954711914,8380,-0.0394144058227539,8380,-0.100274085998535,8380,-0.0384769439697266,8380,-0.0845708847045898,8380,-0.0401954650878906
8390,-0.0933208465576172,8390,-0.0902738571166992,8390,-0.0532426834106445,8390,-0.129101753234863,8390,-0.0737895965576172,8390,-0.0937891006469727,8390,-0.101289749145508,8390,-0.0863676071166992,8390,-0.0460548400878906,8390,-0.0273046493530273,8390,-0.0305080413818359,8390,-0.0607423782348633,8390,-0.0451955795288086,8390,-6.42584466934204,8390,-0.0917577743530273,8390,-6.84951782226562,8390,-0.0335550308227539,8390,-8.97233867645264,8390,-0.0231637954711914,8390,-0.0393362045288086,8390,-0.10019588470459,8390,-0.0384769439697266,8390,-0.0845708847045898,8390,-0.0401172637939453
8400,-0.0933208465576172,8400,-0.0902738571166992,8400,-0.0530080795288086,8400,-0.129101753234863,8400,-0.0737895965576172,8400,-0.0937891006469727,8400,-0.101289749145508,8400,-0.0863676071166992,8400,-0.0460548400878906,8400,-0.0273046493530273,8400,-0.0304298400878906,8400,-0.0607423782348633,8400,-0.0452737808227539,8400,-6.4230318069458,8400,-0.0917577743530273,8400,-6.84772109985352,8400,-0.0334768295288086,8400,-8.96194839477539,8400,-0.0231637954711914,8400,-0.0393362045288086,8400,-0.10019588470459,8400,-0.0383987426757812,8400,-0.0845708847045898,8400,-0.0401172637939453
8410,-0.0933208465576172,8410,-0.0902738571166992,8410,-0.0527734756469727,8410,-0.129101753234863,8410,-0.0737895965576172,8410,-0.0937891006469727,8410,-0.101289749145508,8410,-0.0863676071166992,8410,-0.0459766387939453,8410,-0.027226448059082,8410,-0.0305080413818359,8410,-0.060664176940918,8410,-0.0451955795288086,8410,-6.42115688323975,8410,-0.0917577743530273,8410,-6.8480339050293,8410,-0.0333986282348633,8410,-8.95327568054199,8410,-0.0231637954711914,8410,-0.0392580032348633,8410,-0.10019588470459,8410,-0.0383987426757812,8410,-0.0844926834106445,8410,-0.0400390625
8420,-0.0932426452636719,8420,-0.0902738571166992,8420,-0.052617073059082,8420,-0.129101753234863,8420,-0.0737895965576172,8420,-0.0937891006469727,8420,-0.101289749145508,8420,-0.0863676071166992,8420,-0.0459766387939453,8420,-0.027226448059082,8420,-0.0304298400878906,8420,-0.060664176940918,8420,-0.0449609756469727,8420,-6.4199070930481,8420,-0.0917577743530273,8420,-6.8485803604126,8420,-0.033320426940918,8420,-8.93460464477539,8420,-0.0231637954711914,8420,-0.0392580032348633,8420,-0.100117683410645,8420,-0.0383987426757812,8420,-0.0844926834106445,8420,-0.0400390625
8430,-0.0932426452636719,8430,-0.0902738571166992,8430,-0.0523834228515625,8430,-0.129101753234863,8430,-0.0737895965576172,8430,-0.0937891006469727,8430,-0.101289749145508,8430,-0.0863676071166992,8430,-0.0459766387939453,8430,-0.027226448059082,8430,-0.0303516387939453,8430,-0.060664176940918,8430,-0.0451173782348633,8430,-6.41764163970947,8430,-0.0917577743530273,8430,-6.84826803207397,8430,-0.0332422256469727,8430,-8.92397880554199,8430,-0.0231637954711914,8430,-0.039179801940918,8430,-0.100117683410645,8430,-0.0383205413818359,8430,-0.0844926834106445,8430,-0.0399608612060547
8440,-0.0932426452636719,8440,-0.0902738571166992,8440,-0.0522270202636719,8440,-0.129101753234863,8440,-0.0737895965576172,8440,-0.0937891006469727,8440,-0.101289749145508,8440,-0.0863676071166992,8440,-0.0459766387939453,8440,-0.027226448059082,8440,-0.0303516387939453,8440,-0.060664176940918,8440,-0.0454301834106445,8440,-6.41498517990112,8440,-0.0917577743530273,8440,-6.84647130966187,8440,-0.033085823059082,8440,-8.91905689239502,8440,-0.0231637954711914,8440,-0.0391016006469727,8440,-0.100039482116699,8440,-0.0383205413818359,8440,-0.0844926834106445,8440,-0.0399608612060547
8450,-0.0932426452636719,8450,-0.0902738571166992,8450,-0.0519924163818359,8450,-0.129179954528809,8450,-0.0737895965576172,8450,-0.0937891006469727,8450,-0.101289749145508,8450,-0.0864458084106445,8450,-0.0458984375,8450,-0.027226448059082,8450,-0.0303516387939453,8450,-0.0605859756469727,8450,-0.0451955795288086,8450,-6.41186046600342,8450,-0.0917577743530273,8450,-6.84576797485352,8450,-0.0330076217651367,8450,-8.92335414886475,8450,-0.0231637954711914,8450,-0.0391016006469727,8450,-0.100039482116699,8450,-0.0382423400878906,8450,-0.0844926834106445,8450,-0.0398826599121094
8460,-0.0932426452636719,8460,-0.0902738571166992,8460,-0.0518360137939453,8460,-0.129179954528809,8460,-0.0737895965576172,8460,-0.0937891006469727,8460,-0.101289749145508,8460,-0.0864458084106445,8460,-0.0458984375,8460,-0.027226448059082,8460,-0.0305080413818359,8460,-0.0605859756469727,8460,-0.0451173782348633,8460,-6.40904808044434,8460,-0.0917577743530273,8460,-6.84654903411865,8460,-0.0329294204711914,8460,-8.91030693054199,8460,-0.0231637954711914,8460,-0.0390233993530273,8460,-0.100039482116699,8460,-0.0382423400878906,8460,-0.0844926834106445,8460,-0.0398826599121094
8470,-0.0932426452636719,8470,-0.0902738571166992,8470,-0.0516014099121094,8470,-0.129179954528809,8470,-0.0737895965576172,8470,-0.0937891006469727,8470,-0.101289749145508,8470,-0.0864458084106445,8470,-0.0458984375,8470,-0.027226448059082,8470,-0.0304298400878906,8470,-0.0605859756469727,8470,-0.0455856323242188,8470,-6.40725088119507,8470,-0.0917577743530273,8470,-6.8485803604126,8470,-0.0328512191772461,8470,-8.89405727386475,8470,-0.0231637954711914,8470,-0.0390233993530273,8470,-0.0999612808227539,8470,-0.0381641387939453,8470,-0.0844926834106445,8470,-0.0398826599121094
8480,-0.0932426452636719,8480,-0.0902738571166992,8480,-0.0514450073242188,8480,-0.129179954528809,8480,-0.0738677978515625,8480,-0.0937891006469727,8480,-0.101289749145508,8480,-0.0864458084106445,8480,-0.0458202362060547,8480,-0.027226448059082,8480,-0.0304298400878906,8480,-0.0605859756469727,8480,-0.0453519821166992,8480,-6.40467262268066,8480,-0.0917577743530273,8480,-6.84795570373535,8480,-0.0328512191772461,8480,-8.88632297515869,8480,-0.0231637954711914,8480,-0.0390233993530273,8480,-0.0999612808227539,8480,-0.0381641387939453,8480,-0.0844926834106445,8480,-0.0398044586181641
8490,-0.0932426452636719,8490,-0.0902738571166992,8490,-0.0512895584106445,8490,-0.129179954528809,8490,-0.0738677978515625,8490,-0.0937891006469727,8490,-0.101289749145508,8490,-0.0864458084106445,8490,-0.0458202362060547,8490,-0.0271482467651367,8490,-0.0304298400878906,8490,-0.0605859756469727,8490,-0.0455856323242188,8490,-6.40178203582764,8490,-0.0917577743530273,8490,-6.84748697280884,8490,-0.0328512191772461,8490,-8.86866664886475,8490,-0.0231637954711914,8490,-0.038945198059082,8490,-0.0999612808227539,8490,-0.0381641387939453,8490,-0.0844926834106445,8490,-0.0398044586181641
8500,-0.0932426452636719,8500,-0.0902738571166992,8500,-0.0510549545288086,8500,-0.129179954528809,8500,-0.0738677978515625,8500,-0.0937891006469727,8500,-0.101289749145508,8500,-0.0864458084106445,8500,-0.0458202362060547,8500,-0.0271482467651367,8500,-0.0304298400878906,8500,-0.0605859756469727,8500,-0.0453519821166992,8500,-6.40006351470947,8500,-0.0917577743530273,8500,-6.84967422485352,8500,-0.0328512191772461,8500,-8.85663509368896,8500,-0.0231637954711914,8500,-0.038945198059082,8500,-0.0998830795288086,8500,-0.0380859375,8500,-0.0844926834106445,8500,-0.0397262573242188
8510,-0.0932426452636719,8510,-0.0902738571166992,8510,-0.050898551940918,8510,-0.129179954528809,8510,-0.0738677978515625,8510,-0.0937891006469727,8510,-0.101289749145508,8510,-0.0864458084106445,8510,-0.0458202362060547,8510,-0.0271482467651367,8510,-0.0304298400878906,8510,-0.0605859756469727,8510,-0.0456638336181641,8510,-6.39787578582764,8510,-0.0917577743530273,8510,-6.85022163391113,8510,-0.0327739715576172,8510,-8.83897876739502,8510,-0.0231637954711914,8510,-0.0388669967651367,8510,-0.0998830795288086,8510,-0.0380859375,8510,-0.0844144821166992,8510,-0.0397262573242188
8520,-0.0931644439697266,8520,-0.0902738571166992,8520,-0.0507421493530273,8520,-0.129179954528809,8520,-0.0738677978515625,8520,-0.0937891006469727,8520,-0.101289749145508,8520,-0.0864458084106445,8520,-0.0457420349121094,8520,-0.0271482467651367,8520,-0.0304298400878906,8520,-0.0605859756469727,8520,-0.0455083847045898,8520,-6.39631319046021,8520,-0.0917577743530273,8520,-6.85154914855957,8520,-0.0327739715576172,8520,-8.82765102386475,8520,-0.0231637954711914,8520,-0.0388669967651367,8520,-0.0998830795288086,8520,-0.0380077362060547,8520,-0.0844144821166992,8520,-0.0396490097045898
8530,-0.0931644439697266,8530,-0.0902738571166992,8530,-0.0505857467651367,8530,-0.129179954528809,8530,-0.0738677978515625,8530,-0.0937891006469727,8530,-0.101289749145508,8530,-0.0865240097045898,8530,-0.0457420349121094,8530,-0.0271482467651367,8530,-0.0304298400878906,8530,-0.0605859756469727,8530,-0.0451955795288086,8530,-6.39404773712158,8530,-0.0917577743530273,8530,-6.85209655761719,8530,-0.0327739715576172,8530,-8.81358814239502,8530,-0.0231637954711914,8530,-0.0387887954711914,8530,-0.0998048782348633,8530,-0.0380077362060547,8530,-0.0844144821166992,8530,-0.0396490097045898
8540,-0.0931644439697266,8540,-0.0902738571166992,8540,-0.0504302978515625,8540,-0.129179954528809,8540,-0.0738677978515625,8540,-0.0937891006469727,8540,-0.101289749145508,8540,-0.0865240097045898,8540,-0.0457420349121094,8540,-0.0271482467651367,8540,-0.0304298400878906,8540,-0.0605859756469727,8540,-0.0449609756469727,8540,-6.39076614379883,8540,-0.0917577743530273,8540,-6.8519401550293,8540,-0.0326957702636719,8540,-8.8027286529541,8540,-0.0231637954711914,8540,-0.0387887954711914,8540,-0.0998048782348633,8540,-0.0380077362060547,8540,-0.0844144821166992,8540,-0.0396490097045898
8550,-0.0931644439697266,8550,-0.0902738571166992,8550,-0.0502738952636719,8550,-0.129179954528809,8550,-0.0738677978515625,8550,-0.0937891006469727,8550,-0.101289749145508,8550,-0.0865240097045898,8550,-0.0456638336181641,8550,-0.0271482467651367,8550,-0.0304298400878906,8550,-0.0605859756469727,8550,-0.0451955795288086,8550,-6.38693809509277,8550,-0.0917577743530273,8550,-6.85201835632324,8550,-0.0326175689697266,8550,-8.80319786071777,8550,-0.0231637954711914,8550,-0.0387105941772461,8550,-0.0998048782348633,8550,-0.0379295349121094,8550,-0.0844144821166992,8550,-0.0395708084106445
8560,-0.0931644439697266,8560,-0.0902738571166992,8560,-0.0500392913818359,8560,-0.129179954528809,8560,-0.0739459991455078,8560,-0.0937891006469727,8560,-0.101289749145508,8560,-0.0865240097045898,8560,-0.0456638336181641,8560,-0.0271482467651367,8560,-0.0304298400878906,8560,-0.0605859756469727,8560,-0.0455083847045898,8560,-6.3827977180481,8560,-0.0917577743530273,8560,-6.85272121429443,8560,-0.0326175689697266,8560,-8.79429149627686,8560,-0.0230855941772461,8560,-0.0387105941772461,8560,-0.099726676940918,8560,-0.0379295349121094,8560,-0.0844144821166992,8560,-0.0395708084106445
8570,-0.0931644439697266,8570,-0.0902738571166992,8570,-0.0498828887939453,8570,-0.129179954528809,8570,-0.0739459991455078,8570,-0.0937891006469727,8570,-0.101289749145508,8570,-0.0865240097045898,8570,-0.0456638336181641,8570,-0.0270700454711914,8570,-0.0301952362060547,8570,-0.0605077743530273,8570,-0.0455083847045898,8570,-6.3788914680481,8570,-0.0917577743530273,8570,-6.85201835632324,8570,-0.0325393676757812,8570,-8.78554153442383,8570,-0.0230855941772461,8570,-0.0386333465576172,8570,-0.099726676940918,8570,-0.0378513336181641,8570,-0.0844144821166992,8570,-0.0395708084106445
8580,-0.0931644439697266,8580,-0.0902738571166992,8580,-0.0497264862060547,8580,-0.129179954528809,8580,-0.0739459991455078,8580,-0.0937891006469727,8580,-0.101289749145508,8580,-0.0865240097045898,8580,-0.0456638336181641,8580,-0.0270700454711914,8580,-0.0301170349121094,8580,-0.0605077743530273,8580,-0.0457420349121094,8580,-6.37412548065186,8580,-0.0917577743530273,8580,-6.85045576095581,8580,-0.0325393676757812,8580,-8.78561973571777,8580,-0.0230855941772461,8580,-0.0386333465576172,8580,-0.099726676940918,8580,-0.0378513336181641,8580,-0.0844144821166992,8580,-0.0394926071166992
8590,-0.0931644439697266,8590,-0.0902738571166992,8590,-0.0495700836181641,8590,-0.129179954528809,8590,-0.0739459991455078,8590,-0.0937891006469727,8590,-0.101289749145508,8590,-0.0865240097045898,8590,-0.0455856323242188,8590,-0.0270700454711914,8590,-0.0301170349121094,8590,-0.0605077743530273,8590,-0.0453519821166992,8590,-6.37053203582764,8590,-0.0917577743530273,8590,-6.84928369522095,8590,-0.0324611663818359,8590,-8.7856969833374,8590,-0.0231637954711914,8590,-0.0385551452636719,8590,-0.0996484756469727,8590,-0.0378513336181641,8590,-0.0844144821166992,8590,-0.0394926071166992
8600,-0.0931644439697266,8600,-0.0902738571166992,8600,-0.0494146347045898,8600,-0.129179954528809,8600,-0.0739459991455078,8600,-0.0937891006469727,8600,-0.101289749145508,8600,-0.0865240097045898,8600,-0.0455856323242188,8600,-0.0270700454711914,8600,-0.0301170349121094,8600,-0.0605077743530273,8600,-0.0454301834106445,8600,-6.36748504638672,8600,-0.0917577743530273,8600,-6.84936189651489,8600,-0.0324611663818359,8600,-8.77944755554199,8600,-0.0230855941772461,8600,-0.0385551452636719,8600,-0.0996484756469727,8600,-0.0377731323242188,8600,-0.0844144821166992,8600,-0.0394144058227539
8610,-0.0931644439697266,8610,-0.0902738571166992,8610,-0.0492582321166992,8610,-0.129179954528809,8610,-0.0739459991455078,8610,-0.0937891006469727,8610,-0.101211547851562,8610,-0.0865240097045898,8610,-0.0455856323242188,8610,-0.0270700454711914,8610,-0.0301952362060547,8610,-0.0605077743530273,8610,-0.0454301834106445,8610,-6.36467266082764,8610,-0.0917577743530273,8610,-6.8505334854126,8610,-0.0324611663818359,8610,-8.76124382019043,8610,-0.0230855941772461,8610,-0.0385551452636719,8610,-0.0996484756469727,8610,-0.0377731323242188,8610,-0.0844144821166992,8610,-0.0394144058227539
