t_s,R75,51,R77,53,R78,55,R80,57,R81,59,R83,61,R92,63,R98,65,R102,67,R103,69,R104,71,R105,73,R106,75,R99,77,R100,79,R101,81,R116,83,R117,85,R118,87,R119,89,R120,91,R121,93,R122,95,R123
2090,-0.00636672973632812,2090,0.0127735137939453,2090,-0.0239458084106445,2090,-0.0207424163818359,2090,0.00980472564697266,2090,0.0111331939697266,2090,0.0126171112060547,2090,0.0133199691772461,2090,0.0251169204711914,2090,0.00378894805908203,2090,-0.0486326217651367,2090,0.0132427215576172,2090,0.00167942047119141,2090,-10.0964050292969,2090,-0.0132417678833008,2090,-9.1892147064209,2090,-0.0048828125,2090,-10.1486711502075,2090,-0.00222682952880859,2090,0.0171489715576172,2090,-0.0110549926757812,2090,0.0145702362060547,2090,0.0227737426757812,2090,0.0230083465576172
2100,-0.00597667694091797,2100,0.0127735137939453,2100,-0.0240230560302734,2100,-0.0198831558227539,2100,0.00988292694091797,2100,0.0112113952636719,2100,0.0126171112060547,2100,0.0133981704711914,2100,0.0251169204711914,2100,0.00386714935302734,2100,-0.0479297637939453,2100,0.0134763717651367,2100,0.00253868103027344,2100,-10.0972652435303,2100,-0.011836051940918,2100,-9.18718338012695,2100,-0.00402355194091797,2100,-10.1299209594727,2100,-0.00144481658935547,2100,0.0171489715576172,2100,-0.0102729797363281,2100,0.0146484375,2100,0.0228519439697266,2100,0.0230083465576172
2110,-0.00582027435302734,2110,0.0128517150878906,2110,-0.0240230560302734,2110,-0.0191793441772461,2110,0.00988292694091797,2110,0.0112895965576172,2110,0.0126953125,2110,0.0134763717651367,2110,0.0251169204711914,2110,0.00386714935302734,2110,-0.0473051071166992,2110,0.013554573059082,2110,0.00339889526367188,2110,-10.0971870422363,2110,-0.0106639862060547,2110,-9.19101142883301,2110,-0.00324249267578125,2110,-10.1153116226196,2110,-0.000741958618164062,2110,0.0172262191772461,2110,-0.00949192047119141,2110,0.0146484375,2110,0.0230083465576172,2110,0.0230083465576172
2120,-0.00566387176513672,2120,0.0128517150878906,2120,-0.0241012573242188,2120,-0.0187892913818359,2120,0.00996112823486328,2120,0.0113668441772461,2120,0.0126953125,2120,0.013554573059082,2120,0.0251951217651367,2120,0.00386714935302734,2120,-0.0466794967651367,2120,0.0137109756469727,2120,0.00425815582275391,2120,-10.0976552963257,2120,-0.00964832305908203,2120,-9.18874549865723,2120,-0.00253868103027344,2120,-10.1083583831787,2120,-0.000117301940917969,2120,0.0172262191772461,2120,-0.00863265991210938,2120,0.0146484375,2120,0.0231637954711914,2120,0.0230083465576172
2130,-0.00558567047119141,2130,0.0129299163818359,2130,-0.0241012573242188,2130,-0.0185546875,2130,0.00996112823486328,2130,0.0113668441772461,2130,0.0127735137939453,2130,0.013554573059082,2130,0.0251169204711914,2130,0.00386714935302734,2130,-0.0459766387939453,2130,0.0138673782348633,2130,0.00511741638183594,2130,-10.0979681015015,2130,-0.0087890625,2130,-9.19554233551025,2130,-0.00199222564697266,2130,-10.1030464172363,2130,0.000351905822753906,2130,0.0173044204711914,2130,-0.00792980194091797,2130,0.0147266387939453,2130,0.0232419967651367,2130,0.0230083465576172
2140,-0.00558567047119141,2140,0.0129299163818359,2140,-0.0241794586181641,2140,-0.0183982849121094,2140,0.0100393295288086,2140,0.0114450454711914,2140,0.0127735137939453,2140,0.0136327743530273,2140,0.0251169204711914,2140,0.00394535064697266,2140,-0.0453519821166992,2140,0.0138673782348633,2140,0.00589847564697266,2140,-10.0981245040894,2140,-0.00808620452880859,2140,-9.18491744995117,2140,-0.00144481658935547,2140,-10.0982027053833,2140,0.000898361206054688,2140,0.0173044204711914,2140,-0.00722694396972656,2140,0.0147266387939453,2140,0.023320198059082,2140,0.0230083465576172
2150,-0.00550746917724609,2150,0.0130081176757812,2150,-0.0241794586181641,2150,-0.0183200836181641,2150,0.0100393295288086,2150,0.0114450454711914,2150,0.0127735137939453,2150,0.0136327743530273,2150,0.0251169204711914,2150,0.00394535064697266,2150,-0.0447263717651367,2150,0.0139455795288086,2150,0.00652313232421875,2150,-10.0971088409424,2150,-0.00753879547119141,2150,-9.19155788421631,2150,-0.000898361206054688,2150,-10.0969524383545,2150,0.00128936767578125,2150,0.0173044204711914,2150,-0.00652313232421875,2150,0.0148048400878906,2150,0.0234766006469727,2150,0.0230083465576172
2160,-0.00542926788330078,2160,0.0130081176757812,2160,-0.0242576599121094,2160,-0.0182418823242188,2160,0.0101175308227539,2160,0.0115232467651367,2160,0.0128517150878906,2160,0.0137109756469727,2160,0.0251169204711914,2160,0.00394535064697266,2160,-0.0441799163818359,2160,0.0140237808227539,2160,0.00714874267578125,2160,-10.0982027053833,2160,-0.00707054138183594,2160,-9.19343376159668,2160,-0.000507354736328125,2160,-10.0955457687378,2160,0.00175762176513672,2160,0.0173826217651367,2160,-0.00597667694091797,2160,0.0148048400878906,2160,0.023554801940918,2160,0.0230855941772461
2170,-0.00527381896972656,2170,0.0130081176757812,2170,-0.0242576599121094,2170,-0.0182418823242188,2170,0.0101175308227539,2170,0.011601448059082,2170,0.0128517150878906,2170,0.0137109756469727,2170,0.0251169204711914,2170,0.00394535064697266,2170,-0.0436325073242188,2170,0.0140237808227539,2170,0.00761699676513672,2170,-10.0983581542969,2170,-0.00660133361816406,2170,-9.19241714477539,2170,-0.000117301940917969,2170,-10.0936708450317,2170,0.00207042694091797,2170,0.0173826217651367,2170,-0.00542926788330078,2170,0.0148830413818359,2170,0.0236330032348633,2170,0.0230855941772461
2180,-0.00511741638183594,2180,0.0130081176757812,2180,-0.0243358612060547,2180,-0.0183982849121094,2180,0.0101957321166992,2180,0.011601448059082,2180,0.0128517150878906,2180,0.0136327743530273,2180,0.0250387191772461,2180,0.00394535064697266,2180,-0.0432424545288086,2180,0.0141019821166992,2180,0.00800800323486328,2180,-10.0987491607666,2180,-0.00628948211669922,2180,-9.19960498809814,2180,0.000195503234863281,2180,-10.0932807922363,2180,0.00230503082275391,2180,0.0173826217651367,2180,-0.00503921508789062,2180,0.0148830413818359,2180,0.0237112045288086,2180,0.0230083465576172
2190,-0.00496101379394531,2190,0.0130081176757812,2190,-0.0243358612060547,2190,-0.0184764862060547,2190,0.0101957321166992,2190,0.011601448059082,2190,0.0129299163818359,2190,0.0137109756469727,2190,0.0250387191772461,2190,0.00394535064697266,2190,-0.042851448059082,2190,0.0142574310302734,2190,0.00839805603027344,2190,-10.0468740463257,2190,-0.00597667694091797,2190,-9.2321834564209,2190,0.000508308410644531,2190,-10.0996866226196,2190,0.00253868103027344,2190,0.0173826217651367,2190,-0.00472640991210938,2190,0.0148830413818359,2190,0.0237894058227539,2190,0.0230083465576172
2200,-0.00480461120605469,2200,0.0130081176757812,2200,-0.0244140625,2200,-0.0187892913818359,2200,0.0102739334106445,2200,0.0116796493530273,2200,0.0129299163818359,2200,0.013789176940918,2200,0.0250387191772461,2200,0.00402355194091797,2200,-0.0425395965576172,2200,0.0142574310302734,2200,0.00871086120605469,2200,-10.0996084213257,2200,-0.00566387176513672,2200,-9.19327735900879,2200,0.000820159912109375,2200,-10.0960149765015,2200,0.00285148620605469,2200,0.017460823059082,2200,-0.00441360473632812,2200,0.0149612426757812,2200,0.0238676071166992,2200,0.0230083465576172
2210,-0.00457000732421875,2210,0.0130081176757812,2210,-0.0244140625,2210,-0.0191793441772461,2210,0.0102739334106445,2210,0.0117578506469727,2210,0.0129299163818359,2210,0.0138673782348633,2210,0.0250387191772461,2210,0.00402355194091797,2210,-0.0422267913818359,2210,0.0143356323242188,2210,0.00902366638183594,2210,-10.0733585357666,2210,-0.00542926788330078,2210,-9.21288681030273,2210,0.00105476379394531,2210,-10.0960149765015,2210,0.00308609008789062,2210,0.017460823059082,2210,-0.00410175323486328,2210,0.0149612426757812,2210,0.0239458084106445,2210,0.0230083465576172
2220,-0.00433635711669922,2220,0.0130081176757812,2220,-0.0244140625,2220,-0.019413948059082,2220,0.0103511810302734,2220,0.0117578506469727,2220,0.0130081176757812,2220,0.0139455795288086,2220,0.0250387191772461,2220,0.00402355194091797,2220,-0.0419921875,2220,0.0145702362060547,2220,0.00925827026367188,2220,-10.0993738174438,2220,-0.00519561767578125,2220,-9.18312072753906,2220,0.00128936767578125,2220,-10.0912494659424,2220,0.00339889526367188,2220,0.017460823059082,2220,-0.00386714935302734,2220,0.0149612426757812,2220,0.0240240097045898,2220,0.0230855941772461
2230,-0.00410175323486328,2230,0.0130081176757812,2230,-0.0244140625,2230,-0.019413948059082,2230,0.0103511810302734,2230,0.011836051940918,2230,0.0130081176757812,2230,0.0140237808227539,2230,0.0251169204711914,2230,0.00402355194091797,2230,-0.0416793823242188,2230,0.0146484375,2230,0.00949192047119141,2230,-10.0983581542969,2230,-0.00496101379394531,2230,-9.18983936309814,2230,0.00160121917724609,2230,-10.0922651290894,2230,0.00363254547119141,2230,0.0175390243530273,2230,-0.00355434417724609,2230,0.0150394439697266,2230,0.0241012573242188,2230,0.0230855941772461
2240,-0.00386714935302734,2240,0.0129299163818359,2240,-0.0244140625,2240,-0.0194921493530273,2240,0.0103511810302734,2240,0.0119142532348633,2240,0.0130081176757812,2240,0.0140237808227539,2240,0.0251169204711914,2240,0.00402355194091797,2240,-0.0414457321166992,2240,0.0147266387939453,2240,0.00972652435302734,2240,-10.0984363555908,2240,-0.00472640991210938,2240,-9.18640232086182,2240,0.00183582305908203,2240,-10.0935144424438,2240,0.00378894805908203,2240,0.0175390243530273,2240,-0.00339794158935547,2240,0.0150394439697266,2240,0.0241794586181641,2240,0.0230855941772461
2250,-0.00363254547119141,2250,0.0129299163818359,2250,-0.0244140625,2250,-0.0195703506469727,2250,0.0103511810302734,2250,0.0119142532348633,2250,0.0130863189697266,2250,0.0140237808227539,2250,0.0250387191772461,2250,0.00402355194091797,2250,-0.0412111282348633,2250,0.0147266387939453,2250,0.00996112823486328,2250,-10.0982809066772,2250,-0.00457000732421875,2250,-9.19499588012695,2250,0.00199222564697266,2250,-10.0946083068848,2250,0.00394535064697266,2250,0.0175390243530273,2250,-0.00324249267578125,2250,0.0150394439697266,2250,0.0241794586181641,2250,0.0230855941772461
2260,-0.00332069396972656,2260,0.0128517150878906,2260,-0.0244140625,2260,-0.0195703506469727,2260,0.0103511810302734,2260,0.0119924545288086,2260,0.0130863189697266,2260,0.0141019821166992,2260,0.0250387191772461,2260,0.00410175323486328,2260,-0.0410547256469727,2260,0.0148830413818359,2260,0.0101175308227539,2260,-10.0989055633545,2260,-0.00433635711669922,2260,-9.19593334197998,2260,0.00222682952880859,2260,-10.0957021713257,2260,0.00410175323486328,2260,0.0176172256469727,2260,-0.00308609008789062,2260,0.0151176452636719,2260,0.0242576599121094,2260,0.0230855941772461
2270,-0.00308609008789062,2270,0.0128517150878906,2270,-0.0244140625,2270,-0.0197267532348633,2270,0.0103511810302734,2270,0.0120706558227539,2270,0.0130863189697266,2270,0.0141019821166992,2270,0.0250387191772461,2270,0.00410175323486328,2270,-0.0408201217651367,2270,0.0150394439697266,2270,0.0102739334106445,2270,-10.0988273620605,2270,-0.00417995452880859,2270,-9.19647979736328,2270,0.00238323211669922,2270,-10.0971088409424,2270,0.00425815582275391,2270,0.0176172256469727,2270,-0.0029296875,2270,0.0151176452636719,2270,0.0243358612060547,2270,0.0230855941772461
2280,-0.00285148620605469,2280,0.0128517150878906,2280,-0.0244140625,2280,-0.0198049545288086,2280,0.0102739334106445,2280,0.0120706558227539,2280,0.0131645202636719,2280,0.0141801834106445,2280,0.0250387191772461,2280,0.00410175323486328,2280,-0.0406637191772461,2280,0.0151958465576172,2280,0.0104293823242188,2280,-10.0992965698242,2280,-0.00402355194091797,2280,-9.20069885253906,2280,0.00261688232421875,2280,-10.0984363555908,2280,0.00441455841064453,2280,0.0176172256469727,2280,-0.00269508361816406,2280,0.0151176452636719,2280,0.0244140625,2280,0.0230855941772461
2290,-0.00253868103027344,2290,0.0128517150878906,2290,-0.0244922637939453,2290,-0.0198831558227539,2290,0.0102739334106445,2290,0.0121488571166992,2290,0.0131645202636719,2290,0.0142574310302734,2290,0.0250387191772461,2290,0.00410175323486328,2290,-0.0404300689697266,2290,0.0154294967651367,2290,0.0106639862060547,2290,-10.0987491607666,2290,-0.00386714935302734,2290,-9.19663619995117,2290,0.00277328491210938,2290,-10.0992183685303,2290,0.00464820861816406,2290,0.0176172256469727,2290,-0.00253868103027344,2290,0.0151958465576172,2290,0.0244922637939453,2290,0.0230855941772461
2300,-0.00230503082275391,2300,0.0127735137939453,2300,-0.0244922637939453,2300,-0.0199613571166992,2300,0.0101957321166992,2300,0.0122270584106445,2300,0.0131645202636719,2300,0.0143356323242188,2300,0.0250387191772461,2300,0.00410175323486328,2300,-0.0402736663818359,2300,0.0155858993530273,2300,0.0108203887939453,2300,-10.0983581542969,2300,-0.00371074676513672,2300,-9.18624591827393,2300,0.0029296875,2300,-10.0997648239136,2300,0.00480461120605469,2300,0.017695426940918,2300,-0.00238323211669922,2300,0.0151958465576172,2300,0.0245704650878906,2300,0.0230855941772461
2310,-0.00207042694091797,2310,0.0127735137939453,2310,-0.0244922637939453,2310,-0.0201168060302734,2310,0.0101957321166992,2310,0.0123043060302734,2310,0.0132427215576172,2310,0.0144138336181641,2310,0.0251169204711914,2310,0.00410175323486328,2310,-0.0401172637939453,2310,0.015742301940918,2310,0.0109767913818359,2310,-10.0990619659424,2310,-0.00355434417724609,2310,-9.19155788421631,2310,0.00308609008789062,2310,-10.1009368896484,2310,0.00496101379394531,2310,0.017695426940918,2310,-0.00230503082275391,2310,0.0151958465576172,2310,0.0246486663818359,2310,0.0230855941772461
2320,-0.00183582305908203,2320,0.0127735137939453,2320,-0.0245704650878906,2320,-0.0202732086181641,2320,0.0101175308227539,2320,0.0123043060302734,2320,0.0132427215576172,2320,0.0144920349121094,2320,0.0251169204711914,2320,0.00410175323486328,2320,-0.0399608612060547,2320,0.0158987045288086,2320,0.0111331939697266,2320,-10.0989055633545,2320,-0.00339794158935547,2320,-9.19398021697998,2320,0.00324249267578125,2320,-10.1026554107666,2320,0.00503921508789062,2320,0.017695426940918,2320,-0.00214862823486328,2320,0.0151958465576172,2320,0.0246486663818359,2320,0.0230855941772461
2330,-0.00167942047119141,2330,0.0127735137939453,2330,-0.0245704650878906,2330,-0.0204296112060547,2330,0.0100393295288086,2330,0.0123825073242188,2330,0.0133199691772461,2330,0.0144920349121094,2330,0.0251169204711914,2330,0.00417995452880859,2330,-0.0398044586181641,2330,0.0160551071166992,2330,0.0112895965576172,2330,-10.0991401672363,2330,-0.00324249267578125,2330,-9.19741821289062,2330,0.00339889526367188,2330,-10.1039838790894,2330,0.00519561767578125,2330,0.017695426940918,2330,-0.00199222564697266,2330,0.0151958465576172,2330,0.0247268676757812,2330,0.0230855941772461
2340,-0.00144481658935547,2340,0.0126953125,2340,-0.0245704650878906,2340,-0.0206642150878906,2340,0.00996112823486328,2340,0.0124607086181641,2340,0.0133199691772461,2340,0.0145702362060547,2340,0.0251169204711914,2340,0.00417995452880859,2340,-0.0396490097045898,2340,0.0162115097045898,2340,0.0113668441772461,2340,-10.0991401672363,2340,-0.00316429138183594,2340,-9.19577693939209,2340,0.00347614288330078,2340,-10.1065616607666,2340,0.00527381896972656,2340,0.0177736282348633,2340,-0.00191402435302734,2340,0.0152730941772461,2340,0.0247268676757812,2340,0.0230855941772461
2350,-0.00128936767578125,2350,0.0126953125,2350,-0.0246486663818359,2350,-0.0209770202636719,2350,0.00988292694091797,2350,0.0124607086181641,2350,0.0133199691772461,2350,0.0146484375,2350,0.0251169204711914,2350,0.00417995452880859,2350,-0.0395708084106445,2350,0.0163669586181641,2350,0.0115232467651367,2350,-10.0990619659424,2350,-0.00308609008789062,2350,-9.19890213012695,2350,0.00363254547119141,2350,-10.1085929870605,2350,0.00535202026367188,2350,0.0177736282348633,2350,-0.00183582305908203,2350,0.0152730941772461,2350,0.0248050689697266,2350,0.0230855941772461
2360,-0.00113296508789062,2360,0.0126953125,2360,-0.0246486663818359,2360,-0.021367073059082,2360,0.00980472564697266,2360,0.0125389099121094,2360,0.0133981704711914,2360,0.0147266387939453,2360,0.0251169204711914,2360,0.00417995452880859,2360,-0.0394144058227539,2360,0.0165233612060547,2360,0.011601448059082,2360,-10.0985927581787,2360,-0.0029296875,2360,-9.1970272064209,2360,0.00371074676513672,2360,-10.1104679107666,2360,0.00550746917724609,2360,0.0177736282348633,2360,-0.00175762176513672,2360,0.0152730941772461,2360,0.0248050689697266,2360,0.0230855941772461
2370,-0.0009765625,2370,0.0126953125,2370,-0.0246486663818359,2370,-0.0216798782348633,2370,0.00972652435302734,2370,0.0125389099121094,2370,0.0133981704711914,2370,0.0147266387939453,2370,0.0251169204711914,2370,0.00425815582275391,2370,-0.0393362045288086,2370,0.0166015625,2370,0.0116796493530273,2370,-10.0986709594727,2370,-0.00285148620605469,2370,-9.20202732086182,2370,0.00378894805908203,2370,-10.1121864318848,2370,0.00558567047119141,2370,0.0178518295288086,2370,-0.00167942047119141,2370,0.0153512954711914,2370,0.0248832702636719,2370,0.0230855941772461
2380,-0.000820159912109375,2380,0.0126171112060547,2380,-0.0246486663818359,2380,-0.0219144821166992,2380,0.00964832305908203,2380,0.0126171112060547,2380,0.0133981704711914,2380,0.0148048400878906,2380,0.0251169204711914,2380,0.00425815582275391,2380,-0.0392580032348633,2380,0.0166797637939453,2380,0.0117578506469727,2380,-10.0986709594727,2380,-0.00277328491210938,2380,-9.19804286956787,2380,0.00386714935302734,2380,-10.1136713027954,2380,0.00566387176513672,2380,0.0178518295288086,2380,-0.00160121917724609,2380,0.0153512954711914,2380,0.0248832702636719,2380,0.0230855941772461
2390,-0.00066375732421875,2390,0.0126171112060547,2390,-0.0247268676757812,2390,-0.0221481323242188,2390,0.00957012176513672,2390,0.0126953125,2390,0.0134763717651367,2390,0.0148048400878906,2390,0.0250387191772461,2390,0.00425815582275391,2390,-0.039179801940918,2390,0.0168361663818359,2390,0.0119142532348633,2390,-10.0983581542969,2390,-0.00269508361816406,2390,-9.19788646697998,2390,0.00394535064697266,2390,-10.1148433685303,2390,0.00574207305908203,2390,0.0178518295288086,2390,-0.00152301788330078,2390,0.0153512954711914,2390,0.0248832702636719,2390,0.0230855941772461
2400,-0.000507354736328125,2400,0.0125389099121094,2400,-0.0247268676757812,2400,-0.0223045349121094,2400,0.00949192047119141,2400,0.0126953125,2400,0.0134763717651367,2400,0.0148830413818359,2400,0.0250387191772461,2400,0.00425815582275391,2400,-0.0390233993530273,2400,0.0169143676757812,2400,0.0119924545288086,2400,-10.0989055633545,2400,-0.00261688232421875,2400,-9.20280838012695,2400,0.00402355194091797,2400,-10.1160926818848,2400,0.00574207305908203,2400,0.0178518295288086,2400,-0.00144481658935547,2400,0.0153512954711914,2400,0.0248832702636719,2400,0.0230855941772461
2410,-0.000430107116699219,2410,0.0125389099121094,2410,-0.0247268676757812,2410,-0.0225391387939453,2410,0.00941371917724609,2410,0.0127735137939453,2410,0.0134763717651367,2410,0.0149612426757812,2410,0.0250387191772461,2410,0.00425815582275391,2410,-0.038945198059082,2410,0.0169925689697266,2410,0.0120706558227539,2410,-10.0980463027954,2410,-0.00253868103027344,2410,-9.18757438659668,2410,0.00410175323486328,2410,-10.1159372329712,2410,0.00582027435302734,2410,0.0179300308227539,2410,-0.00136756896972656,2410,0.0153512954711914,2410,0.0248832702636719,2410,0.0230855941772461
2420,-0.000273704528808594,2420,0.0124607086181641,2420,-0.0248050689697266,2420,-0.0226955413818359,2420,0.00933647155761719,2420,0.0127735137939453,2420,0.013554573059082,2420,0.0149612426757812,2420,0.0250387191772461,2420,0.00433635711669922,2420,-0.0387887954711914,2420,0.0171489715576172,2420,0.0122270584106445,2420,-10.0976552963257,2420,-0.00246047973632812,2420,-9.18671417236328,2420,0.00417995452880859,2420,-10.1164836883545,2420,0.00597667694091797,2420,0.0179300308227539,2420,-0.00128936767578125,2420,0.0154294967651367,2420,0.0249614715576172,2420,0.0230083465576172
2430,-0.000117301940917969,2430,0.0124607086181641,2430,-0.0248832702636719,2430,-0.0228519439697266,2430,0.00933647155761719,2430,0.0128517150878906,2430,0.013554573059082,2430,0.0150394439697266,2430,0.0250387191772461,2430,0.00433635711669922,2430,-0.0387105941772461,2430,0.0172262191772461,2430,0.0123043060302734,2430,-10.0974988937378,2430,-0.00238323211669922,2430,-9.18757438659668,2430,0.00433635711669922,2430,-10.1172647476196,2430,0.00597667694091797,2430,0.0179300308227539,2430,-0.00121116638183594,2430,0.0154294967651367,2430,0.0249614715576172,2430,0.0230083465576172
2440,-3.91006469726562e-05,2440,0.0124607086181641,2440,-0.0248832702636719,2440,-0.0230855941772461,2440,0.00933647155761719,2440,0.0129299163818359,2440,0.013554573059082,2440,0.0150394439697266,2440,0.0250387191772461,2440,0.00433635711669922,2440,-0.0386333465576172,2440,0.0173044204711914,2440,0.0123825073242188,2440,-10.0969524383545,2440,-0.00230503082275391,2440,-9.19140243530273,2440,0.00433635711669922,2440,-10.1177339553833,2440,0.00605487823486328,2440,0.0179300308227539,2440,-0.00113296508789062,2440,0.0154294967651367,2440,0.0249614715576172,2440,0.0230083465576172
2450,0.000117301940917969,2450,0.0123825073242188,2450,-0.0249605178833008,2450,-0.0232419967651367,2450,0.00925827026367188,2450,0.0129299163818359,2450,0.0136327743530273,2450,0.0151176452636719,2450,0.0249614715576172,2450,0.00433635711669922,2450,-0.0384769439697266,2450,0.0173826217651367,2450,0.0125389099121094,2450,-10.0968742370605,2450,-0.00222682952880859,2450,-9.19468307495117,2450,0.00441455841064453,2450,-10.1179676055908,2450,0.00613307952880859,2450,0.0180082321166992,2450,-0.00105476379394531,2450,0.015507698059082,2450,0.0249614715576172,2450,0.0230083465576172
2460,0.000195503234863281,2460,0.0123825073242188,2460,-0.0250387191772461,2460,-0.0233983993530273,2460,0.00925827026367188,2460,0.0130081176757812,2460,0.0136327743530273,2460,0.0151958465576172,2460,0.0249614715576172,2460,0.00433635711669922,2460,-0.0383987426757812,2460,0.0175390243530273,2460,0.0126171112060547,2460,-10.0950775146484,2460,-0.00207042694091797,2460,-9.19773006439209,2460,0.00457000732421875,2460,-10.1182804107666,2460,0.00621128082275391,2460,0.0180082321166992,2460,-0.0009765625,2460,0.015507698059082,2460,0.0248832702636719,2460,0.0230083465576172
2470,0.000351905822753906,2470,0.0123825073242188,2470,-0.0251169204711914,2470,-0.0234766006469727,2470,0.00933647155761719,2470,0.0130081176757812,2470,0.0136327743530273,2470,0.0151958465576172,2470,0.0249614715576172,2470,0.00433635711669922,2470,-0.0383205413818359,2470,0.0176172256469727,2470,0.0126953125,2470,-10.0842180252075,2470,-0.00199222564697266,2470,-9.20983982086182,2470,0.00464820861816406,2470,-10.1194524765015,2470,0.00628948211669922,2470,0.0180082321166992,2470,-0.000898361206054688,2470,0.015507698059082,2470,0.0248832702636719,2470,0.0230083465576172
2480,0.000430107116699219,2480,0.0123043060302734,2480,-0.0251951217651367,2480,-0.023554801940918,2480,0.00933647155761719,2480,0.0130863189697266,2480,0.0137109756469727,2480,0.0152730941772461,2480,0.0248832702636719,2480,0.00441455841064453,2480,-0.0381641387939453,2480,0.017695426940918,2480,0.0128517150878906,2480,-9.67663860321045,2480,-0.00191402435302734,2480,-9.28179264068604,2480,0.00472640991210938,2480,-10.1120309829712,2480,0.00628948211669922,2480,0.0180082321166992,2480,-0.000820159912109375,2480,0.015507698059082,2480,0.0248832702636719,2480,0.0230083465576172
2490,0.000585556030273438,2490,0.0123043060302734,2490,-0.025273323059082,2490,-0.0237112045288086,2490,0.00933647155761719,2490,0.0130863189697266,2490,0.0137109756469727,2490,0.0153512954711914,2490,0.0248832702636719,2490,0.00441455841064453,2490,-0.0380859375,2490,0.0177736282348633,2490,0.0129299163818359,2490,-9.83390426635742,2490,-0.00183582305908203,2490,-9.30804347991943,2490,0.00480461120605469,2490,-10.1171865463257,2490,0.00636768341064453,2490,0.0180864334106445,2490,-0.000741958618164062,2490,0.0155858993530273,2490,0.0248832702636719,2490,0.0230083465576172
2500,0.00066375732421875,2500,0.0123043060302734,2500,-0.0253515243530273,2500,-0.0237894058227539,2500,0.00933647155761719,2500,0.0131645202636719,2500,0.0137109756469727,2500,0.0153512954711914,2500,0.0248832702636719,2500,0.00441455841064453,2500,-0.0379295349121094,2500,0.0178518295288086,2500,0.0130081176757812,2500,-9.95171737670898,2500,-0.00175762176513672,2500,-9.25460529327393,2500,0.0048828125,2500,-10.1189060211182,2500,0.00644493103027344,2500,0.0180864334106445,2500,-0.00066375732421875,2500,0.0155858993530273,2500,0.0248832702636719,2500,0.0229301452636719
2510,0.000741958618164062,2510,0.0122270584106445,2510,-0.0254297256469727,2510,-0.0239458084106445,2510,0.00941371917724609,2510,0.0131645202636719,2510,0.013789176940918,2510,0.0154294967651367,2510,0.0248832702636719,2510,0.00441455841064453,2510,-0.0378513336181641,2510,0.0180082321166992,2510,0.0130863189697266,2510,-10.0385150909424,2510,-0.00167942047119141,2510,-9.22015190124512,2510,0.00496101379394531,2510,-10.1203117370605,2510,0.00652313232421875,2510,0.0180864334106445,2510,-0.000585556030273438,2510,0.0155858993530273,2510,0.0248832702636719,2510,0.0229301452636719
2520,0.000820159912109375,2520,0.0122270584106445,2520,-0.025507926940918,2520,-0.0240230560302734,2520,0.00949192047119141,2520,0.0132427215576172,2520,0.013789176940918,2520,0.0154294967651367,2520,0.0248050689697266,2520,0.00441455841064453,2520,-0.0377731323242188,2520,0.0180082321166992,2520,0.0132427215576172,2520,-10.0813274383545,2520,-0.00167942047119141,2520,-9.19843292236328,2520,0.00503921508789062,2520,-10.1199989318848,2520,0.00652313232421875,2520,0.0180864334106445,2520,-0.000507354736328125,2520,0.0155858993530273,2520,0.0248050689697266,2520,0.0229301452636719
2530,0.000898361206054688,2530,0.0122270584106445,2530,-0.0255861282348633,2530,-0.0242576599121094,2530,0.00949192047119141,2530,0.0132427215576172,2530,0.013789176940918,2530,0.015507698059082,2530,0.0248050689697266,2530,0.00449180603027344,2530,-0.0376958847045898,2530,0.0180864334106445,2530,0.0133199691772461,2530,-10.0904684066772,2530,-0.00160121917724609,2530,-9.19796466827393,2530,0.00511741638183594,2530,-10.1191396713257,2530,0.00660133361816406,2530,0.0180864334106445,2530,-0.000507354736328125,2530,0.0156641006469727,2530,0.0248050689697266,2530,0.0229301452636719
2540,0.0009765625,2540,0.0122270584106445,2540,-0.0256643295288086,2540,-0.0244140625,2540,0.00957012176513672,2540,0.0133199691772461,2540,0.0138673782348633,2540,0.015507698059082,2540,0.0247268676757812,2540,0.00449180603027344,2540,-0.0376176834106445,2540,0.0181646347045898,2540,0.0133981704711914,2540,-10.0903120040894,2540,-0.00152301788330078,2540,-9.19593334197998,2540,0.00511741638183594,2540,-10.1185150146484,2540,0.00660133361816406,2540,0.0181646347045898,2540,-0.000430107116699219,2540,0.0156641006469727,2540,0.0248050689697266,2540,0.0229301452636719
2550,0.00105476379394531,2550,0.0122270584106445,2550,-0.0257425308227539,2550,-0.0244922637939453,2550,0.00964832305908203,2550,0.0133199691772461,2550,0.0138673782348633,2550,0.0155858993530273,2550,0.0247268676757812,2550,0.00449180603027344,2550,-0.0375394821166992,2550,0.0182418823242188,2550,0.0134763717651367,2550,-10.0899991989136,2550,-0.00144481658935547,2550,-9.1917142868042,2550,0.00519561767578125,2550,-10.1177339553833,2550,0.00667953491210938,2550,0.0181646347045898,2550,-0.000351905822753906,2550,0.0156641006469727,2550,0.0247268676757812,2550,0.0229301452636719
