t_s,R91,R92,R93,R94,R95,R96,R97,R98,R83,R84,R85,R86,R87,R88,R89,R90,R75,R76,R77,R78,R79,R80,R81,R82,R92.1,R93.1,R94.1,R95.1,R96.1,R97.1,R98.1,R83.1,R84.1,R85.1,R86.1,R87.1,R88.1,R89.1,R90.1,R75.1,R76.1,R77.1,R78.1,R79.1,R80.1,R81.1,R82.1
1665,0.0327528566122055,-0.013937939889729,0.0337341092526913,0.0186340510845184,-0.0582599863409996,-0.00424259155988693,-0.0073394775390625,0.0016574286855757202,0.0147387310862541,-0.0318200439214706,0.0175715535879135,-0.026841115206480002,-0.0203942190855742,-0.0240161083638668,-0.00339415553025901,0.019984062761068302,0.0121535584330559,0.00441212626174092,0.0262590870261192,0.0250168889760971,0.0289372149854898,0.0049964999780058895,0.0317098908126354,0.0289161298424006,0.114246095530689,0.124308664351702,0.11882583796978,-0.00443556159734726,0.0640505999326706,0.112711720168591,0.119200842920691,0.127485260367393,0.126614153385162,0.127614982426167,0.0880538485944271,0.0768991578370333,0.0877851359546185,0.117500850232318,0.0765975080430508,0.134400114417076,0.126971196848899,0.118036791682243,0.12384930998086899,0.128636809065938,0.11368046607822199,0.125784430652857,0.134623588994145
1670,0.0327395796775818,-0.0139301298186183,0.0337528586387634,0.0186356157064438,-0.0582537353038788,-0.00328946113586426,-0.0073355766944587205,0.0016644572606310199,0.0147387310862541,-0.0318200439214706,0.0175801459699869,-0.0268114283680916,-0.0203723423182964,-0.0239864196628332,-0.00339024537242949,0.0199809353798628,0.0121520040556788,0.0044160364195704495,0.026257524266839,0.025015324354171798,0.0289426892995834,0.00499806413426995,0.0317106731235981,0.0289255045354366,0.114253905601799,0.12432741373777399,0.11882740259170499,-0.00442931056022644,0.0650037303566933,0.11271562101319399,0.119207871495746,0.127485260367393,0.126614153385162,0.12762357480824,0.0880835354328156,0.076921034604311,0.087814824655652,0.117504760390148,0.0765943806618452,0.134398560039699,0.126975107006729,0.118035228922963,0.123847745358944,0.128642283380032,0.113682030234486,0.12578521296382,0.134632963687181
1675,0.0327270776033401,-0.0139246648177505,0.0337684899568558,0.0186387430876493,-0.0583084225654602,-0.00392149901017547,-0.00732853868976235,0.0016738319536671001,0.014748888090252899,-0.0318137928843498,0.0176028050482273,-0.0267809629440308,-0.0203848443925381,-0.023957515135407403,-0.00338321668095887,0.0199871826916933,0.0121527761220932,0.00441993726417422,0.0262590870261192,0.0250168889760971,0.0289465896785259,0.0050011919811368,0.0317114442586899,0.028919247910380398,0.114259370602667,0.124343045055866,0.11883052997291099,-0.0044839978218078605,0.0643716924823821,0.11272265901789101,0.119217246188782,0.127495417371392,0.126620404422283,0.12764623388648,0.0881140008568764,0.07690853253006939,0.0878437291830778,0.11751178908161801,0.0766006279736757,0.13439933210611302,0.126979007851332,0.118036791682243,0.12384930998086899,0.128646183758974,0.11368515808135299,0.125785984098911,0.134626707062125
1680,0.0327075459063053,-0.0139160631224513,0.0337880216538906,0.0186410900205374,-0.0582482665777206,-0.00550041208043694,-0.0073230741545558,0.00167930603493005,0.0147543521597981,-0.0318106636404991,0.0176152996718884,-0.0267520509660244,-0.0203903093934059,-0.023930950090289102,-0.00338008883409202,0.0199871826916933,0.0121535584330559,0.00442384695634246,0.026260642334818802,0.0250168889760971,0.0289528463035822,0.00500353798270226,0.0317122265696526,0.0289231576025486,0.114267972297966,0.12436257675290101,0.118832876905799,-0.0044238418340683,0.06279277941212061,0.11272812355309701,0.119222720270045,0.127500881440938,0.126623533666134,0.127658728510141,0.0881429128348827,0.0769030675292015,0.0878702942281961,0.117514916928485,0.0766006279736757,0.134400114417076,0.126982917543501,0.118038346990943,0.12384930998086899,0.12865244038403,0.113687504082918,0.12578676640987402,0.134630616754293
1685,0.0326926968991756,-0.013908252120018,0.033807553350925404,0.018642645329236998,-0.0580912344157696,-0.00638557411730289,-0.0073152636177837805,0.00168711657170206,0.0147582618519664,-0.031809888780117,0.017628584057092698,-0.026722364127635997,-0.0203957837074995,-0.0239012613892555,-0.00337462406605482,0.0199903100728989,0.012151221744716199,0.0044261929579079195,0.026257524266839,0.025015324354171798,0.0289567466825247,0.00500353798270226,0.0317130088806152,0.02893409691751,0.11427578330039999,0.124382108449936,0.118834432214499,-0.00426680967211723,0.0619076173752546,0.11273593408986901,0.119230530806817,0.127504791133106,0.12662430852651602,0.127672012895346,0.0881725996732712,0.0768975932151079,0.0878999829292297,0.117520381696522,0.0766037553548813,0.134397777728736,0.126985263545066,0.118035228922963,0.123847745358944,0.128656340762973,0.113687504082918,0.125787548720837,0.134641556069255
1690,0.0326755121350288,-0.013902788050472702,0.0338208302855492,0.018642645329236998,-0.05819983035326,-0.00716134998947382,-0.0073097893036902,0.00169179914519191,0.0147598264738917,-0.031807541847229,0.0176184270530939,-0.026693457737565002,-0.0204207804054022,-0.0238707922399044,-0.00336914998479187,0.0199957750737667,0.0121496580541134,0.00442931149154902,0.0262567419558764,0.025012206286191902,0.02895831130445,0.00500353798270226,0.0317122265696526,0.0289395619183779,0.11428124736994501,0.12439538538456,0.118834432214499,-0.0043754056096077,0.0611318415030837,0.112741408403963,0.119235213380307,0.127506355755031,0.12662665545940402,0.12766185589134701,0.0882015060633421,0.0768725965172052,0.0879304520785809,0.117525855777785,0.0766092203557491,0.13439621403813398,0.126988382078707,0.118034446612,0.123844627290964,0.128657905384898,0.113687504082918,0.12578676640987402,0.134647021070123
1695,0.0326622277498245,-0.013894977048039402,0.0338403582572937,0.0186442080885172,-0.058182638138532604,-0.00760275823995471,-0.00730119692161679,0.0016988372663036,0.014762944541871499,-0.0318044163286686,0.017613735049963,-0.0266637708991766,-0.0203528106212616,-0.0238418858498335,-0.00336524960584939,0.019999684765934903,0.0121480943635106,0.00443243980407715,0.0262567419558764,0.025011423975229298,0.028959091752767598,0.00500510213896632,0.0317145735025406,0.02893409691751,0.11428905837237799,0.124414913356304,0.11883599497377899,-0.0043582133948802905,0.0606904332526028,0.112750000786036,0.11924225150141901,0.127509473823011,0.126629780977964,0.127657163888216,0.0882311929017305,0.0769405663013458,0.0879593584686518,0.117529756156728,0.0766131300479174,0.134394650347531,0.126991510391235,0.118034446612,0.12384384498000099,0.128658685833216,0.11368906823918201,0.125789113342762,0.134641556069255
1700,0.032639577984809896,-0.013887939043343098,0.0338583253324032,0.0186387430876493,-0.0581967048346996,-0.0077332304790616,-0.00729338638484478,0.0017043018015101602,0.0147676365450025,-0.0318036340177059,0.0176192093640566,-0.026634082198143,-0.0203840639442205,-0.0238145440816879,-0.00335977552458644,0.0199973396956921,0.0121488757431507,0.00443712202832103,0.0262583065778017,0.0250098612159491,0.028970031067729,0.0050097843632102,0.0317153558135033,0.0289403423666954,0.114296096377075,0.12443288043141401,0.11883052997291099,-0.00437228009104729,0.0605599610134959,0.112757811322808,0.119247716036625,0.127514165826142,0.126630563288927,0.12766263820231,0.0882608816027641,0.07690931297838689,0.0879867002367973,0.117535230237991,0.0766107849776745,0.134395431727171,0.126996192615479,0.118036011233926,0.12384228222072101,0.128669625148177,0.113693750463426,0.125789895653725,0.13464780151844
1705,0.0326286405324936,-0.013878564350307,0.033880203962326,0.0186449903994799,-0.0582685805857182,-0.00797307956963778,-0.00728479353711009,0.0017121123382821699,0.0147731015458703,-0.0317981652915478,0.017629366368055302,-0.0266043990850449,-0.0203551575541496,-0.0237832926213741,-0.00335352891124785,0.0200059320777655,0.0121496580541134,0.00444181449711323,0.0262590870261192,0.0250067319720984,0.0289747230708599,0.00501213083043694,0.031707543879747405,0.028945816680789,0.11430547107011099,0.124454759061337,0.118836777284741,-0.00444415584206581,0.0603201119229198,0.112766404170543,0.11925552657339701,0.12751963082701,0.126636032015085,0.127672795206308,0.0882905647158623,0.0769382193684578,0.0880179516971111,0.117541476851329,0.0766193773597479,0.13439621403813398,0.12700088508427101,0.118036791682243,0.12383915297687101,0.128674317151308,0.113696096930653,0.125782083719969,0.134653275832534
1710,0.0326051972806454,-0.0138738816604018,0.033897388726472896,0.0186449903994799,-0.0581302978098392,-0.00785354617983103,-0.00727854715660214,0.0017144584562629498,0.0147777935490012,-0.0317966006696224,0.0176301468163729,-0.026573929935693703,-0.020342655479908,-0.0237575098872185,-0.0033480548299849,0.0200043767690659,0.0121160596609116,0.00444103218615055,0.026255959644913698,0.0250051692128181,0.0289794057607651,0.00501134851947427,0.0317098908126354,0.0289387796074152,0.11431015376001599,0.12447194382548299,0.118836777284741,-0.0043058730661869,0.0604396453127265,0.112772650551051,0.119257872691378,0.127524322830141,0.126637596637011,0.127673575654626,0.0883210338652134,0.0769507214426994,0.0880437344312668,0.117546950932592,0.07661782205104829,0.134362615644932,0.127000102773309,0.118033664301038,0.12383759021759,0.128678999841213,0.11369531461969,0.125784430652857,0.13464623875916001
1715,0.0325887948274612,-0.0138668529689312,0.033915366977453204,0.0186473373323679,-0.058394357562065104,-0.00779026001691818,-0.0072707268409431,0.0017246151110157399,0.014780911616981,-0.0317950434982777,0.0176403038203716,-0.0265473648905754,-0.020255936309695202,-0.023729385808110202,-0.00334337237291038,0.0200043767690659,0.0121379373595119,0.0044449423439800705,0.026254395022988302,0.0250043962150812,0.0289856530725956,0.00501291267573833,0.0317114442586899,0.0289450343698263,0.114317182451487,0.124489922076464,0.118839124217629,-0.00456993281841278,0.0605029314756393,0.11278047086671,0.119268029346131,0.12752744089812001,0.126639153808355,0.127683732658625,0.0883475989103317,0.0770374406129122,0.088071858510375,0.11755163338966701,0.07661782205104829,0.134384493343532,0.127004012931138,0.11803209967911199,0.123836817219853,0.128685247153044,0.11369687877595401,0.125785984098911,0.134652493521571
1720,0.0325739458203316,-0.013858251273632,0.0339325517416,0.018650464713573497,-0.058375608175993,-0.00780119886621833,-0.00726369861513376,0.00173164368607104,0.0147816939279437,-0.0317926965653896,0.017654361203312898,-0.0265184585005045,-0.0202442165464163,-0.0237004794180393,-0.00334024429321289,0.0200043767690659,0.0121371550485492,0.00444806087762117,0.0262536145746708,0.0249997042119503,0.0289887804538012,0.00501524936407804,0.0317106731235981,0.0289544090628624,0.114325784146786,0.124507106840611,0.118842251598835,-0.00455118343234062,0.0604919926263392,0.112787499092519,0.119275057921186,0.127528223209083,0.126641500741243,0.127697790041566,0.0883765053004026,0.0770491603761911,0.0881007649004459,0.117554761469364,0.07661782205104829,0.13438371103256902,0.127007131464779,0.118031319230795,0.123832125216722,0.128688374534249,0.113699215464294,0.12578521296382,0.13466186821460702
1725,0.032546605914831196,-0.0138527862727642,0.0339497365057468,0.0186496824026108,-0.058438889682292904,-0.007939481176435951,-0.00725588761270046,0.00173633568920195,0.0147871682420373,-0.0317911319434643,0.0176590532064438,-0.0264903344213963,-0.0202379692345858,-0.0236723553389311,-0.00333712575957179,0.0200059320777655,0.0121395010501146,0.0044519710354506995,0.026254395022988302,0.0249981395900249,0.028996590524911898,0.00501837721094489,0.0317145735025406,0.0289528463035822,0.11433124914765401,0.12452429160475699,0.118841469287872,-0.00461446493864059,0.0603537103161216,0.112795310094953,0.119279749924317,0.127533697523177,0.126643065363169,0.127702482044697,0.0884046293795109,0.0770554076880217,0.0881288889795542,0.117557880003005,0.0766193773597479,0.134386057034135,0.127011041622609,0.11803209967911199,0.12383056059479701,0.12869618460536,0.113702343311161,0.125789113342762,0.134660305455327
1730,0.0325231738388538,-0.0138520048931241,0.0339606739580631,0.018650464713573497,-0.0585568621754646,-0.0080832289531827,-0.00725510576739907,0.0017378997290506998,0.014791850931942501,-0.0317864455282688,0.0176512431353331,-0.0264598652720451,-0.0201910864561796,-0.0236434508115053,-0.00332852359861135,0.0200121868401766,0.012142620049417,0.00445821741595864,0.0262567419558764,0.0249981395900249,0.029006747528910602,0.0050230692140758,0.031717699021101005,0.0289551913738251,0.114332030527294,0.12453522905707401,0.118842251598835,-0.00473243743181229,0.0602099625393748,0.112796091940254,0.119281313964166,0.127538380213082,0.126647751778364,0.127694671973586,0.088435098528862,0.0771022904664278,0.0881577935069799,0.11756648216396601,0.076625632122159,0.134389176033437,0.127017288003117,0.118034446612,0.12383056059479701,0.12870634160935898,0.113707035314292,0.12579223886132201,0.13466265052557
1735,0.0324981696903706,-0.013848876580596,0.0339755155146122,0.0186473373323679,-0.0585099868476391,-0.00815120711922646,-0.00725354161113501,0.00174258230254054,0.014797325246036101,-0.031782541424036,0.0176527965813875,-0.0264301765710115,-0.020118435844779,-0.023614538833499,-0.0033230590634048,0.0200098417699337,0.01214106567204,0.00446134572848678,0.026255959644913698,0.0249973572790623,0.0290114395320415,0.00502463337033987,0.0317169167101383,0.0289622209966183,0.114335158839822,0.12455007061362301,0.118839124217629,-0.00468556210398674,0.0601419843733311,0.112797656096518,0.11928599653765601,0.127543854527175,0.126651655882597,0.12769622541964099,0.0884647872298956,0.0771749410778284,0.0881867054849863,0.11757194669917201,0.0766232870519161,0.13438762165606,0.127020416315645,0.118033664301038,0.123829778283834,0.12871103361249,0.11370859947055599,0.12579145655036,0.134669680148363
1740,0.0324708260595798,-0.0138449762016535,0.0339895822107792,0.0186465550214052,-0.0585771724581718,-0.00834495481103659,-0.00724885938689113,0.00174649234395474,0.014801225624978499,-0.0317801982164383,0.0176598355174065,-0.0264020524919033,-0.0200801566243172,-0.0235879793763161,-0.00331993098370731,0.0200082771480083,0.0121418470516801,0.00446602795273066,0.026254395022988302,0.0249934569001198,0.029015339910984,0.0050254059024155105,0.0317098908126354,0.028972378000617,0.114339059218764,0.12456413730979,0.11883834190666699,-0.0047527477145195,0.059948236681520904,0.112802338320762,0.11928990657907,0.127547754906118,0.126653999090195,0.127703264355659,0.0884929113090038,0.0772132202982903,0.0882132649421692,0.11757507477887,0.0766217224299908,0.13438840303570002,0.127025098539889,0.11803209967911199,0.123825877904892,0.128714933991432,0.113709372002631,0.125784430652857,0.134679837152362
1745,0.0324544236063957,-0.0138356015086174,0.034009113907814,0.0186473373323679,-0.058674830943346,-0.00830120034515858,-0.00724338507279754,0.0017519568791613,0.014801225624978499,-0.031780980527401,0.0176598355174065,-0.0263754893094301,-0.0200856197625399,-0.0235582925379276,-0.0033152485266327897,0.020012969151139298,0.0121402833610773,0.00446759210899472,0.0262536145746708,0.0249918941408396,0.0290215965360403,0.00502696959301829,0.0317106731235981,0.0289762783795595,0.1143484339118,0.124583669006824,0.118839124217629,-0.00485040619969368,0.0599919911473989,0.11280781263485601,0.11929537111427599,0.127547754906118,0.126653216779232,0.127703264355659,0.088519474491477,0.0772077571600676,0.0882429517805576,0.11757975723594401,0.0766264144331217,0.13438683934509799,0.127026662696153,0.118031319230795,0.123824315145612,0.128721190616488,0.11371093569323401,0.12578521296382,0.134683737531304
1750,0.0324395745992661,-0.0138316918164492,0.034023180603981,0.0186481177806854,-0.0586826391518116,-0.00825901981443167,-0.00724025722593069,0.00175743096042424,0.0148066990077496,-0.0317801982164383,0.017660617828369102,-0.026347365230321898,-0.0200840570032597,-0.0235317274928093,-0.00331133836880326,0.020012969151139298,0.0121371550485492,0.00447072042152286,0.026254395022988302,0.0249895472079515,0.0290254969149828,0.00502853374928236,0.0317137911915779,0.0289825331419706,0.11435234360396901,0.124597735702991,0.118839904665947,-0.00485821440815926,0.0600341716781259,0.112810940481722,0.11930084519553899,0.12755322828888901,0.126653999090195,0.127704046666622,0.08854759857058529,0.0772093199193478,0.088269516825676,0.11758366739377399,0.0766264144331217,0.13438371103256902,0.127029791008681,0.11803209967911199,0.123821968212724,0.128725090995431,0.11371249984949801,0.125788331031799,0.134689992293715
1755,0.0324208252131939,-0.0138238808140159,0.0340411476790905,0.0186496824026108,-0.058427952229976696,-0.00826526619493961,-0.00723401037976146,0.0017636775737628302,0.014810600318014601,-0.0317755118012428,0.0176629535853863,-0.026318458840251,-0.0200559329241514,-0.0235036034137011,-0.00330587383359671,0.0200106240808964,0.012136373668909099,0.0044738482683897,0.0262536145746708,0.024986419826746,0.0290317535400391,0.00503087975084782,0.0317161343991756,0.028991125524044002,0.114360154606402,0.124615702778101,0.118841469287872,-0.00460352748632431,0.0600279252976179,0.112817187327892,0.119307091808878,0.127557129599154,0.12665868550539,0.127706382423639,0.0885765049606562,0.077237443998456,0.0882976409047842,0.11758913192897999,0.0766240693628788,0.134382929652929,0.12703291885554802,0.118031319230795,0.123818840831518,0.12873134762048702,0.11371484585106399,0.125790674239397,0.134698584675789
1760,0.0323934815824032,-0.013827009126544,0.0340513028204441,0.018642645329236998,-0.058843582868576,-0.00811917241662741,-0.00723479269072413,0.00176602357532829,0.0148121640086174,-0.031773164868354804,0.017654361203312898,-0.0262903347611427,-0.0200442112982273,-0.023475479334592802,-0.0033019636757671803,0.0200074948370457,0.0121355913579464,0.00447774864733219,0.0262536145746708,0.0249856375157833,0.0290372166782618,0.00503244390711188,0.0317169167101383,0.028991125524044002,0.114357026293874,0.124625857919455,0.118834432214499,-0.0050191581249237095,0.0601740190759301,0.112816405016929,0.119309437810443,0.127558693289757,0.126661032438278,0.127697790041566,0.0886046290397644,0.0772491656243801,0.0883257649838924,0.11759304208681,0.0766209401190281,0.134382147341967,0.12703681923449,0.118031319230795,0.123818058520555,0.12873681075871,0.11371641000732799,0.12579145655036,0.134698584675789
1765,0.0323872268199921,-0.0138121601194143,0.0340739525854588,0.0186520293354988,-0.0588537380099297,-0.00795823056250811,-0.00722385384142399,0.00177618023008108,0.0148184197023511,-0.031769260764121995,0.0176559258252382,-0.026260647922754298,-0.020038748160004602,-0.023448133841156998,-0.00329649914056063,0.020009059458971,0.012134027667343601,0.0044808769598603205,0.0262512676417828,0.0249825194478035,0.0290403459221125,0.00503322575241327,0.031717699021101005,0.0289895627647638,0.114371875301003,0.124648507684469,0.11884381622076,-0.00502931326627731,0.0603349609300494,0.112827343866229,0.11931959446519601,0.12756494898349,0.12666493654251101,0.127699354663491,0.0886343158781528,0.0772546287626028,0.0883531104773283,0.117598506622016,0.0766225047409534,0.134380583651364,0.127039947547019,0.118028972297907,0.123814940452576,0.128739940002561,0.113717191852629,0.12579223886132201,0.13469702191650898
1770,0.0323676951229572,-0.0138066960498691,0.0340895839035511,0.0186528004705906,-0.0588349848985672,-0.007965259253978731,-0.00722150783985853,0.00177930830977857,0.014822321012616201,-0.031766913831234,0.0176598355174065,-0.0262333005666733,-0.0200410932302475,-0.0234200097620487,-0.00329024298116565,0.0200121868401766,0.0121348090469837,0.00448478711768985,0.0262489318847656,0.0249817371368408,0.0290481559932232,0.0050355624407529805,0.031717699021101005,0.028984097763896,0.11437733937054899,0.124664139002562,0.118844587355852,-0.00501056015491486,0.0603279322385788,0.112829689867795,0.11932272254489401,0.127568850293756,0.126667283475399,0.127703264355659,0.0886616632342339,0.0772522836923599,0.0883812345564365,0.11760476278141099,0.076625632122159,0.134381365031004,0.127043857704848,0.11802663654088999,0.123814158141613,0.128747750073671,0.11371952854096899,0.12579223886132201,0.134691556915641
1775,0.0323575474321842,-0.0138020031154156,0.0341052040457726,0.018650464713573497,-0.0589623302221298,-0.00801447872072458,-0.00721369730308652,0.00178790092468262,0.0148293487727642,-0.031763009727001204,0.0176457688212395,-0.0262043941766024,-0.0200293734669685,-0.0233911033719778,-0.00328790652565658,0.0200082771480083,0.0121332453563809,0.00448868749663234,0.0262520499527454,0.024978607892990102,0.0290489383041859,0.00503869028761983,0.031717699021101005,0.0289895627647638,0.114382032305002,0.124679759144783,0.118842251598835,-0.00513790547847748,0.0602787127718329,0.112837500404567,0.119331315159798,0.127575878053904,0.126671187579632,0.127689197659492,0.0886905696243048,0.0772640034556389,0.0884101409465075,0.11760709923692,0.0766217224299908,0.134379801340401,0.12704775808379098,0.11802975460887,0.123811028897762,0.128748532384634,0.11372265638783599,0.12579223886132201,0.13469702191650898
1780,0.0323473922908306,-0.013793410733342198,0.0341239534318447,0.0186543650925159,-0.0589904598891735,-0.007896518334746359,-0.00720823276787996,0.00179336545988917,0.0148324770852923,-0.0317598842084408,0.017641868442297,-0.0261747073382139,-0.0200238991528749,-0.0233621969819069,-0.00328086852096021,0.0200059320777655,0.012132472358644,0.00449181534349918,0.0262536145746708,0.0249778274446726,0.029055966064333902,0.0050402544438839,0.0317169167101383,0.0289887804538012,0.114390624687076,0.124698508530855,0.118846151977777,-0.0051660351455211605,0.0603966731578112,0.112842964939773,0.119336779695004,0.127579006366432,0.126674313098192,0.12768529728055,0.0887202564626932,0.0772694777697325,0.0884390473365784,0.117614137241617,0.0766193773597479,0.134379028342664,0.127050885930657,0.118031319230795,0.12381024844944499,0.128755560144782,0.1137242205441,0.12579145655036,0.134696239605546
1785,0.0322989448904991,-0.0137902833521366,0.034134890884161,0.0186528004705906,-0.058995146304369,-0.00783245079219341,-0.00720588676631451,0.00179649353958666,0.0148371690884233,-0.0317567586898804,0.0176527965813875,-0.0261465832591057,-0.0199903100728989,-0.0233356319367886,-0.0032754039857536598,0.020006712526083,0.0121316909790039,0.00449494365602732,0.0262536145746708,0.0249754898250103,0.0290606580674648,0.00504181860014796,0.0317192636430264,0.0289833154529333,0.11439375206828101,0.12470944598317099,0.118844587355852,-0.00517072156071663,0.0604607407003641,0.112845310941339,0.11933990777470199,0.127583698369563,0.12667743861675299,0.12769622541964099,0.0887483805418015,0.0773030668497086,0.0884656123816967,0.117619601776823,0.0766201578080654,0.134378246963024,0.127054014243186,0.118031319230795,0.123807910829782,0.128760252147913,0.113725784700364,0.125793803483248,0.13469077460467802
1790,0.0322770774364471,-0.0137840360403061,0.0341505222022533,0.0186528004705906,-0.0590943619608879,-0.00775119755417109,-0.00720119476318359,0.00180117599666119,0.0148410694673657,-0.0317520722746849,0.0176676455885172,-0.026118459179997403,-0.0199379622936249,-0.023305945098400102,-0.00326992990449071,0.0200074948370457,0.012130908668041201,0.00449806218966842,0.026255177333951,0.0249754898250103,0.0290684700012207,0.00504416460171342,0.0317184813320637,0.0289864335209131,0.11439999938011201,0.12472507730126399,0.118844587355852,-0.0052699372172355695,0.0605419939383864,0.112850002944469,0.119344590231776,0.127587598748505,0.126682125031948,0.12771107442677,0.0887765046209097,0.0773554146289825,0.0884952992200851,0.117625075858086,0.0766209401190281,0.13437746465206102,0.127057132776827,0.118032881990075,0.123807910829782,0.128768064081669,0.113728130701929,0.125793021172285,0.134693892672658
1795,0.0322567634284496,-0.0137770073488355,0.0341677069664001,0.0186543650925159,-0.0589381121098995,-0.0077808853238821,-0.00719416607171297,0.00180821411777288,0.014847326092422,-0.0317458249628544,0.0176746752113104,-0.0260879900306463,-0.0199074931442738,-0.0232770387083292,-0.0032629012130200898,0.0200145337730646,0.012132472358644,0.00450197188183665,0.026254395022988302,0.0249707978218794,0.0290739331394434,0.00504650082439184,0.0317192636430264,0.0289879981428385,0.114407028071582,0.124742262065411,0.118846151977777,-0.00511368736624718,0.0605123061686754,0.11285703163594,0.119351628352888,0.127593855373561,0.126688372343779,0.127718104049563,0.0888069737702608,0.0773858837783337,0.0885242056101561,0.117632104549557,0.07662797905504701,0.134379028342664,0.127061042468995,0.11803209967911199,0.123803218826652,0.128773527219892,0.11373046692460799,0.125793803483248,0.13469545729458302
1800,0.0322403535246849,-0.013770751655101799,0.0341833308339119,0.0186551474034786,-0.0590888969600201,-0.0076949498616159,-0.00719103775918484,0.00181446073111147,0.0148512264713645,-0.0317450426518917,0.0176793672144413,-0.026061424985528,-0.0198793690651655,-0.023248914629221,-0.0032566545996815,0.0200168695300817,0.012132472358644,0.00450587272644043,0.0262614246457815,0.0249707978218794,0.0290786251425743,0.00504884729161859,0.0317208170890808,0.028991125524044002,0.114413283765316,0.12475788593292199,0.11884693428874,-0.00526447221636772,0.0605982416309416,0.112860159948468,0.119357874966227,0.127597755752504,0.126689154654741,0.127722796052694,0.0888335388153791,0.0774140078574419,0.0885523296892643,0.117638351162896,0.0766303148120642,0.134379028342664,0.127064943313599,0.118039129301906,0.123803218826652,0.12877821922302202,0.113732813391834,0.125795356929302,0.134698584675789
1805,0.032205980271101,-0.0137668512761593,0.0341958329081535,0.0186512470245361,-0.0590928010642529,-0.007829322479665281,-0.00718791922554374,0.00181680673267692,0.0148559184744954,-0.031741913408041,0.0176668632775545,-0.026032518595457098,-0.0198950003832579,-0.0232223514467478,-0.00325274467468262,0.0200184341520071,0.0121293449774384,0.0045074368827045,0.0262590870261192,0.0249684527516365,0.0290809720754623,0.00504962913691998,0.031717699021101005,0.0289794057607651,0.114417184144258,0.124770388007164,0.118843033909798,-0.00526837632060051,0.0604638690128922,0.11286327848210899,0.119360220967792,0.127602447755635,0.126692283898592,0.127710292115808,0.0888624452054501,0.0773983765393496,0.0885788928717375,0.117642261087894,0.0766318794339895,0.134375900961459,0.127066507469863,0.118036791682243,0.12380087375640901,0.12878056615591002,0.113733595237136,0.12579223886132201,0.13468686491251
1810,0.032194260507822,-0.0137613769620657,0.034211453050375,0.0186528004705906,-0.0590560808777809,-0.00788713432848454,-0.0071847913786768905,0.00182227126788348,0.0148598188534379,-0.0317364484071732,0.0176551435142756,-0.0260043945163488,-0.0198731236159801,-0.0231934450566769,-0.00324806198477745,0.0200199987739325,0.0121301263570786,0.00451056472957134,0.026259860023856198,0.0249661058187485,0.0290848724544048,0.00505275698378682,0.0317192636430264,0.028984097763896,0.114422658458352,0.124786008149385,0.118844587355852,-0.00523165613412857,0.060406057164073,0.112866406328976,0.119365685502999,0.127606348134577,0.12669774889946,0.127698572352529,0.0888905692845583,0.0774202533066273,0.0886077992618084,0.11764694377780001,0.07663344405591489,0.134376682341099,0.12706963531673,0.11803756467998,0.12379852682352101,0.128784466534853,0.113736723084003,0.125793803483248,0.134691556915641
1815,0.0320669151842594,-0.013767633587122002,0.0342184901237488,0.0186473373323679,-0.05915217846632,-0.00764651270583272,-0.0071847913786768905,0.0018230533460155101,0.0148645108565688,-0.031734883785247796,0.0176457688212395,-0.0259770527482033,-0.0198317132890224,-0.0231661032885313,-0.00324336998164654,0.0200176518410444,0.012128562666475799,0.00451369257643819,0.026259860023856198,0.0249653328210115,0.029089564457535702,0.0050535392947495,0.031717699021101005,0.0289872158318758,0.114416401833296,0.12479304522275901,0.118839124217629,-0.00532775372266769,0.0606466787867248,0.112866406328976,0.11936646758113101,0.127611040137708,0.126699313521385,0.127689197659492,0.0889179110527039,0.077461663633585,0.088635141029954,0.117651635780931,0.0766310971230268,0.134375118650496,0.127072763163596,0.11803756467998,0.123797753825784,0.128789158537984,0.113737505394965,0.12579223886132201,0.134694674983621
1820,0.0321575440466404,-0.0137496562674642,0.034240361303091,0.0186520293354988,-0.0591451451182365,-0.00794650986790657,-0.00717619899660349,0.0018332100007683002,0.014869193546473999,-0.031734105199575396,0.0176442041993141,-0.0259504877030849,-0.0198473446071148,-0.0231387615203857,-0.00323790544643998,0.0200121868401766,0.0121254343539476,0.00451369257643819,0.0262583065778017,0.0249629877507687,0.029093464836478202,0.00505509367212653,0.0317161343991756,0.028980970382690402,0.114434379152954,0.124814916402102,0.11884381622076,-0.0053207203745842,0.060346681624651,0.11287499871105,0.119376624235883,0.127615722827613,0.126700092107058,0.127687633037567,0.0889444760978222,0.0774460323154926,0.0886624827980995,0.117657100316137,0.076625632122159,0.13437199033796798,0.127072763163596,0.118036011233926,0.123795408755541,0.128793058916926,0.113739059772342,0.125790674239397,0.134688429534435
