t_s,R91,R92,R93,R94,R95,R96,R97,R98,R83,R84,R85,R86,R87,R88,R89,R90,R75,R76,R77,R78,R80,R81,R82
1395,,,,,,,,,0.0424107052385807,,0.0421013347804546,0.0368481799960136,,,,0.052304495126009,0.038871631026268,0.0349880196154118,0.0190785881131887,0.0231692306697369,0.0536451227962971,0.0212903115898371,0.0362278744578362
1400,,,,,,,,,0.0424138344824314,,0.0420880503952503,0.0368122458457947,,,,0.0522818379104137,0.038873977959156,0.0349747464060783,0.0190770234912634,0.0231700129806995,0.0536435581743717,0.02129265666008,0.0362223982810974
1405,,,,,,,,,0.0424185171723366,,0.0420716479420662,0.0367747470736504,,,,0.0522630885243416,0.0388763211667538,0.0349794290959835,0.0190778058022261,0.0231723487377167,0.0536380931735039,0.0213035959750414,0.0362169370055199
1410,,,,,,,,,0.0424247719347477,,0.0420607067644596,0.0367411524057388,,,,0.0522459000349045,0.0388794429600239,0.0349825583398342,0.0190785881131887,0.0231723487377167,0.0536334030330181,0.0213043782860041,0.036209125071764
1415,,,,,,,,,0.0424302369356155,,0.0420474223792553,0.0367059968411922,,,,0.052227932959795,0.0388810038566589,0.0349809937179089,0.0190785881131887,0.0231700129806995,0.0536224655807018,0.0213067233562469,0.036197405308485
1420,,,,,,,,,0.0424333661794662,,0.042036484926939,0.0366724021732807,,,,0.0522099658846855,0.0388864800333977,0.0349809937179089,0.0190785881131887,0.0231707952916622,0.0536177828907967,0.0213145352900028,0.0361895933747292
1425,,,,,,,,,0.0424388311803341,,0.04202476516366,0.0366364680230618,,,,0.0521912090480328,0.0388895981013775,0.0349778644740582,0.0190770234912634,0.0231676660478115,0.0536107532680035,0.021316098049283,0.0361825563013554
1430,,,,,,,,,0.0424403958022594,,0.0420107059180737,0.0366036519408226,,,,0.0521771498024464,0.0388935096561909,0.0349786467850208,0.0190754607319832,0.0231653209775686,0.0536021590232849,0.021316098049283,0.0361770913004875
1435,,,,,,,,,0.0424443036317825,,0.041998203843832,0.0365692786872387,,,,0.052162304520607,0.038898192346096,0.0349809937179089,0.0190778058022261,0.0231746956706047,0.0535966865718365,0.0213239099830389,0.0361770913004875
1440,,,,,,,,,0.0424497686326504,,0.0419864840805531,0.0365372449159622,,,,0.0521490275859833,0.0389005355536938,0.0349809937179089,0.0190778058022261,0.0231786053627729,0.0535888746380806,0.0213254727423191,0.036170843988657
1445,,,,,,,,,0.0424521155655384,,0.0419755466282368,0.036504440009594,,,,0.0521349608898163,0.0389028824865818,0.034985676407814,0.0190817154943943,0.0231832880526781,0.0535802841186523,0.021333284676075,0.0361630246043205
1450,,,,,,,,,0.0424536801874638,,0.0419638343155384,0.0364677123725414,,,,0.0521201230585575,0.0389021001756191,0.0349841192364693,0.0190809331834316,0.0231856349855661,0.0535693429410458,0.0213325023651123,0.0361536480486393
1455,,,,,,,,,0.0424575805664063,,0.0419528968632221,0.0364333428442478,,,,0.0521029271185398,0.0389021001756191,0.0349786467850208,0.0190778058022261,0.0231840703636408,0.0535591877996922,0.0213262550532818,0.0361411571502686
1460,,,,,,,,,0.0424575805664063,,0.0419396087527275,0.036397397518158,,,,0.0520865246653557,0.0389036647975445,0.0349778644740582,0.0190770234912634,0.0231848526746035,0.0535505935549736,0.0213293731212616,0.0361325554549694
1465,,,,,,,,,0.0424607060849667,,0.0419278889894485,0.0363645926117897,,,,0.0520685575902462,0.0389052294194698,0.0349739640951157,0.0190754607319832,0.0231840703636408,0.053538091480732,0.0213285926729441,0.036120843142271
1470,,,,,,,,,0.04246461763978,,0.0419161804020405,0.0363325588405132,,,,0.0520529337227345,0.0389083474874496,0.0349739640951157,0.0190770234912634,0.0231864154338837,0.0535341836512089,0.0213317200541496,0.0361130237579346
1475,,,,,,,,,0.0424669533967972,,0.0419036746025085,0.0362958423793316,,,,0.0520576164126396,0.0389106944203377,0.0349747464060783,0.0190778058022261,0.0231903269886971,0.053526371717453,0.0213348474353552,0.0361052118241787
1480,,,,,,,,,0.0424700826406479,,0.0418919548392296,0.0362638086080551,,,,0.0520521551370621,0.0389138199388981,0.0349723994731903,0.0190785881131887,0.0231934450566769,0.0535177774727345,0.0213387478142977,0.0360997468233109
1485,,,,,,,,,0.0424716472625732,,0.0418786704540253,0.0362286567687988,,,,0.0520388670265675,0.0389146022498608,0.0349716171622276,0.0190778058022261,0.0231965724378824,0.0535091869533062,0.0213364120572805,0.0360911563038826
1490,,,,,,,,,0.0424747727811337,,0.0418669581413269,0.0361919291317463,,,,0.0520193390548229,0.0389161668717861,0.0349669270217419,0.0190778058022261,0.0231942273676395,0.053499810397625,0.0213317200541496,0.0360809974372387
1495,,,,,,,,,0.0424786731600761,,0.0418552383780479,0.0361575596034527,,,,0.0520052723586559,0.0389153845608234,0.0349653698503971,0.0190770234912634,0.0231934450566769,0.053488090634346,0.0213262550532818,0.0360677130520344
1500,,,,,,,,,0.0424833670258522,,0.0418427363038063,0.0361255258321762,,,,0.0519826225936413,0.0389185026288033,0.0349622443318367,0.0190770234912634,0.0231926627457142,0.0534841902554035,0.0213215630501509,0.0360536575317383
1505,,,,,,,,,0.0424833670258522,,0.041829451918602,0.0360919386148453,,,,0.0519630908966064,0.0389224141836166,0.0349583327770233,0.0190785881131887,0.0231965724378824,0.053476370871067,0.0213199984282255,0.0360473990440369
1510,,,,,,,,,0.0424880497157574,,0.0418161749839783,0.0360583402216434,,,,0.051945123821497,0.0389263145625591,0.0349559858441353,0.0190801527351141,0.0231973547488451,0.0534693412482738,0.021316098049283,0.0360372439026833
1515,,,,,,,,,0.04248883202672,,0.0418013259768486,0.0360239706933498,,,,0.0519255921244621,0.0389294438064098,0.0349520854651928,0.0190809331834316,0.0232020374387503,0.0534615330398083,0.0213176626712084,0.0360278710722923
1520,,,,,,,,,0.0424919612705708,,0.0417857058346272,0.0359888076782227,,,,0.0519060604274273,0.0389302261173725,0.0349497422575951,0.0190809331834316,0.0231997016817331,0.0534529387950897,0.0213106237351894,0.0360153652727604
1525,,,,,,,,,0.0424950793385506,,0.0417716391384602,0.035954438149929,,,,0.0518865287303925,0.0389325693249702,0.0349450595676899,0.0190785881131887,0.0232028197497129,0.0534427836537361,0.0213035959750414,0.0359981805086136
1530,,,,,,,,,0.0424974225461483,,0.0417591482400894,0.0359200574457645,,,,0.0518677681684494,0.038885697722435,0.0349380187690258,0.0190785881131887,0.0232020374387503,0.0534334070980549,0.0212957859039307,0.0359895899891853
1535,,,,,,,,,0.0425013341009617,,0.0417450815439224,0.0358864665031433,,,,0.051852148026228,0.0389185026288033,0.0349380187690258,0.0190793704241514,0.0232043825089931,0.0534248165786266,0.0212957859039307,0.0359794311225414
1540,,,,,,,,,0.0425067991018295,,0.0417341403663158,0.0358528718352318,,,,0.0518349632620811,0.0389310047030449,0.0349356830120087,0.0190817154943943,0.0232067294418812,0.0534162223339081,0.0212965682148933,0.0359700582921505
1545,,,,,,,,,0.0425114892423153,,0.0417208559811115,0.03581927344203,,,,0.0518193319439888,0.0389364697039127,0.0349309928715229,0.019082497805357,0.0232106391340494,0.0534052848815918,0.0212918762117624,0.0359591208398342
1550,,,,,,,,,0.0425130538642406,,0.0417068004608154,0.0357856824994087,,,,0.0518068410456181,0.0389442928135395,0.0349263101816177,0.0190817154943943,0.0232129767537117,0.0533943437039852,0.0212864112108946,0.0359466150403023
1555,,,,,,,,,0.0425161719322205,,0.0416974239051342,0.0357544310390949,,,,0.0518052764236927,0.0389474108815193,0.0349239632487297,0.0190817154943943,0.0232145395129919,0.0533873066306114,0.0212887562811375,0.035938024520874
1560,,,,,,,,,0.0425169542431831,,0.0416825748980045,0.0357192791998386,,,,0.0517833977937698,0.038948193192482,0.0349192693829536,0.0190801527351141,0.0232184492051601,0.0533787161111832,0.0212864112108946,0.0359177105128765
1565,,,,,,,,,0.0425193011760712,,0.0416700839996338,0.0356848984956741,,,,0.0517630837857723,0.0389505364000797,0.0349153690040112,0.019082497805357,0.0232215691357851,0.0533685572445393,0.0212778188288212,0.0359161570668221
1570,,,,,,,,,0.0425224304199219,,0.0416583642363548,0.0356513112783432,,,,0.0517458990216255,0.0389536656439304,0.0349114611744881,0.0190832801163197,0.0232246965169907,0.0533623099327087,0.0212746895849705,0.0359028726816177
1575,,,,,,,,,0.0424927398562431,,0.0416427329182625,0.035616148263216,,,,0.0517271496355534,0.0389560014009476,0.0349044315516949,0.019082497805357,0.0232223514467478,0.0533513724803925,0.0212676618248224,0.0358919315040112
1580,,,,,,,,,0.042486485093832,,0.0416294559836388,0.0355794318020344,,,,0.0517076179385185,0.0389583483338356,0.0348989591002464,0.019082497805357,0.023223914206028,0.0533396527171135,0.0212598517537117,0.0358778648078442
1585,,,,,,,,,0.0424927398562431,,0.0416169539093971,0.0355466157197952,,,,0.0516904331743717,0.0389614775776863,0.0348950587213039,0.0190809331834316,0.0232270434498787,0.0533318407833576,0.0212535951286554,0.0358692742884159
1590,,,,,,,,,0.0424919612705708,,0.0416036695241928,0.0355106815695763,,,,0.051674023270607,0.0389630421996117,0.0348895825445652,0.0190817154943943,0.0232286062091589,0.053321685642004,0.0212551597505808,0.0358598977327347
1595,,,,,,,,,0.0424935221672058,,0.0415911749005318,0.0354755185544491,,,,0.0516568347811699,0.0389677211642265,0.0348880179226398,0.019082497805357,0.0232332888990641,0.0533115267753601,0.0212465655058622,0.0358544327318668
1600,,,,,,,,,0.0424966439604759,,0.0415700823068619,0.0354434959590435,,,,0.0516404323279858,0.0389700680971146,0.0348841175436974,0.0190832801163197,0.023237980902195,0.0533037185668945,0.0212418735027313,0.0358434952795506
1605,,,,,,,,,0.0424997694790363,,0.0415685176849365,0.0354106798768044,,,,0.0516193360090256,0.0389708504080772,0.0348763093352318,0.019082497805357,0.0232410989701748,0.0532935597002506,0.0212340634316206,0.0358286462724209
1610,,,,,,,,,0.0425021164119244,,0.0415567979216576,0.0353778637945652,,,,0.0516013689339161,0.0389724150300026,0.0348716154694557,0.0190848354250193,0.0232442282140255,0.0532826222479343,0.0212262533605099,0.035797405987978
1615,,,,,,,,,0.0425060167908669,,0.0415419563651085,0.0353427119553089,,,,0.0515826195478439,0.0389755330979824,0.0348669327795506,0.0190863981842995,0.0232395455241203,0.0532740280032158,0.0212231241166592,0.0358028672635555
1620,,,,,,,,,0.0425083637237549,,0.0415294542908669,0.0353091135621071,,,,0.0515669919550419,0.0389786623418331,0.0348591133952141,0.0190871804952621,0.0232512559741735,0.0532607436180115,0.0212160963565111,0.03579505905509
1625,,,,,,,,,0.0425138361752033,,0.0415208600461483,0.0352778695523739,,,,0.0515513680875301,0.0389817878603935,0.0348559953272343,0.0190856158733368,0.0232207868248224,0.0532521530985832,0.0212129689753056,0.035784900188446
1630,,,,,,,,,0.0425169542431831,,0.041509922593832,0.035242710262537,,,,0.0515318363904953,0.0389849171042442,0.0348497368395329,0.0190848354250193,0.0232590772211552,0.053242776542902,0.0212075039744377,0.0357739627361298
1635,,,,,,,,,0.0425185188651085,,0.0414966382086277,0.0352083407342434,,,,0.0515154264867306,0.038988035172224,0.0348458364605904,0.0190848354250193,0.0232637599110603,0.0532302744686604,0.0212004743516445,0.0357638075947762
1640,,,,,,,,,0.0425208657979965,,0.0414864830672741,0.0351747423410416,,,,0.0514958947896957,0.0389895997941494,0.0348395816981792,0.0190871804952621,0.0232692323625088,0.0532216839492321,0.021197346970439,0.0357505232095718
1645,,,,,,,,,0.0425232127308846,,0.0414747707545757,0.0351403690874577,,,,0.0514755807816982,0.0389919467270374,0.0348317697644234,0.0190863981842995,0.0232715699821711,0.0532138720154762,0.0211848448961973,0.0357395932078362
1650,,,,,,,,,0.0425239950418472,,0.0414646156132221,0.0351075530052185,,,,0.0514568313956261,0.0389919467270374,0.0348239615559578,0.0190848354250193,0.0232754796743393,0.0532013699412346,0.0211692228913307,0.0357169322669506
1655,,,,,,,,,0.0425255484879017,,0.0414521098136902,0.0350747369229794,,,,0.05144277587533,0.0389942936599255,0.0348177142441273,0.0190848354250193,0.0232809446752071,0.0531904399394989,0.0211653131991625,0.0357130244374275
1660,,,,,,,,,0.0425263307988644,,0.0414372608065605,0.0350411497056484,,,,0.0514255911111832,0.0389974117279053,0.0348130203783512,0.0190856158733368,0.0232856366783381,0.0531802847981453,0.0211606305092573,0.0357036478817463
1665,,,,,,,,,0.042527113109827,,0.0414278879761696,0.0350091159343719,,,,0.0514083951711655,0.039002101868391,0.034806776791811,0.0190871804952621,0.0232903193682432,0.0531709082424641,0.021159065887332,0.03569271042943
1670,,,,,,,,,0.0425310209393501,,0.0414130501449108,0.0349762998521328,,,,0.0514021478593349,0.039002101868391,0.0347966179251671,0.0190848354250193,0.0232942290604115,0.0531607531011105,0.0211504735052586,0.0356763079762459
1675,,,,,,,,,0.0425325855612755,,0.0414005443453789,0.0349434949457645,,,,0.0513935536146164,0.0390052199363708,0.0347919277846813,0.0190863981842995,0.0232950113713741,0.0531521514058113,0.0211481284350157,0.0356677137315273
1680,,,,,,,,,0.0425349213182926,,0.0413903892040253,0.0349114611744881,,,,0.0513724610209465,0.0390075668692589,0.0347864627838135,0.0190863981842995,0.0233090687543154,0.0531443394720554,0.0211410988122225,0.0356591232120991
1685,,,,,,,,,0.042538832873106,,0.0413802340626717,0.0348802097141743,,,,0.0513474643230438,0.0390122607350349,0.0347825512290001,0.0190887451171875,0.0233153235167265,0.0531341843307018,0.0211410988122225,0.0356481820344925
1690,,,,,,,,,0.0425403974950314,,0.0413692928850651,0.0348489545285702,,,,0.0513287037611008,0.0390106961131096,0.0347747430205345,0.0190879628062248,0.023319223895669,0.0531240254640579,0.0211371891200542,0.0356364622712135
1695,,,,,,,,,0.0425419621169567,,0.0413591377437115,0.0348177142441273,,,,0.0513091757893562,0.0390114784240723,0.0347677133977413,0.0190895274281502,0.0233270451426506,0.0531130880117416,0.0211317241191864,0.0356247425079346
1700,,,,,,,,,0.0425442978739738,,0.0413466431200504,0.0347856804728508,,,,0.0512904264032841,0.0390130430459976,0.0347591191530228,0.0190871804952621,0.0233325101435184,0.0531029291450977,0.0211223494261503,0.0356114655733109
1705,,,,,,,,,0.0425450801849365,,0.0413341410458088,0.034756775945425,,,,0.0512748025357723,0.0390122607350349,0.0347536467015743,0.0190887451171875,0.0233387555927038,0.0530935563147068,0.0211129654198885,0.0356013104319572
1710,,,,,,,,,0.0425450801849365,,0.0413216389715672,0.0347239598631859,,,,0.0512584000825882,0.0390138253569603,0.0347473993897438,0.0190895274281502,0.023347357288003,0.0530841797590256,0.0211168769747019,0.035591933876276
1715,,,,,,,,,0.0425466448068619,,0.0413091368973255,0.0346934869885445,,,,0.0512388683855534,0.0390122607350349,0.0347388051450253,0.0190895274281502,0.0233465768396854,0.0530724711716175,0.0211129654198885,0.035576306283474
1720,,,,,,,,,0.042550552636385,,0.0412989780306816,0.0346645824611187,,,,0.051225584000349,0.0390153788030148,0.0347317680716515,0.0190903078764677,0.0233551692217588,0.053064651787281,0.0211075022816658,0.0355645827949047
1725,,,,,,,,,0.0425544530153275,,0.0412888340651989,0.0346356779336929,,,,0.0512076169252396,0.0390161611139774,0.0347255207598209,0.0190887451171875,0.0233637616038322,0.0530552752315998,0.0211043730378151,0.0355536565184593
1730,,,,,,,,,0.0425536707043648,,0.0412771105766296,0.0346052050590515,,,,0.0511912032961845,0.0390177257359028,0.034718494862318,0.0190863981842995,0.0233707893639803,0.0530474632978439,0.0210965629667044,0.0355419330298901
1735,,,,,,,,,0.0425521172583103,,0.0412661731243134,0.0345739535987377,,,,0.0511740185320377,0.0390169434249401,0.0347091183066368,0.0190879628062248,0.0233731362968683,0.0530388727784157,0.0210989080369473,0.0355278663337231
1740,,,,,,,,,0.0425536707043648,,0.0412560179829597,0.0345434956252575,,,,0.0511599630117416,0.0390192866325378,0.0347036458551884,0.0190871804952621,0.023380946367979,0.0530302785336971,0.0210926625877619,0.0355153642594814
1745,,,,,,,,,0.0425536707043648,,0.0412427335977554,0.0345130227506161,,,,0.051145114004612,0.0390224158763885,0.0346973985433578,0.0190887451171875,0.0233864206820726,0.0530216880142689,0.0210887528955936,0.0355036519467831
1750,,,,,,,,,0.0425544530153275,,0.0412333570420742,0.0344817712903023,,,,0.0511279292404652,0.0390208512544632,0.0346856787800789,0.0190871804952621,0.0233801640570164,0.0530107468366623,0.0210809409618378,0.0354919321835041
1755,,,,,,,,,0.0425575822591782,,0.0412200838327408,0.0344528667628765,,,,0.051111526787281,0.0390224158763885,0.0346786491572857,0.0190879628062248,0.0233957953751087,0.052997462451458,0.0210793782025576,0.0354809947311878
1760,,,,,,,,,0.0425575822591782,,0.0412091426551342,0.0344231799244881,,,,0.0510958954691887,0.0390231981873512,0.0346723943948746,0.0190879628062248,0.0234051700681448,0.0529888719320297,0.021073903888464,0.0354692749679089
1765,,,,,,,,,0.0425599291920662,,0.0411974228918552,0.0343927107751369,,,,0.0510779283940792,0.0390239804983139,0.0346614643931389,0.0190863981842995,0.02340985275805,0.0529818423092365,0.0210715662688017,0.0354575514793396
1770,,,,,,,,,0.0425575822591782,,0.0411802381277084,0.0343606732785702,,,,0.0510630868375301,0.0390255339443684,0.0346528626978397,0.0190848354250193,0.0234161093831062,0.0529724694788456,0.0210660938173532,0.0354434959590435
1775,,,,,,,,,0.0425536707043648,,0.0411708615720272,0.0343294218182564,,,,0.0510458946228027,0.0390231981873512,0.0346427038311958,0.019082497805357,0.0234207902103662,0.0529630929231644,0.0210621915757656,0.0354286469519138
1780,,,,,,,,,0.042550552636385,,0.0411607064306736,0.0342973992228508,,,,0.0510287098586559,0.0390270985662937,0.0346356779336929,0.019082497805357,0.0234090704470873,0.0529568381607533,0.0210614111274481,0.0354216173291206
1785,,,,,,,,,0.0425521172583103,,0.0411474220454693,0.0342669300734997,,,,0.0510138683021069,0.0390278808772564,0.0346263013780117,0.0190817154943943,0.0234200097620487,0.0529435612261295,0.0210535991936922,0.0354098975658417
1790,,,,,,,,,0.0425474271178246,,0.0411333553493023,0.0342356786131859,,,,0.0509958937764168,0.0390278808772564,0.0346161462366581,0.0190801527351141,0.0234301649034023,0.0529326237738132,0.0210512541234493,0.0353958420455456
1795,,,,,,,,,0.0425482057034969,,0.0411200784146786,0.0342059880495071,,,,0.0509833991527557,0.0390302278101444,0.0346083343029022,0.0190785881131887,0.0234364122152328,0.0529224686324596,0.0210410971194506,0.0353833399713039
1800,,,,,,,,,0.042541179805994,,0.0411036685109138,0.034173171967268,,,,0.0509693324565887,0.0390286631882191,0.0345981791615486,0.0190770234912634,0.0234418865293264,0.052909180521965,0.021035622805357,0.0353692732751369
1805,,,,,,,,,0.0425357036292553,,0.0410880446434021,0.0341442674398422,,,,0.05095449462533,0.0390270985662937,0.0345895849168301,0.0190746784210205,0.0234489142894745,0.0528990253806114,0.0210317224264145,0.0353544317185879
1810,,,,,,,,,0.0425357036292553,,0.0410755425691605,0.0341153629124165,,,,0.0509412102401257,0.0390013195574284,0.0345833301544189,0.0190746784210205,0.0234582889825106,0.052885752171278,0.0210223477333784,0.035296618938446
1815,,,,,,,,,0.0425310209393501,,0.041059922426939,0.0340856723487377,,,,0.050926361232996,0.0390052199363708,0.0345724001526833,0.0190731231123209,0.0234653279185295,0.0528755933046341,0.0210168734192848,0.0353153683245182
1820,,,,,,,,,0.0425294563174248,,0.041045855730772,0.0340583324432373,,,,0.0509107373654842,0.0390122607350349,0.0345653630793095,0.0190762411803007,0.0234747026115656,0.0528670027852058,0.0210184380412102,0.0353153683245182
1825,,,,,,,,,-0.006109008565545,0.0299130044877529,,,,0.0022308635525405,0.0333778560161591,0.0081472964957356,-0.0211442187428474,-0.0042363451793789,-0.0463857203722,-0.036928653717041,0.0105426218360662,-0.0427896156907082,-0.0228301621973515
1830,,,,,,,,,-0.0045965001918375,0.0316317640244961,,,,0.0033090019132942,0.0351536460220814,0.0097902677953243,-0.0190965551882982,-0.0023652457166463,-0.0444497764110565,-0.0348098985850811,0.0127324676141143,-0.0407950766384602,-0.0205637458711863
1835,,,,,,,,,-0.0029425907414406,0.0329841114580631,,,,0.00404649740085,0.0364060029387474,0.0113879293203354,-0.0172215458005667,-0.0007503890665248,-0.0425263307988644,-0.0329348891973495,0.014454354532063,-0.0388239771127701,-0.0185903068631887
1840,,,,,,,,,-0.0016050814883783,0.0341106802225113,,,,0.0045949360355734,0.0374200604856014,0.0126691907644272,-0.0155402943491936,0.0006449222564697,-0.0408677347004414,-0.0312715992331505,0.0159973241388798,-0.0371364690363407,-0.0169160738587379
1845,,,,,,,,,-0.0005011748871766,0.0350302122533321,,,,0.0048933792859315,0.0382700636982918,0.0137316891923547,-0.01413169875741,0.0018754005432128,-0.0393536649644375,-0.0298559702932835,0.0173035804182291,-0.0356692746281624,-0.0154324816539884
1850,,,,,,,,,0.0004441452038008,0.0358434952795506,,,,0.0050839995965361,0.0390028841793537,0.0146457571536303,-0.0128973098471761,0.0030152415856719,-0.0379724055528641,-0.0286301840096712,0.0184528063982725,-0.0343606732785702,-0.0140551282092929
1855,,,,,,,,,0.0012480544392019,0.0365333445370197,,,,0.0052097891457378,0.0396091341972351,0.0154332630336285,-0.0117941852658987,0.0040332223288714,-0.0367169380187988,-0.0275114346295595,0.0194692127406597,-0.0332192666828632,-0.012886380776763
1860,,,,,,,,,0.0019441508920863,0.0371388122439384,,,,0.0053183841519057,0.0401341319084167,0.0161082651466131,-0.0107465265318751,0.0049793147481977,-0.035577867180109,-0.0264770556241274,0.0204082764685154,-0.0321231707930565,-0.0117926215752959
1865,,,,,,,,,0.0025621221866458,0.0376708507537842,,,,0.0054347896948456,0.0406005457043648,0.0167090501636267,-0.0097801107913255,0.0058793160133063,-0.0345559865236282,-0.0255145505070686,0.0212699975818396,-0.0311387907713652,-0.0108121484518051
1870,,,,,,,,,0.0031097792088985,0.0381341241300106,,,,0.0055465027689933,0.0410161688923836,0.017248896881938,-0.0088863661512732,0.0066925999708473,-0.0336419232189655,-0.0246231406927109,0.0220543760806322,-0.0302122253924608,-0.0099207395687699
1875,,,,,,,,,0.003617591690272,0.0385489724576473,,,,0.0056629083119332,0.041417732834816,0.0177567098289728,-0.0080426121130585,0.0074129197746515,-0.0328411385416985,-0.0237778220325708,0.0227731317281723,-0.0293497182428837,-0.0090847965329885
1880,,,,,,,,,0.0040715024806559,0.038923978805542,,,,0.005776195321232,0.0417802333831787,0.0182121749967337,-0.0072269821539521,0.0080879209563136,-0.0321145728230476,-0.0229731313884258,0.0234582889825106,-0.0285458080470562,-0.008289479650557
1885,,,,,,,,,0.0044925976544618,0.0392692945897579,,,,0.0058855721727013,0.0421310216188431,0.0186215583235025,-0.0064394758082926,0.0087465187534689,-0.0314301960170269,-0.0221793837845325,0.0241168867796659,-0.0277575254440308,-0.0074933907017111
1890,,,,,,,,,0.0048722838982939,0.039578665047884,,,,0.0059949490241706,0.0424583628773689,0.018997335806489,-0.0056925960816443,0.0093715190887451,-0.0308059733361006,-0.0214184373617172,0.0247418880462646,-0.0270372107625008,-0.0067636966705322
1895,,,,,,,,,0.00522853853181,0.0398685075342655,,,,0.0060941600240767,0.0427661798894405,0.0193442143499851,-0.0049972818233072,0.009953555651009,-0.0302294101566076,-0.0207137484103441,0.0253200139850378,-0.0263676773756742,-0.0060738464817404
1900,,,,,,,,,0.0055590057745575,0.0401294492185116,,,,0.0061816689558327,0.0430646128952503,0.0196606256067753,-0.0043449401855468,0.0104730892926455,-0.0297161284834146,-0.0200504679232836,0.0258809551596642,-0.0257559586316347,-0.0054238508455455
1905,,,,,,,,,0.0058808801695704,0.0403849221765995,,,,0.0062754154205322,0.0433396138250828,0.0199489016085863,-0.0037011813838034,0.0109676169231534,-0.0292208138853312,-0.0194317139685154,0.0264208018779755,-0.0251739211380482,-0.0047933766618371
1910,,,,,,,,,0.0061855698004365,0.0406333543360233,,,,0.0063590048812329,0.0436138324439526,0.0202231220901012,-0.0031019686721265,0.011476993560791,-0.0287356562912464,-0.0188692081719637,0.0269333068281412,-0.0246200133115053,-0.0041839978657662
1915,,,,,,,,,0.0064879129640758,0.0408614799380302,,,,0.0064371298067271,0.0438591465353966,0.0204965583980083,-0.0025519656483084,0.0119527811184525,-0.0282426830381155,-0.0183559320867062,0.0274012759327888,-0.0240793898701668,-0.003594932379201
1920,,,,,,,,,0.0067832279019057,0.041071642190218,,,,0.0065090083517134,0.0440864935517311,0.0207715593278408,-0.0020746134687215,0.0124051282182336,-0.0277458094060421,-0.0178965460509062,0.0278372187167406,-0.023528603836894,-0.0030527496710419
1925,,,,,,,,,0.007055883295834,0.0412693023681641,,,,0.006573848426342,0.0442935265600681,0.0210145376622677,-0.0016230487963184,0.0128152845427394,-0.0272583048790693,-0.0174848269671202,0.0282372180372477,-0.0230137575417757,-0.0025316523388028
1930,,,,,,,,,0.0073176096193492,0.0414739884436131,,,,0.0066308877430856,0.0445036888122559,0.0212465655058622,-0.0011535166995599,0.0132121555507183,-0.0267575215548277,-0.0171262361109257,0.0286090932786465,-0.0225012581795454,-0.0020293043926358
1935,,,,,,,,,0.0075691696256399,0.0416638255119324,,,,0.0066918181255459,0.0446958728134632,0.0214684382081032,-0.0007042980287224,0.0135793490335345,-0.0262629892677069,-0.016784830018878,0.0289575289934874,-0.022002037614584,-0.0015472697559744
1940,,,,,,,,,0.0078043267130851,0.0418419539928436,,,,0.0067418194375932,0.0448693074285984,0.0216817185282707,-0.0003027343773283,0.013922318816185,-0.0257731433957815,-0.0164645183831453,0.0292825307697058,-0.021499689668417,-0.001101179048419
1945,,,,,,,,,0.0080363554880023,0.0420044586062431,,,,0.006788701750338,0.045044306665659,0.0219012536108494,5.82027423661202e-05,0.0142379468306899,-0.0253043938428164,-0.0161723233759403,0.0295926947146654,-0.0210340581834316,-0.0006855487590655
1950,,,,,,,,,0.0082590198144316,0.0421646125614643,,,,0.0068332287482917,0.0452099405229092,0.0221051592379808,0.0004324245383031,0.0145504474639893,-0.0248489230871201,-0.0158770084381104,0.0298911277204752,-0.0205887500196695,-0.0002605438057798
1955,,,,,,,,,0.008466824889183,0.0423216447234154,,,,0.006862916983664,0.0453693084418774,0.0223035998642445,0.0008105468587018,0.0148684112355113,-0.0243887659162283,-0.0155746648088098,0.0301965996623039,-0.0201449953019619,0.00014883041149
1960,,,,,,,,,0.0086691761389374,0.0424755476415157,,,,0.0068894764408469,0.0455177500844002,0.0224989131093025,0.0011808681301772,0.0151543514803052,-0.0239520445466042,-0.0152871701866388,0.0304762832820415,-0.0197137445211411,0.0005433654878288
1965,,,,,,,,,0.0088637061417102,0.0426208674907684,,,,0.0069176005199551,0.0456732176244259,0.0226911064237356,0.0015371131012216,0.0154348276555538,-0.0235348548740149,-0.0149863809347153,0.0307395737618208,-0.0193020235747099,0.0009199237683787
1970,,,,,,,,,0.0090551087632775,0.0427630506455898,,,,0.0069402595981955,0.0458161905407906,0.0228762626647949,0.0018902396550402,0.0157129466533661,-0.0231325104832649,-0.0146910659968853,0.0310044195502996,-0.0189020242542028,0.0012730503221973
1975,,,,,,,,,0.0092332363128662,0.0428888313472271,,,,0.0069558904506266,0.0459388419985771,0.0230575073510408,0.0022293089423328,0.0159809198230505,-0.0227528177201748,-0.014396533370018,0.03126535192132,-0.0185176469385624,0.0016089915297925
1980,,,,,,,,,0.0094012068584561,0.0430083647370338,,,,0.0069644832983613,0.0460536852478981,0.0232410989701748,0.0025566481053829,0.0162301436066628,-0.0223903171718121,-0.0141059113666415,0.0315145775675774,-0.0181496813893318,0.001923055620864
1985,,,,,,,,,0.0095629310235381,0.0431200861930847,,,,0.0069761942140758,0.0461669713258743,0.0234356392174959,0.0028863430488854,0.0164684187620878,-0.0220395363867283,-0.0138246631249785,0.031755980104208,-0.0177957713603973,0.0022277450188994
