t_s,R91,R92,R93,R94,R95,R96,R97,R98,R83,R84,R85,R86,R87,R88,R89,R90,R75,R76,R77,R78,R79,R80,R81,R82
175,,,,,,,,,,,,,,,,0.0157090462744236,0.0115301227197051,0.0007511710864491,0.0285965912044048,0.029303627088666,0.0294309705495834,0.0051988502964377,0.0303333178162575,0.0264043994247913
180,,,,,,,,,,,,,,,,0.015720758587122,0.0115668391808866,0.0007964897085912,0.0286059658974409,0.0292645636945963,0.0294114388525486,0.0052230642177164,0.0303997229784727,0.0264614298939705
185,,,,,,,,,,,,,,,,0.0157176386564969,0.0116043370217084,0.000837116211187,0.0286200325936079,0.029224719852209,0.0293958187103271,0.0052449414506554,0.0304520688951015,0.0264997091144323
190,,,,,,,,,,,,,,,,0.0157231036573648,0.0116402814164757,0.0008800792274996,0.0286278426647186,0.0291715897619724,0.0293872151523829,0.0052676009945571,0.0305036343634129,0.0265481472015381
195,,,,,,,,,,,,,,,,0.0157356075942516,0.0116699691861868,0.0009199237683787,0.0286348722875118,0.0291262809187173,0.0293676853179932,0.0052871322259306,0.0305481608957052,0.0265879910439253
200,,,,,,,,,,,,,,,,0.0157356075942516,0.0116965295746921,0.000955085735768,0.0286419093608856,0.0290723796933889,0.0293434709310532,0.0053027532994747,0.030596598982811,0.0266293995082378
205,,,,,,,,,,,,,,,,0.0157449822872876,0.0117246527224779,0.000991020235233,0.0286450292915106,0.0290262792259455,0.0293231569230556,0.0053183841519057,0.0306450352072716,0.0266637708991766
210,,,,,,,,,,,,,,,,0.0157606024295092,0.0117504308000207,0.0010261726565658,0.0286458097398281,0.0289825331419706,0.0292872227728367,0.0053340052254498,0.03069425560534,0.0266903396695852
215,,,,,,,,,,,,,,,,0.0157684218138456,0.0117793465033174,0.0010660170810297,0.0286559667438269,0.0289450343698263,0.0292708110064268,0.0053543183021247,0.0307395737618208,0.0267231464385986
220,,,,,,,,,,,,,,,,0.0157715417444706,0.0118043422698975,0.0010996151249855,0.0286559667438269,0.028895815834403,0.0292465966194868,0.0053676031529903,0.0307856649160385,0.0267450232058764
225,,,,,,,,,,,,,,,,0.0157637298107147,0.0118270013481379,0.001132430974394,0.0286653414368629,0.0288551896810532,0.0292255021631718,0.0053863525390625,0.0308333206921816,0.0267708003520966
230,,,,,,,,,,,,,,,,0.0155910775065422,0.0118488688021898,0.0011613368988037,0.0286645591259003,0.0287973787635565,0.0291989408433437,0.0053972909227013,0.0308715999126434,0.026781739667058
235,,,,,,,,,,,,,,,,0.0155496690422297,0.0118668461218476,0.001190242706798,0.0286465920507908,0.0287520587444305,0.0291614439338445,0.0054113483056426,0.0309169087558985,0.0267965886741877
240,,,,,,,,,,,,,,,,0.0154543584212661,0.0118863768875599,0.0012175845913589,0.0286395642906427,0.0286833085119724,0.0291419122368097,0.0054246326908469,0.0309669114649295,0.0268012713640928
245,,,,,,,,,,,,,,,,0.0154051398858428,0.0119059085845947,0.0012457084376364,0.0286301895976067,0.028636435046792,0.0291184708476067,0.0054394719190895,0.031010664999485,0.0268145557492971
250,,,,,,,,,,,,,,,,0.0153738874942064,0.0119207473471761,0.0012691497104242,0.0286176856607199,0.0285965912044048,0.0290700327605009,0.0054504107683897,0.0310505088418722,0.026820020750165
255,,,,,,,,,,,,,,,,0.0153606031090021,0.0119371507316828,0.0012933635152876,0.0286067482084036,0.0285473726689815,0.0290551837533712,0.0054621314629912,0.0310919191688299,0.0268247127532959
260,,,,,,,,,,,,,,,,0.0153957651928067,0.0119512174278497,0.0013152408646419,0.0285926908254623,0.0285036265850067,0.0290270615369081,0.0054715061560273,0.0311286356300116,0.0268293954432011
265,,,,,,,,,,,,,,,,0.0155973238870502,0.0119574638083577,0.0013347720960155,0.0285723768174648,0.0284504983574152,0.0289965905249118,0.0054800985381007,0.0311645697802305,0.026834087446332
270,,,,,,,,,,,,,,,,0.0156684201210737,0.0119691845029593,0.0013582133688032,0.0285747144371271,0.0284075252711773,0.028955964371562,0.0054886913858354,0.0312028490006924,0.0268395505845547
275,,,,,,,,,,,,,,,,0.0157113838940859,0.0119824688881636,0.0013808631338179,0.0285715963691473,0.0283575337380171,0.0289294049143791,0.0054988479241728,0.0312333200126886,0.0268364325165748
280,,,,,,,,,,,,,,,,0.0157457627356052,0.0119926258921623,0.0014003943651914,0.0285669025033712,0.0283036231994629,0.0288731567561626,0.0055051040835678,0.0312700346112251,0.0268395505845547
285,,,,,,,,,,,,,,,,0.0157652944326401,0.0120012182742357,0.0014191436348483,0.0285700317472219,0.0282536223530769,0.028860654681921,0.0055129146203398,0.0313051976263522,0.0268473718315363
290,,,,,,,,,,,,,,,,0.0157895088195801,0.0120145035907626,0.0014386748662218,0.0285606570541859,0.0281973741948605,0.0288301836699247,0.0055215070024132,0.0313380137085915,0.026855181902647
295,,,,,,,,,,,,,,,,0.015810603275895,0.0120246596634388,0.0014566421741619,0.0285567473620176,0.0281505007296801,0.0288028419017792,0.0055293175391852,0.0313645750284195,0.0268543995916843
300,,,,,,,,,,,,,,,,0.0158223249018192,0.0120269963517785,0.0014707088703289,0.0285512823611498,0.0280817504972219,0.0287715904414654,0.0055293175391852,0.0313872247934341,0.0268598645925522
305,,,,,,,,,,,,,,,,0.0158402919769287,0.0120340343564748,0.0014847755664959,0.0285348687320948,0.0280356500297784,0.028738783672452,0.0055316635407507,0.0314067639410496,0.0268676746636629
310,,,,,,,,,,,,,,,,0.0158590413630009,0.0120418453589081,0.0015019606798887,0.028534097597003,0.0279825292527675,0.0287223719060421,0.0055379103869199,0.0314247310161591,0.0268700215965509
315,,,,,,,,,,,,,,,,0.0158684160560369,0.0120441913604736,0.0015167999081313,0.0285325329750776,0.0279333107173442,0.0287005044519901,0.0055402563884854,0.0314395688474178,0.0268762782216072
320,,,,,,,,,,,,,,,,0.0158856101334095,0.0120512200519443,0.0015293025644496,0.028527058660984,0.0278669074177742,0.0286692511290312,0.0055426023900508,0.0314489454030991,0.026879396289587
325,,,,,,,,,,,,,,,,0.0159012321382761,0.0120551204308866,0.0015410232590511,0.0285169016569853,0.0278137773275375,0.0286278426647186,0.0055426023900508,0.0314536355435847,0.0268833059817553
330,,,,,,,,,,,,,,,,0.0159129519015551,0.0120582478120923,0.0015527438372373,0.0285090915858746,0.0277645587921143,0.0285887811332941,0.0055426023900508,0.0314552001655102,0.0268739312887191
335,,,,,,,,,,,,,,,,0.0159332659095526,0.0120637221261859,0.0015660190256312,0.0284989345818758,0.0277153383940458,0.028565339744091,0.0055433842353522,0.0314544178545475,0.0268840882927179
340,,,,,,,,,,,,,,,,0.0159457679837942,0.0120668411254883,0.0015777397202327,0.0284919068217277,0.0276700295507908,0.0285333152860403,0.0055418205447495,0.0314512923359871,0.026891116052866
345,,,,,,,,,,,,,,,,0.0159676354378462,0.0120699685066937,0.0015918064163997,0.0284864325076341,0.0276301857084036,0.0285184662789106,0.0055457209236919,0.0314317606389523,0.0269020553678274
350,,,,,,,,,,,,,,,,0.0159746743738651,0.0120809078216553,0.0016050814883783,0.0284801851958036,0.0275879949331284,0.028493469581008,0.0055449390783906,0.0314216017723083,0.0269075203686953
355,,,,,,,,,,,,,,,,0.0159934237599373,0.0120832538232207,0.0016144561814144,0.0284715928137302,0.0275356471538543,0.0284715928137302,0.0055426023900508,0.0314012914896011,0.0269106477499008
360,,,,,,,,,,,,,,,,0.0160168539732695,0.0120848082005978,0.0016261767596006,0.0284637827426195,0.0274942480027675,0.02844581566751,0.0055418205447495,0.0313801951706409,0.0269262790679932
365,,,,,,,,,,,,,,,,0.0160442069172859,0.0120895002037287,0.0016394614940509,0.0284590907394886,0.027445811778307,0.0284200273454189,0.0055379103869199,0.0313528515398502,0.0269317422062159
370,,,,,,,,,,,,,,,,0.0160629563033581,0.0120871542021632,0.0016464900691062,0.02844581566751,0.0274036210030317,0.0283950325101614,0.0055332276970148,0.0313169173896313,0.0269426815211773
375,,,,,,,,,,,,,,,,0.0160863865166903,0.0120871542021632,0.0016558646457269,0.0284387767314911,0.0273551847785711,0.0283614341169596,0.0055269715376198,0.0312778577208519,0.0269481465220451
380,,,,,,,,,,,,,,,,0.0161074828356504,0.0120895002037287,0.001664457260631,0.0284301843494177,0.0273012723773718,0.0283434670418501,0.0055222893133759,0.0312380120158195,0.0269653405994177
385,,,,,,,,,,,,,,,,0.0161293596029282,0.0120910638943315,0.0016722679138183,0.0284168999642134,0.0272575281560421,0.0283192433416843,0.0055199433118104,0.0311981663107872,0.0269762706011533
390,,,,,,,,,,,,,,,,0.0161567013710737,0.0120934005826711,0.0016816520364955,0.0284012779593468,0.0272004976868629,0.0282895565032959,0.0055129146203398,0.0311505123972893,0.0269848722964525
395,,,,,,,,,,,,,,,,0.0161793604493141,0.0121004385873675,0.0016933631850406,0.0283919032663107,0.0271739289164543,0.0282669067382812,0.0055090044625103,0.0311067570000887,0.0269942469894886
400,,,,,,,,,,,,,,,,0.0162012279033661,0.0121020032092928,0.0017027377616614,0.0283840931951999,0.0271301828324794,0.0282286256551743,0.0055027580820024,0.0310551915317774,0.02700986713171
405,,,,,,,,,,,,,,,,0.0162340439856052,0.0121066849678755,0.0017105578444898,0.0283684637397528,0.0270879939198494,0.0282114315778017,0.0054980656132102,0.0310067553073168,0.027027053758502
410,,,,,,,,,,,,,,,,0.0162637326866388,0.0121144959703088,0.0017230510711669,0.0283551868051291,0.027041120454669,0.0281965918838978,0.0054926010780036,0.0309528540819883,0.0270372107625007
415,,,,,,,,,,,,,,,,0.0162832643836737,0.0121215339750051,0.0017339896876364,0.0283419024199247,0.0270051751285791,0.0281840898096561,0.0054879090748727,0.0309028532356024,0.0270512774586678
420,,,,,,,,,,,,,,,,0.0163090415298939,0.0121246529743074,0.001744928304106,0.0283129978924989,0.0269668959081173,0.0281583108007908,0.0054808803834021,0.0308458227664232,0.0270559582859278
425,,,,,,,,,,,,,,,,0.0163402929902077,0.0121293449774384,0.0017550849588587,0.0283020585775375,0.0269247144460678,0.0281442441046238,0.0054754158481955,0.030791912227869,0.0270708072930574
430,,,,,,,,,,,,,,,,0.0163707640022039,0.0121332453563809,0.0017668056534603,0.0282919015735388,0.026879396289587,0.0281262770295143,0.0054707238450646,0.0307340994477272,0.0270817466080189
435,,,,,,,,,,,,,,,,0.0164090432226658,0.0121395010501146,0.0017769621917977,0.0282801818102598,0.0268473718315363,0.0281106568872929,0.0054660318419337,0.0306817516684532,0.0270895566791296
440,,,,,,,,,,,,,,,,0.0164465419948101,0.01214106567204,0.0017855548067018,0.0282692518085241,0.0268122088164091,0.028077058494091,0.0054590031504631,0.0306309796869755,0.0271028410643339
445,,,,,,,,,,,,,,,,0.0164770130068063,0.0121449660509825,0.00179805746302,0.0282442476600409,0.0267747119069099,0.0280622188001871,0.0054535386152565,0.0305739399045706,0.0271137710660696
450,,,,,,,,,,,,,,,,0.0165152922272682,0.0121504403650761,0.0018074321560561,0.0282395649701357,0.0267403312027454,0.0280434694141149,0.005443382076919,0.0305231660604477,0.0271223727613688
455,,,,,,,,,,,,,,,,0.0165512375533581,0.0121543407440186,0.0018160247709602,0.0282325260341167,0.0267043970525265,0.0280254930257797,0.0054371259175241,0.0304739475250244,0.0271286200731993
460,,,,,,,,,,,,,,,,0.0165832713246346,0.0121605964377522,0.0018292998429387,0.0282262787222862,0.0266739260405302,0.0280184652656317,0.0054308795370161,0.030424727126956,0.0271270554512739
465,,,,,,,,,,,,,,,,0.0166254509240389,0.0121605964377522,0.0018394564976915,0.0282145589590072,0.0266301818192005,0.0280028432607651,0.00542150484398,0.0303755085915327,0.0271372124552727
470,,,,,,,,,,,,,,,,0.0166348256170749,0.0121621508151293,0.0018488311907276,0.028200501576066,0.0265942383557558,0.0279856491833925,0.0054105659946799,0.0303255077451468,0.0271419044584036
475,,,,,,,,,,,,,,,,0.016682481393218,0.0121660614386201,0.0018582057673484,0.0281825251877308,0.026559866964817,0.027979401871562,0.0054027554579079,0.0302840992808342,0.0271536149084568
480,,,,,,,,,,,,,,,,0.0167223252356052,0.0121668428182602,0.0018675898900255,0.0281661227345467,0.0265278331935406,0.0279629994183779,0.0053933812305331,0.0302426908165216,0.0271661188453436
485,,,,,,,,,,,,,,,,0.0167723279446363,0.0121684074401855,0.0018777465447783,0.0281512830406427,0.0264934636652469,0.0279520601034164,0.0053847883827984,0.030201282352209,0.0271770562976598
490,,,,,,,,,,,,,,,,0.0168176461011171,0.0121754361316562,0.0018886756151914,0.0281301867216825,0.0264692399650812,0.0279481504112482,0.0053800963796675,0.0301684755831957,0.0271840859204531
495,,,,,,,,,,,,,,,,0.0168457701802254,0.0121762175112963,0.0018972777761518,0.0281114373356104,0.0264325235038996,0.0279247183352709,0.00536993984133,0.0301278494298458,0.0271926783025265
500,,,,,,,,,,,,,,,,0.0168910790234804,0.0121777821332216,0.001908206846565,0.0280981529504061,0.026405181735754,0.0279129967093468,0.0053597828373313,0.030094251036644,0.0271973703056574
505,,,,,,,,,,,,,,,,0.0169317051768303,0.0121777821332216,0.0019168090075254,0.0280848685652017,0.0263809580355883,0.0279028415679932,0.0053504086099565,0.0300606619566679,0.0272106546908617
510,,,,,,,,,,,,,,,,0.0169715490192174,0.0121816825121641,0.0019277381943538,0.0280715934932232,0.0263481419533491,0.0278872195631266,0.0053425980731844,0.0300278458744287,0.0272153373807669
515,,,,,,,,,,,,,,,,0.017003582790494,0.0121793458238244,0.0019355582771822,0.0280575267970562,0.0263184644281864,0.0278739351779222,0.0053308773785829,0.0300005041062832,0.0272223651409149
520,,,,,,,,,,,,,,,,0.0170387364923954,0.0121801281347871,0.001945714931935,0.0280458070337772,0.0262903310358524,0.0278731528669596,0.0053207203745842,0.0299739446491003,0.0272325221449136
525,,,,,,,,,,,,,,,,0.017080144956708,0.0121848108246921,0.0019566440023481,0.0280333124101162,0.0262622069567442,0.027867678552866,0.0053121279925108,0.0299528501927852,0.0272512715309858
530,,,,,,,,,,,,,,,,0.0171246714890003,0.0121887205168604,0.0019683646969497,0.0280208103358746,0.0262356474995613,0.0278622135519981,0.0053035351447761,0.0299333184957504,0.0272512715309858
535,,,,,,,,,,,,,,,,0.0171621702611446,0.0121895028278232,0.0019777393899858,0.0280090905725956,0.026209868490696,0.0278504937887191,0.0052933786064386,0.0299098771065473,0.0272708032280207
540,,,,,,,,,,,,,,,,0.0172020141035318,0.0121926208958029,0.0019894598517566,0.0279950331896544,0.0261793993413448,0.027845811098814,0.005286349914968,0.0298958197236061,0.0272801779210567
545,,,,,,,,,,,,,,,,0.0172434225678444,0.0121957492083311,0.0019996166229248,0.0279801841825247,0.0261543933302164,0.0278348717838525,0.005278539378196,0.0298794079571962,0.0272895526140928
550,,,,,,,,,,,,,,,,0.0172793678939342,0.0121988775208592,0.0020097731612622,0.0279684625566006,0.0261286161839962,0.0278192423284054,0.0052691651508212,0.0298645682632923,0.0273004900664091
555,,,,,,,,,,,,,,,,0.0173145197331905,0.0121996589004992,0.0020214938558638,0.0279559604823589,0.0261083021759986,0.0278153419494629,0.0052621266804635,0.0298551935702562,0.0273161213845015
560,,,,,,,,,,,,,,,,0.0173567105084657,0.0122035592794418,0.0020339966285973,0.0279450323432684,0.0260770507156849,0.027810649946332,0.0052543161436915,0.0298450365662575,0.0273309610784054
565,,,,,,,,,,,,,,,,0.0173910800367594,0.0122082512825727,0.0020464896224439,0.0279325284063816,0.0260223671793938,0.0278059672564268,0.0052488516084849,0.0298372264951468,0.0273481458425522
570,,,,,,,,,,,,,,,,0.0174223314970731,0.0122113702818751,0.0020574282389134,0.0279208086431026,0.0260028354823589,0.0277981553226709,0.0052418136037886,0.0298317521810532,0.0273583028465509
575,,,,,,,,,,,,,,,,0.0174653045833111,0.012216062285006,0.0020722770132124,0.0279106516391039,0.0259872041642666,0.0278004929423332,0.0052347849123179,0.0298301875591278,0.0273731518536806
580,,,,,,,,,,,,,,,,0.0175028033554554,0.0122176259756088,0.0020824335515499,0.0278903376311064,0.0259684547781944,0.0277840886265039,0.0052238465286791,0.0298255048692226,0.0273887719959021
585,,,,,,,,,,,,,,,,0.0175356101244688,0.0122191905975341,0.002094144700095,0.0278754997998476,0.0259520523250103,0.0277880001813173,0.005214471835643,0.0298262871801853,0.0274051856249571
590,,,,,,,,,,,,,,,,0.0175715535879135,0.0122215272858739,0.0021066474728286,0.0278629958629608,0.0259356498718262,0.0277840886265039,0.0052082249894738,0.0298255048692226,0.0274208057671785
595,,,,,,,,,,,,,,,,0.0175903029739857,0.0122238732874393,0.0021175860892981,0.0278497114777565,0.0259075164794922,0.0277778431773186,0.0051972866058349,0.0298262871801853,0.0274395551532507
600,,,,,,,,,,,,,,,,0.0176285840570926,0.0122254369780421,0.0021269607823342,0.0278380010277033,0.0258981417864561,0.027779396623373,0.0051910397596657,0.0298301875591278,0.0274481475353241
605,,,,,,,,,,,,,,,,0.0176684278994799,0.0122277829796076,0.0021410274785012,0.0278278440237045,0.0258754920214414,0.027779396623373,0.0051824375987052,0.0298348795622587,0.0274661146104336
610,,,,,,,,,,,,,,,,0.0176949873566628,0.0122340293601155,0.0021558664739131,0.0278114303946495,0.02586455270648,0.0277809612452984,0.0051761912181973,0.0298426914960146,0.0274809636175632
615,,,,,,,,,,,,,,,,0.0177371781319379,0.0122379399836062,0.0021683692466467,0.0277926828712225,0.0258442386984825,0.027779396623373,0.0051683806814253,0.0298489369451999,0.0274958033114672
620,,,,,,,,,,,,,,,,0.0177668668329716,0.0122324656695127,0.0021769618615508,0.0277739334851503,0.0258215796202421,0.0277684684842825,0.0051558781415224,0.0298466011881828,0.0275090876966715
625,,,,,,,,,,,,,,,,0.0177973359823227,0.0122309010475874,0.0021871183998882,0.0277583114802837,0.0257997028529644,0.0277708042412996,0.0051472852937877,0.0298551935702562,0.0275247097015381
630,,,,,,,,,,,,,,,,0.017832487821579,0.0122301289811729,0.0021980570163577,0.0277403350919485,0.0257794000208378,0.0277669038623571,0.0051363469101488,0.0298622213304043,0.0275387763977051
635,,,,,,,,,,,,,,,,0.0178645234555006,0.0122309010475874,0.0022113323211669,0.0277262777090072,0.0257637687027454,0.0277614295482635,0.0051301000639796,0.0298731606453657,0.0275450218468904
640,,,,,,,,,,,,,,,,0.0178910829126835,0.012236375361681,0.002226181095466,0.0277083106338978,0.0257504843175411,0.0277692507952452,0.0051261899061501,0.0298817530274391,0.0275676809251308
645,,,,,,,,,,,,,,,,0.0179262440651655,0.0122395036742091,0.002242584247142,0.0276692472398281,0.0257356446236372,0.0277653411030769,0.005118379369378,0.0298997201025486,0.0275833029299974
650,,,,,,,,,,,,,,,,0.0179543681442738,0.0122449677437543,0.0022582148667424,0.0276231467723846,0.0257192421704531,0.0277692507952452,0.0051144692115485,0.0299145691096783,0.0276067443192005
655,,,,,,,,,,,,,,,,0.0179856102913618,0.0122480960562825,0.0022730540949851,0.0275833029299974,0.025702828541398,0.0277676861733198,0.005109004676342,0.0299294088035822,0.0276262760162354
660,,,,,,,,,,,,,,,,0.0180184263736009,0.0122496606782078,0.0022879028692841,0.0275629982352257,0.02569580078125,0.0277715865522623,0.005102758295834,0.0299450382590294,0.0276450254023075
665,,,,,,,,,,,,,,,,0.018041867762804,0.012245750054717,0.0022980594076216,0.0275481510907412,0.0256770513951778,0.0277669038623571,0.0050926017574966,0.0299575328826904,0.0276473704725504
670,,,,,,,,,,,,,,,,0.0180668644607067,0.0122449677437543,0.0023105526342988,0.0275348648428917,0.0256645474582911,0.0277637764811515,0.0050839995965361,0.0299661252647638,0.0276528354734182
675,,,,,,,,,,,,,,,,0.01809186860919,0.012245750054717,0.0023222730960696,0.0275231543928385,0.0256465803831816,0.0277575291693211,0.0050769709050655,0.0299669075757265,0.0276708118617535
680,,,,,,,,,,,,,,,,0.018127802759409,0.0122488783672452,0.0023402404040098,0.0275168977677822,0.0256387703120708,0.0277559664100409,0.005073070526123,0.0299887843430042,0.0276879966259003
685,,,,,,,,,,,,,,,,0.018151244148612,0.0122465323656797,0.0023496150970459,0.0275090876966715,0.0256239213049411,0.0277567468583584,0.005065250210464,0.0300075337290764,0.0276973713189363
690,,,,,,,,,,,,,,,,0.0181653015315533,0.0122465323656797,0.0023621176369488,0.0275004953145981,0.0256012715399265,0.0277575291693211,0.0050550936721265,0.0300208181142807,0.0277098752558231
695,,,,,,,,,,,,,,,,0.0182028003036976,0.0122449677437543,0.0023754024878144,0.0274950303137302,0.0255809593945742,0.0277528371661901,0.0050465008243918,0.0300387851893902,0.0277247130870819
700,,,,,,,,,,,,,,,,0.0182363986968994,0.0122512150555849,0.002388677559793,0.0274856463074684,0.0255739204585552,0.0277559664100409,0.005044937133789,0.0300497245043516,0.0277450270950794
705,,,,,,,,,,,,,,,,0.0182653050869703,0.0122566884383559,0.0024050902575254,0.0274817459285259,0.0255637634545565,0.0276895612478256,0.0050410362891852,0.0300762839615345,0.0277575291693211
