t_s,R75,R77,R78,R80,R81,R83,R92,R98,R100,R102,R105,R114,R117,R120,R121,R122,R124,R125,R126,R127,R128,R129
2950.0,-0.0203711520880461,-0.0434181205928326,-0.035191535949707,-0.0102773671969771,-0.0001679420529399,-0.0315040610730648,0.0184102058410645,0.0053399088792502,-0.0111211780458689,-0.007332039065659,-0.021949291229248,-0.0334728248417377,-0.0087929731234908,0.0230430606752634,0.0252930652350187,0.0228242874145508,-0.0204805377870798,0.0056914328597486,,,0.0906604751944542,0.0512072555720806
2960.0,-0.020332146435976,-0.0433712974190712,-0.0351602546870708,-0.01025390625,-0.0001367569057038,-0.0314884185791016,0.0184961315244436,0.00537109375,-0.0111289024353027,-0.0073085785843431,-0.0219727512449026,-0.0334180854260921,-0.0087696081027388,0.0230821613222361,0.0252852439880371,0.0228008273988962,-0.020511819049716,0.0056523322127759,,,0.0905277281999588,0.0510900504887104
2970.0,-0.0203008651733398,-0.0433243773877621,-0.0351368896663189,-0.0102383615449071,-0.0001132965116994,-0.0314649604260921,0.0185743328183889,0.0054023745469749,-0.0111367227509618,-0.0072930338792502,-0.0219883918762207,-0.0333556197583675,-0.0087461471557617,0.0231211669743061,0.0252774246037006,0.0227852817624807,-0.0205351840704679,0.0056133270263671,,,0.0903948768973351,0.0509806647896767
2980.0,-0.0202695857733488,-0.0432697311043739,-0.035121250897646,-0.010222720913589,-8.20159912109375e-05,-0.0314258597791195,0.0186524391174316,0.0054258345626294,-0.0111367227509618,-0.0072695733979344,-0.0220117568969727,-0.0333008766174316,-0.0087226871401071,0.0231680870056152,0.025269603356719,0.0227696429938078,-0.0205821041017771,0.0055820466950535,,,0.0902698561549187,0.0508790984749794
2990.0,-0.0202305801212788,-0.0432228110730648,-0.0350899696350098,-0.0102070812135935,-5.07354743604083e-05,-0.0313790328800678,0.0187383648008108,0.0054570198990404,-0.0111367227509618,-0.0072539332322776,-0.0220273975282907,-0.033238410949707,-0.00869922619313,0.0232149120420218,0.025269603356719,0.0227540023624897,-0.0206055641174316,0.0055352211929857,,,0.0901371017098427,0.0507540702819824
3000.0,-0.0201992988586426,-0.0431759841740131,-0.0350665114820004,-0.0101914405822754,-2.73704536084551e-05,-0.0313477516174316,0.0188164710998535,0.005488300230354,-0.0111367227509618,-0.0072382926009595,-0.0220430381596088,-0.0331759452819824,-0.0086757661774754,0.0232774745672941,0.0252617839723825,0.0227383617311716,-0.0206290241330862,0.0054961205460131,,,0.0900042578577995,0.0506446845829487
3010.0,-0.0201601982116699,-0.043129064142704,-0.0350431464612484,-0.0101758008822799,-3.91006460631615e-06,-0.0313087478280067,0.0188945773988962,0.0055195810273289,-0.0111445430666208,-0.0072226524353027,-0.0220664981752634,-0.0331290252506733,-0.0086524011567235,0.0233555790036917,0.0252539645880461,0.022714901715517,-0.0206445697695017,0.0054648402146995,,,0.0898792296648026,0.0505431182682514
3020.0,-0.0201290138065815,-0.0430822372436523,-0.0350196845829487,-0.0101679805666208,1.95503234863281e-05,-0.0312774665653706,0.0189649593085051,0.0055430415086448,-0.0111523633822799,-0.0072070122696459,-0.0220821388065815,-0.0330743789672852,-0.0086367605254054,0.0234336853027344,0.0252462383359671,0.0226993560791016,-0.0206758510321379,0.0054258345626294,,,0.0897464752197266,0.0504338257014751
3030.0,-0.0200899131596088,-0.0430274978280067,-0.0350040458142757,-0.0101601602509618,4.30107138527092e-05,-0.0312461853027344,0.0190430637449026,0.0055585862137377,-0.0111680030822754,-0.007191467564553,-0.0221055038273335,-0.0330196395516396,-0.0086133005097508,0.0235039722174406,0.0252384189516306,0.0226837154477835,-0.0206993110477924,0.0053867339156568,,,0.0896136313676834,0.0503244400024414
3040.0,-0.0200508125126362,-0.0429883971810341,-0.034980583935976,-0.0101445196196437,6.63757309666835e-05,-0.031215000897646,0.0191211700439453,0.0055976868607103,-0.0111758233979344,-0.0071758269332349,-0.022128963842988,-0.0329649932682514,-0.0085976598784327,0.0235743522644043,0.0252305995672941,0.0226602554321289,-0.0207149516791105,0.0053554535843431,,,0.0894886031746864,0.0502228736877441
3050.0,-0.0200196262449026,-0.0429415702819824,-0.0349571220576763,-0.0101367952302098,8.98361249710433e-05,-0.0311759002506733,0.0191914569586515,0.0056211473420262,-0.0111914640292525,-0.0071601867675781,-0.0221446044743061,-0.0329102538526058,-0.0085742948576808,0.0236446391791105,0.0252227783203125,0.0226446148008108,-0.0207383166998625,0.0053242682479322,,,0.0893636718392372,0.0501134879887104
3060.0,-0.0199883468449116,-0.0428946502506733,-0.0349415801465511,-0.0101289749145508,0.0001054763779393,-0.0311446189880371,0.0192618370056152,0.0056523322127759,-0.011199283413589,-0.0071523669175803,-0.0221680644899607,-0.0328556075692177,-0.0085508348420262,0.0237149242311716,0.025214958935976,0.0226211547851563,-0.020761776715517,0.0052851676009595,,,0.0892308279871941,0.0500041022896767
3070.0,-0.0199492461979389,-0.0428556464612484,-0.0349259376525879,-0.0101211545988917,0.0001289367646677,-0.0311134345829487,0.0193243026733398,0.0056757926940918,-0.011207103729248,-0.0071367262862622,-0.0221837051212788,-0.0328008644282818,-0.0085351942107081,0.0237852092832327,0.0252071376889944,0.0226055141538382,-0.0207774173468351,0.0052538872696459,,,0.0890979766845703,0.0499025359749794
3080.0,-0.0199180599302053,-0.042808722704649,-0.0349102988839149,-0.0101211545988917,0.0001523017854196,-0.031074333935976,0.0193945895880461,0.0057070734910666,-0.0112149240449071,-0.0071132662706077,-0.0221993457525969,-0.0327462218701839,-0.0085195545107126,0.0238477718085051,0.0251993183046579,0.0225899703800678,-0.0208008773624897,0.0052148820832371,,,0.0889730453491211,0.0498009696602821
3090.0,-0.0198867805302143,-0.0427618995308876,-0.0348868370056152,-0.0101133352145553,0.000175762179424,-0.0310352332890034,0.0194648746401072,0.0057305335067212,-0.011222648434341,-0.0071054459549486,-0.0222227107733488,-0.0326992981135845,-0.0084960935637354,0.0239180568605661,0.0251914989203215,0.0225665103644133,-0.0208243373781443,0.0051836012862622,,,0.0888480171561241,0.0496994033455849
3100.0,-0.0198477748781443,-0.0427149794995785,-0.0348711982369423,-0.0101055148988962,0.0001914024323923,-0.0310118682682514,0.0195274353027344,0.0057460786774754,-0.01123046875,-0.0070977210998535,-0.0222461707890034,-0.0326446555554867,-0.0084804538637399,0.0239883419126272,0.0251758582890034,0.0225508697330952,-0.0208477023988962,0.0051523209549486,,,0.088715173304081,0.0495978370308876
3110.0,-0.0198164936155081,-0.0426837913691998,-0.034855555742979,-0.0101055148988962,0.0002148628263967,-0.0309727676212788,0.019589900970459,0.005777359008789,-0.0112461093813181,-0.0070820809341967,-0.0222618114203215,-0.0325900092720985,-0.008464909158647,0.0240587238222361,0.0251680370420218,0.0225274097174406,-0.0208633430302143,0.0051211356185376,,,0.0885823294520378,0.0494962707161903
3120.0,-0.0197773929685354,-0.0426368713378906,-0.0348400138318539,-0.0101055148988962,0.000230503079365,-0.0309336669743061,0.0196602828800678,0.0058008194901049,-0.0112539296969771,-0.0070742606185376,-0.0222774501889944,-0.0325352661311626,-0.0084414482116699,0.0241290088742971,0.0251602176576853,0.0225117690861225,-0.0208868030458689,0.005089855287224,,,0.0884573981165886,0.0493947044014931
3130.0,-0.0197539329528809,-0.042597770690918,-0.0348243713378906,-0.0101055148988962,0.0002538681146688,-0.0308946613222361,0.0197149273008108,0.0058242799714207,-0.0112617490813136,-0.0070586204528808,-0.022308636456728,-0.0324806235730648,-0.0084258085116744,0.0241914745420218,0.0251446720212698,0.0224884040653706,-0.0209102630615234,0.0050508501008153,,,0.0883245468139648,0.0492931380867958
3140.0,-0.0197149273008108,-0.0425509475171566,-0.0348087325692177,-0.0101055148988962,0.0002773285086732,-0.0308555606752634,0.0197773929685354,0.0058554648421704,-0.0112773897126317,-0.0070508006028831,-0.0223242770880461,-0.0324258804321289,-0.0084101678803563,0.0242540370672941,0.0251368526369333,0.0224727634340525,-0.0209336280822754,0.0050195693038404,,,0.0881995186209679,0.0491915717720985
3150.0,-0.0196836479008198,-0.0425196662545204,-0.0347930900752544,-0.0101055148988962,0.0002929687616415,-0.0308165550231934,0.0198321342468262,0.0058789253234863,-0.0112930303439498,-0.007035159971565,-0.0223477371037006,-0.0323790572583675,-0.0083945272490382,0.0243399627506733,0.0251290332525969,0.0224571228027344,-0.0209492687135935,0.0049804686568677,,,0.0880667716264725,0.0490900054574013
3160.0,-0.0196524616330862,-0.0424728393554688,-0.0347774513065815,-0.0101055148988962,0.0003164291556458,-0.0307774543762207,0.0198945999145508,0.0059023858048021,-0.0113008497282863,-0.0070195198059082,-0.0223633777350187,-0.0323164947330952,-0.0083788875490427,0.024418069049716,0.0251212120056152,0.0224336627870798,-0.0209649093449116,0.004949283786118,,,0.0879339203238487,0.0489962585270405
3170.0,-0.0196211822330952,-0.0424259193241596,-0.0347618125379086,-0.0101055148988962,0.0003398895205464,-0.0307461749762297,0.0199493411928415,0.005925846286118,-0.0113164903596044,-0.0070039751008153,-0.0223790165036917,-0.0322696678340435,-0.0083633428439497,0.0244805347174406,0.0251133926212788,0.0224180221557617,-0.0209805499762297,0.0049180029891431,,,0.0878088995814323,0.0488946922123432
3180.0,-0.0195820815861225,-0.0423869155347347,-0.0347462669014931,-0.0101055148988962,0.0003554344293661,-0.030699348077178,0.019996166229248,0.0059492113068699,-0.0113320350646973,-0.0069883349351584,-0.0224023815244436,-0.0322071090340614,-0.0083555225282907,0.0245664604008198,0.0251055713742971,0.0224024783819914,-0.0210040099918842,0.0048867226578295,,,0.0876839682459831,0.048793125897646
3190.0,-0.0195586215704679,-0.0423478148877621,-0.0347384475171566,-0.0101055148988962,0.0003710746823344,-0.0306602474302053,0.0200509075075388,0.0059726717881858,-0.0113398553803563,-0.0069805146194994,-0.0224258434027433,-0.0321524627506733,-0.0083398818969726,0.0246368404477835,0.0250899326056242,0.0223790165036917,-0.0210273750126362,0.0048477174714207,,,0.0875511169433594,0.0486993789672852
3200.0,-0.0195274353027344,-0.0423087142407894,-0.0347228050231934,-0.0101133352145553,0.0003867149353027,-0.0306212436407804,0.0200977325439453,0.0060039521194994,-0.0113476756960154,-0.0069648744538426,-0.0224414821714163,-0.0321133621037006,-0.0083242421969771,0.0247071273624897,0.0250742919743061,0.0223555564880371,-0.0210351943969727,0.0048164366744458,,,0.0874182730913162,0.0485978126525879
3210.0,-0.0194961559027433,-0.0422697067260742,-0.0347149856388569,-0.0101211545988917,0.000402355188271,-0.0305821429938078,0.0201446544378996,0.0060274126008153,-0.0113633153960109,-0.0069570541381835,-0.022464944049716,-0.0320587158203125,-0.008308601565659,0.0247774124145508,0.0250664707273245,0.022339915856719,-0.0210586544126272,0.0047851563431322,,,0.087293341755867,0.0485040657222271
3220.0,-0.0194648746401072,-0.0422306060791016,-0.0347071662545204,-0.0101211545988917,0.0004179954703431,-0.0305430423468351,0.0201836582273245,0.0060507776215672,-0.011378956027329,-0.0069492342881858,-0.0224884040653706,-0.0320117957890034,-0.00830078125,0.0248321536928415,0.0250509269535542,0.0223164558410645,-0.0210664756596088,0.0047539710067212,,,0.08716831356287,0.0484103225171566
3230.0,-0.0194336902350187,-0.0421916022896767,-0.0346915237605572,-0.0101211545988917,0.0004336357233114,-0.0305040366947651,0.0202227588742971,0.006066417787224,-0.0113945966586471,-0.0069335936568677,-0.0225039478391409,-0.0319649688899517,-0.0082851415500044,0.0248946193605661,0.0250352863222361,0.0223009120672941,-0.0210821162909269,0.0047226906754076,,,0.0870354697108269,0.0483087562024593
3240.0,-0.0194024089723825,-0.042152501642704,-0.0346758849918842,-0.0101211545988917,0.0004570007440634,-0.0304649360477924,0.0202695857733488,0.0060898782685399,-0.0114102363586426,-0.0069179534912109,-0.0225274097174406,-0.0319180488586426,-0.008277416229248,0.0249570850282907,0.025019645690918,0.0222774501889944,-0.0210977550595999,0.0046835900284349,,,0.0869105383753777,0.0482150092720985
3250.0,-0.019378948956728,-0.0421134009957314,-0.0346680656075478,-0.0101289749145508,0.0004726409970317,-0.0304181110113859,0.0203086864203215,0.0061133387498557,-0.0114257810637355,-0.0069101336412131,-0.0225508697330952,-0.0318790450692177,-0.008269595913589,0.025019645690918,0.0250040050595999,0.0222618114203215,-0.021113395690918,0.0046524046920239,,,0.0867776870727539,0.0481134429574013
3260.0,-0.0193477626889944,-0.0420822165906429,-0.0346602462232113,-0.0101289749145508,0.00048828125,-0.0303790103644133,0.0203399658203125,0.0061367037706077,-0.0114414216950536,-0.006902408786118,-0.0225743297487497,-0.031839944422245,-0.0082539562135934,0.0250977519899607,0.0249883662909269,0.0222461707890034,-0.0211289413273335,0.0046211243607103,,,0.0866526588797569,0.0480196960270405
3270.0,-0.0193164832890034,-0.0420431159436703,-0.0346524231135845,-0.0101367952302098,0.0005039215320721,-0.0303321834653616,0.0203789714723825,0.0061601637862622,-0.0114570623263717,-0.0068945884704589,-0.0225976947695017,-0.0318009369075298,-0.0082383155822753,0.0251680370420218,0.0249727256596088,0.0222227107733488,-0.0211445819586515,0.0045898440293967,,,0.0865276381373405,0.0479259490966797
3280.0,-0.0192852020263672,-0.0420041084289551,-0.0346447005867958,-0.0101367952302098,0.0005195617559365,-0.0302930828183889,0.0204102527350187,0.0061758044175803,-0.0114727020263672,-0.0068789483048021,-0.0226211547851563,-0.0317618362605572,-0.0082304952666163,0.0252305995672941,0.0249649044126272,0.0222071651369333,-0.021152401342988,0.0045586586929857,,,0.0864027068018913,0.0478400252759457
3290.0,-0.0192461963742971,-0.0419728271663189,-0.0346290580928326,-0.0101445196196437,0.0005352020380087,-0.0302539821714163,0.0204415321350098,0.0061992644332349,-0.0114883426576853,-0.0068711279891431,-0.0226367954164743,-0.031714916229248,-0.0082226758822798,0.0253008846193552,0.0249493606388569,0.0221915245056152,-0.0211680419743061,0.0045273783616721,,,0.0862698554992676,0.0477462783455849
3300.0,-0.0192149169743061,-0.0419337265193462,-0.0346290580928326,-0.0101523399353027,0.0005430221790447,-0.0302149783819914,0.0204492565244436,0.006214905064553,-0.0115118026733398,-0.0068711279891431,-0.0226680766791105,-0.0316759124398232,-0.0082148555666208,0.0253555309027433,0.0249337200075388,0.0221680644899607,-0.0211836826056242,0.0044960975646972,,,0.0861448273062706,0.0476525314152241
3310.0,-0.0191836357116699,-0.0419025421142578,-0.0346134193241596,-0.0101523399353027,0.0005585670587606,-0.0301758777350187,0.0204961784183979,0.0062382700853049,-0.0115118026733398,-0.0068711279891431,-0.0226915366947651,-0.0316368117928505,-0.0082070352509617,0.0254180915653706,0.0249259006232023,0.0221524238586426,-0.0211993213742971,0.0044648172333836,,,0.0860120803117752,0.0475587844848633
3320.0,-0.0191524513065815,-0.0418634414672852,-0.0346055999398232,-0.0101601602509618,0.0005742073408328,-0.0301290508359671,0.0205196384340525,0.0062617301009595,-0.0115273473784328,-0.0068633081391453,-0.022714901715517,-0.0315978042781353,-0.0081913946196436,0.0254727359861135,0.0249102599918842,0.0221367832273245,-0.0212149620056152,0.0044258120469749,,,0.0858870521187782,0.0474650375545025
3330.0,-0.0191211700439453,-0.041832160204649,-0.0345977805554867,-0.0101679805666208,0.0005898475646972,-0.0300821308046579,0.0205430034548044,0.0062773707322776,-0.0115351676940918,-0.0068554878234863,-0.0227305423468351,-0.0315587036311626,-0.0081835752353072,0.0255352985113859,0.0248946193605661,0.0221211444586515,-0.0212226863950491,0.00439453125,,,0.0857620239257813,0.0473791137337685
3340.0,-0.0190898906439543,-0.0417931564152241,-0.0345977805554867,-0.0101758008822799,0.0005976677057333,-0.0300353057682514,0.0205586440861225,0.0063008307479322,-0.0115508083254099,-0.0068476679734885,-0.0227618217468262,-0.03151960298419,-0.0081758499145507,0.0255899429321289,0.024878978729248,0.0221055988222361,-0.0212461482733488,0.0043555260635912,,,0.0856292769312859,0.0472853668034077
3350.0,-0.0190587043762207,-0.0417618751525879,-0.0345977805554867,-0.0101836202666163,0.0006133079878054,-0.0299883838742971,0.0205821041017771,0.0063164713792502,-0.0115664480254054,-0.0068476679734885,-0.0227852817624807,-0.0314805991947651,-0.0081680295988917,0.025644589215517,0.02486333809793,0.0220821388065815,-0.0212539676576853,0.0043320655822753,,,0.0855042487382889,0.0471994392573833
3360.0,-0.0190274249762297,-0.0417227745056152,-0.0345899574458599,-0.0101914405822754,0.0006289482116699,-0.0299415588378906,0.0205977447330952,0.0063320160843431,-0.0115820886567235,-0.0068398476578295,-0.0228086467832327,-0.0314414985477924,-0.0081602102145552,0.0256993304938078,0.0248477943241596,0.0220664981752634,-0.0212774276733398,0.0043007852509617,,,0.0853792205452919,0.0471056960523129
3370.0,-0.0189961437135935,-0.0416915901005268,-0.0345821380615234,-0.0101992608979344,0.0006444930913858,-0.0298946388065815,0.0206133853644133,0.006355476565659,-0.0115977292880416,-0.0068320273421704,-0.0228321086615324,-0.031410314142704,-0.0081523898988962,0.0257539749145508,0.0248321536928415,0.0220508575439453,-0.0212774276733398,0.0042773247696459,,,0.0852541923522949,0.0470274947583675
3380.0,-0.0189649593085051,-0.0416524894535542,-0.034574318677187,-0.0102070812135935,0.0006601333734579,-0.029847813770175,0.0206368453800678,0.0063789370469749,-0.0116133689880371,-0.0068320273421704,-0.0228633880615234,-0.0313712134957314,-0.0081445695832371,0.0258087161928415,0.024808693677187,0.0220273975282907,-0.0212930683046579,0.0042461394332349,,,0.0851292610168457,0.0469415672123432
3390.0,-0.0189336780458689,-0.0416133888065815,-0.0345664992928505,-0.0102149015292525,0.000667953514494,-0.0298087131232023,0.0206523891538382,0.0063945772126317,-0.0116367340087891,-0.0068320273421704,-0.022886848077178,-0.0313399322330952,-0.0081367492675781,0.025855541229248,0.0247930530458689,0.0220118518918753,-0.0213008876889944,0.0042226794175803,,,0.0850042328238487,0.0468556396663189
3400.0,-0.0188945773988962,-0.0415743850171566,-0.034558679908514,-0.010222720913589,0.0006835937383584,-0.029761791229248,0.0206680297851563,0.0064180376939475,-0.0116523746401072,-0.0068320273421704,-0.02291021309793,-0.0313009284436703,-0.008128928951919,0.0259102825075388,0.0247774124145508,0.0219883918762207,-0.021308708935976,0.0041992189362645,,,0.0848870277404785,0.0467697158455849
3410.0,-0.0188633929938078,-0.0415431037545204,-0.0345431342720985,-0.010230541229248,0.0006914138793945,-0.0297071468085051,0.0206758510321379,0.0064335823990404,-0.0116758346557617,-0.0068320273421704,-0.0229336749762297,-0.0312696471810341,-0.008128928951919,0.0259649287909269,0.0247617717832327,0.0219727512449026,-0.0213242527097464,0.0041680335998535,,,0.0847619995474815,0.046691607683897
3420.0,-0.0188321117311716,-0.0415040962398052,-0.0345353148877621,-0.0102383615449071,0.0006992340204305,-0.0296602249145508,0.0206836704164743,0.0064492225646972,-0.0116914752870798,-0.0068242074921727,-0.0229571349918842,-0.0312305446714163,-0.0081211095675826,0.0260196682065725,0.0247384067624807,0.021949291229248,-0.0213242527097464,0.0041523934341967,,,0.0846370682120323,0.0466135032474995
3430.0,-0.0188008304685354,-0.0414649955928326,-0.0345196723937988,-0.010246085934341,0.0007226943853311,-0.0296133998781443,0.0206914898008108,0.0064726830460131,-0.0117148403078318,-0.0068242074921727,-0.0229805950075388,-0.0311993602663279,-0.0081211095675826,0.0260743144899607,0.0247227679938078,0.02193365059793,-0.021332073956728,0.0041289329528808,,,0.0845198631286621,0.0465353019535542
3440.0,-0.018769646063447,-0.0414258949458599,-0.0345040336251259,-0.010261726565659,0.0007305145263671,-0.0295742992311716,0.0207071304321289,0.0064805033616721,-0.0117304800078273,-0.0068242074921727,-0.0230117794126272,-0.0311680790036917,-0.0081132892519235,0.0261290557682514,0.0246993061155081,0.021918011829257,-0.0213477145880461,0.004105472471565,,,0.084387019276619,0.0464493744075298
3450.0,-0.0187383648008108,-0.041386891156435,-0.0344962142407894,-0.0102695468813181,0.000746059406083,-0.0295274741947651,0.0207149516791105,0.0065039633773267,-0.0117539409548044,-0.0068242074921727,-0.0230352412909269,-0.0311367996037006,-0.0081132892519235,0.0261758808046579,0.0246758460998535,0.0218946468085051,-0.021363353356719,0.0040741921402514,,,0.0842620879411697,0.0463712699711323
3460.0,-0.0186992641538382,-0.0413477905094624,-0.0344805717468262,-0.0102851865813136,0.0007616996881552,-0.0294805523008108,0.020722771063447,0.0065117836929857,-0.0117695806547999,-0.0068242074921727,-0.023066520690918,-0.0311056133359671,-0.0081054689362645,0.0262305270880461,0.0246603023260832,0.021879006177187,-0.0213789939880371,0.0040508271194994,,,0.0841370597481728,0.046285342425108
3470.0,-0.0186758041381836,-0.0413087867200375,-0.0344727523624897,-0.0102930068969727,0.0007695198291912,-0.0294337272644043,0.020722771063447,0.0065351487137377,-0.011785221286118,-0.0068242074921727,-0.0230977069586515,-0.0310821533203125,-0.0081054689362645,0.0262852665036917,0.0246368404477835,0.0218555461615324,-0.0213946346193552,0.0040195467881858,,,0.0840120315551758,0.0462072379887104
3480.0,-0.0186367984861135,-0.0412696860730648,-0.0344571135938168,-0.0103086475282907,0.0007851600530557,-0.0293946266174316,0.0207305904477835,0.0065507888793945,-0.0118320463225245,-0.0068163871765136,-0.0231211669743061,-0.0310508739203215,-0.0081054689362645,0.0263320934027433,0.0246133804321289,0.0218399055302143,-0.0214102752506733,0.0039960863068699,,,0.0838870033621788,0.0461291335523129
3490.0,-0.0186055190861225,-0.0412305854260921,-0.0344493873417377,-0.0103242872282863,0.0008008003351278,-0.0293478015810251,0.0207305904477835,0.0065586091950535,-0.0118398666381836,-0.0068163871765136,-0.0231446269899607,-0.0310196876525879,-0.0081054689362645,0.0263790134340525,0.0245899204164743,0.0218165405094624,-0.0214258190244436,0.003972721286118,,,0.0837620720267296,0.0460509322583675
3500.0,-0.0185742378234863,-0.041191577911377,-0.0344337485730648,-0.0103321075439453,0.0008086204761639,-0.029300881549716,0.0207305904477835,0.0065820696763694,-0.0118555072695017,-0.0068163871765136,-0.0231680870056152,-0.0309884082525969,-0.0081054689362645,0.0264336597174406,0.0245742797851563,0.0218008998781443,-0.0214414596557617,0.0039492608048021,,,0.0836448669433594,0.0459728240966797
3510.0,-0.0185430534183979,-0.0411524772644043,-0.034425925463438,-0.0103476522490382,0.0008242607000283,-0.0292617809027433,0.0207305904477835,0.0065977098420262,-0.0118711469694972,-0.0068242074921727,-0.0231992732733488,-0.0309571269899607,-0.0081054689362645,0.0264727603644133,0.0245509147644043,0.0217774398624897,-0.0214571002870798,0.0039179804734885,,,0.0835198387503624,0.0458947196602821
3520.0,-0.0185117721557617,-0.0411212928593159,-0.0344181060791016,-0.0103632928803563,0.0008320808410644,-0.0292149540036917,0.0207384116947651,0.0066055296920239,-0.0118946079164743,-0.0068242074921727,-0.0232305526733398,-0.0309336669743061,-0.0081054689362645,0.0265196803957224,0.0245274547487497,0.0217617992311716,-0.0214727409183979,0.003894519759342,,,0.0834026336669922,0.0458166114985943
3530.0,-0.0184883121401072,-0.0410821922123432,-0.0344024673104286,-0.0103711131960154,0.0008398056379519,-0.029175853356719,0.0207384116947651,0.006621170323342,-0.0119101526215672,-0.0068242074921727,-0.0232461933046579,-0.0309103019535542,-0.0081132892519235,0.0265665054321289,0.0244961734861135,0.021738339215517,-0.0214962009340525,0.0038633346557617,,,0.083277702331543,0.0457306876778603
3540.0,-0.0184571277350187,-0.0410430915653706,-0.0343946479260921,-0.0103867528960109,0.0008554458618164,-0.0291368495672941,0.0207305904477835,0.0066288947127759,-0.0119336126372218,-0.0068242074921727,-0.0232774745672941,-0.0308868419378996,-0.0081132892519235,0.0266056060791016,0.0244805347174406,0.0217149741947651,-0.0215040203183889,0.0038398744072765,,,0.0831604972481728,0.0456603057682514
3550.0,-0.0184258464723825,-0.0410040877759457,-0.0343868248164654,-0.010402393527329,0.0008632660028524,-0.0290977489203215,0.0207384116947651,0.0066523551940918,-0.011957073584199,-0.0068242074921727,-0.0233086589723825,-0.0308555606752634,-0.0081132892519235,0.0266446117311716,0.0244571696966887,0.0216915141791105,-0.0215195659548044,0.0038164139259606,,,0.0830354690551758,0.0455822013318539
3560.0,-0.0183945652097464,-0.040964987128973,-0.0343711860477924,-0.0104180341586471,0.0008710861438885,-0.0290587432682514,0.020746136084199,0.0066679953597486,-0.011964893899858,-0.0068320273421704,-0.0233321189880371,-0.0308321006596088,-0.0081211095675826,0.0266837123781443,0.0244337078183889,0.0216758735477924,-0.0215352065861225,0.0037851333618164,,,0.0829182639718056,0.045504093170166
3570.0,-0.0183633808046579,-0.0409337058663368,-0.034363366663456,-0.0104336738586426,0.0008789062849245,-0.0290118213742971,0.0207384116947651,0.0066758156754076,-0.0119805335998535,-0.0068242074921727,-0.0233555790036917,-0.0308165550231934,-0.008128928951919,0.0267227180302143,0.0244102478027344,0.0216524135321379,-0.0215508472174406,0.0037617683410644,,,0.0827933326363564,0.0454259887337685
3580.0,-0.0183399207890034,-0.0408946983516216,-0.034355640411377,-0.0104492185637355,0.000894546508789,-0.0289805419743061,0.0207384116947651,0.0066914558410644,-0.0119961742311716,-0.0068320273421704,-0.0233789440244436,-0.0307930950075388,-0.008128928951919,0.026761818677187,0.0243867877870798,0.0216367729008198,-0.0215664859861135,0.0037383080925792,,,0.0826761275529861,0.0453477874398232
3590.0,-0.0183086395263672,-0.040855597704649,-0.0343478210270405,-0.0104570388793945,0.0009023666498251,-0.0289415363222361,0.0207305904477835,0.0067070960067212,-0.0120117189362645,-0.0068320273421704,-0.0234024059027433,-0.0307696349918842,-0.0081367492675781,0.0268009193241596,0.0243711471557617,0.0216134078800678,-0.0215821266174316,0.0037148476112633,,,0.0825510993599892,0.0452696792781353
3600.0,-0.0182851795107126,-0.0408165939152241,-0.0343321822583675,-0.0104726795107126,0.0009101867908611,-0.0289102550595999,0.020722771063447,0.0067226411774754,-0.0120429992675781,-0.0068320273421704,-0.023441506549716,-0.0307539943605661,-0.0081445695832371,0.0268399249762297,0.0243399627506733,0.0215899478644133,-0.0215977672487497,0.0036913871299475,,,0.082433894276619,0.0451993942260742
3610.0,-0.0182539951056242,-0.0407853126525879,-0.0343243591487408,-0.0104883192107081,0.0009180069318972,-0.0288711544126272,0.0207149516791105,0.0067226411774754,-0.0120586398988962,-0.0068320273421704,-0.0234571453183889,-0.0307228099554777,-0.0081523898988962,0.0268946643918753,0.0243165027350187,0.0215743072330952,-0.0216134078800678,0.0036680221091955,,,0.0823166891932487,0.0451291091740131
3620.0,-0.0507853515446186,-0.0713167190551758,-0.068199448287487,-0.0352149978280067,-0.0289415363222361,-0.0587619803845882,-0.0247774124145508,-0.0254337321966887,-0.0388321876525879,-0.0297384262084961,-0.0506056807935238,-0.0628166198730469,-0.0335431098937988,0.0068242074921727,-0.0012382507557049,-0.0039649009704589,-0.056371308863163,-0.0272852908819914,,,0.0543087981641293,0.0137696266174316
3630.0,-0.0505041144788265,-0.071129135787487,-0.0680354163050652,-0.0347228050231934,-0.0286602973937988,-0.0585666671395302,-0.0246055610477924,-0.0251993183046579,-0.0386525169014931,-0.0293789859861135,-0.050511933863163,-0.0628088042140007,-0.0333321578800678,0.0072304727509617,-0.0010898590553551,-0.0038866996765136,-0.0563400276005268,-0.0268009193241596,,0.0353790298104286,0.0538557060062885,0.0136446002870798
3640.0,-0.0502306930720806,-0.0708557143807411,-0.0678400993347168,-0.0343009009957314,-0.0284102447330952,-0.0583009719848633,-0.0243556033819914,-0.0249337200075388,-0.0384415648877621,-0.0290274620056152,-0.050386905670166,-0.0627306923270226,-0.0331759452819824,0.0075429915450513,-0.0009101867908611,-0.003777313278988,-0.0564650557935238,-0.0266056060791016,,0.0350118651986122,0.0535040870308876,0.0134649276733398
